"","state","name","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","ncesID","students","county_name","city"
"1089","IL","Lockport Township High School District No. 205","150822",2021,15760841,8405000,8190,0,0,0,2527273,82812,4819179,0,166823,1893639,27419929,54120,55768954,6868073,78268569,0,0,0,85136642,"1723350","3836","Will County","Lockport"
"1090","IL","Mundelein Consolidated High School District No. 120","45060",2021,34721837,10576876,1645054,0,705000,0,3408928,0,18344083,0,41896,1805465,20163577,0,38836084,1471528,59333598,0,0,0,60805126,"1727570","2069","Lake County","Mundelein"
"1091","IL","Matteson Elementary School District No. 162","32936",2021,67373139,42643993,4573253,0,0,0,1773133,1055825,18266264,0,116496,1983130,24300022,0,36783420,5890253,57176319,0,0,0,63066572,"1725020","2561","Cook County","Richton Park"
"1092","IL","Massac County Community Unit School District No. 1","33095",2021,3873260,3873200,60,0,0,0,0,0,0,0,0,0,0,0,36382768,3472106,32910662,0,0,0,36382768,"1725000","2036","Massac County","Metropolis"
"1093","IL","Maywood-Melrose Park-Broadview School District No. 89","32948",2021,65690413,17886641,9915238,0,0,0,2832619,2979619,29530002,0,70913,235336,45629216,0,61763718,18747085,88881185,0,0,0,107628270,"1725110","4690","Cook County","Melrose Park"
"1094","IL","Oak Lawn Community High School District No. 229","50293",2021,14664914,14651434,13480,0,0,0,1444038,671620,14877675,0,0,646422,3873520,0,36135218,4066107,36589053,0,0,0,40655160,"1729220","1842","Cook County","Oak Lawn"
"1095","IL","Lincoln Elementary School District No. 27","33059",2021,9380000,9380000,0,0,0,0,0,0,0,0,0,0,0,0,20291799,483955,19807844,0,0,0,20291799,"1722980","1117","Logan County","Lincoln"
"1096","IL","Litchfield Community Unit School District No. 12","33098",2021,23173036,22520300,0,236699,0,416037,0,0,0,0,0,0,0,0,49080308,21967823,27112485,0,0,0,49080308,"1723250","1382","Montgomery County","Litchfield"
"1097","IL","Mendota Community Consolidated School District No. 289","33049",2021,4449245,4430000,19245,0,0,0,0,0,0,0,0,0,0,0,17455195,-444472,17899667,0,0,0,17455195,"1725620","1081","LaSalle County","Mendota"
"1098","IL","Mattoon Community Unit School District No. 2","93872",2021,8150654,6444456,1706198,0,0,0,0,0,0,0,0,0,0,0,57615045,4675316,52939729,0,0,0,57615045,"1725050","3142","Coles County","Mattoon"
"1099","IL","Mascoutah Community Unit School District No. 19","33123",2021,65697499,65697499,0,0,0,0,0,0,0,0,0,1233902,6181589,45415,63255504,4935455,65780955,0,0,0,70716410,"1724940","4153","St. Clair County","Mascoutah"
"1100","IL","Woodstock Community Unit School District No. 200","33064",2021,190654567,122705665,8673164,461027,0,0,7607594,0,50748840,0,458277,4176209,46598403,0,83593807,5084933,129283486,0,0,0,134368419,"1743330","6332","McHenry County","Woodstock"
"1101","IL","Wood Dale School District No. 7","49439",2021,2614193,2570000,44193,0,0,0,1274989,138847,8097919,0,0,337538,8213989,0,15104822,140994,23515355,0,0,0,23656349,"1743020","1058","DuPage County","Wood Dale"
"1102","IL","West Aurora School District No. 129","33021",2021,243696376,118401237,16794022,5688949,0,0,8720623,0,93376201,0,715344,1473493,105559969,0,168015443,31233000,243815905,0,0,0,275048905,"1704710","11841","Kane County","Aurora"
"1103","IL","West Carroll Community School Dist No 314","167554",2021,19549915,7050000,12864,34513,0,0,754986,0,0,0,0,0,0,0,19813548,1178761,18634787,0,0,0,19813548,"1700310","1034","Carroll County","Mount Carroll"
"1104","IL","Wilmington Community Unit School District No. 209U","50812",2021,26022267,26022267,0,0,0,0,1584387,0,5732886,0,0,663116,3186735,0,15996654,-669264,20515769,0,0,0,19846505,"1742630","1225","Will County","Wilmington"
"1105","IL","Whiteside School District No. 115","46275",2021,1701000,0,701000,0,1000000,0,846557,0,0,0,0,0,0,0,17261926,215038,17046888,0,0,0,17261926,"1742300","1285","St. Clair County","Belleville"
"1106","IL","Wood River-Hartford Elementary School District No. 15","167559",2021,7441237,6881600,30000,529637,0,0,656828,0,0,0,0,0,0,0,12833618,725526,12108092,0,0,0,12833618,"1743050","705","Madison County","Wood River"
"1107","IL","Will County School District No. 92","50815",2021,4383233,4383233,0,0,0,0,2522052,0,3347909,0,0,1855,12560939,6790,25565580,988267,37146897,0,0,0,38135164,"1723730","1480","Will County","Lockport"
"1108","IL","Woodland Community Consolidated School District No. 50","48212",2021,152302080,95555000,4081466,694695,0,0,7041556,0,44929363,0,0,767337,40341285,0,79088466,3862295,116334793,0,0,0,120197088,"1743110","5279","Lake County","Gurnee"
"1109","IL","Zion Benton Township High School District No. 126","196594",2021,35240367,4221800,2259159,883082,461867,0,1860357,2963551,22246775,0,117226,1563128,20272971,974,48985172,11290313,59531932,0,0,0,70822245,"1743890","2489","Lake County","Zion"
"1110","IL","Zion Elementary School District 6","33040",2021,6403484,5736461,514390,152633,0,0,1471769,2159785,17741567,0,0,22032,11882693,0,41249116,1253543,51900298,0,0,0,53153841,"1743860","2483","Lake County","Zion"
"1111","KS","Bourbon County Unified School District No. 234","33483",2021,0,40410000,0,0,0,0,19546575,0,0,0,485787,0,0,0,37085468,516181,36569287,0,0,0,37085468,"2006180","1841","Bourbon County","Fort Scott"
"1112","KS","Augusta Unified School District No. 402","33486",2021,0,40810000,0,65847,0,0,17270849,0,0,0,0,0,0,0,34491094,614384,33876710,0,0,0,34491094,"2003630","2114","Butler County","Augusta"
"1113","KS","El Dorado Unified School District No. 490","33487",2021,0,76265000,0,0,0,0,18158739,0,0,0,0,0,0,0,35312638,665222,34647416,0,0,0,35312638,"2005730","1904","Butler County","El Dorado"
"1114","KS","Blue Valley Unified School District No 229","33516",2021,685472838,392318115,42288328,0,0,0,242077462,0,6483617,0,2305316,4353735,87962696,0,253689437,18355811,327650057,0,0,0,346005868,"2012000","22887","Johnson County","Overland Park"
"1115","KS","Eudora Unified School District No. 491","53135",2021,0,50010000,0,111293,0,0,14905683,0,0,0,385354,0,0,0,34753971,1414606,33339365,0,0,0,34753971,"2006090","1765","Douglas County","Eudora"
"1116","KS","Chaparral Schools Unified School District No. 361","169399",2021,0,3835000,0,2825930,0,0,8492598,0,0,0,0,0,0,0,16790714,-25709,16816423,0,0,0,16790714,"2003390","845","Harper County","Anthony"
"1117","KS","Fort Leavenworth Unified School District No. 207","33522",2021,0,0,0,8381277,0,0,19350736,0,0,0,0,0,0,0,38213602,-10694087,48907689,0,0,0,38213602,"2006330","1817","Leavenworth County","Fort Leavenworth"
"1118","KS","Gardner Edgerton Unified School District No. 231","42652",2021,0,122910000,0,0,0,0,69628996,0,0,0,0,0,0,0,111654764,-1563223,113217987,0,0,0,111654764,"2006420","6173","Johnson County","Gardner"
"1119","KS","Unified School District No. 232","33514",2021,0,172510000,0,0,0,0,66553848,0,0,0,0,0,0,0,139539603,-16716976,156256579,0,0,0,139539603,"2005490","7467","Johnson County","De Soto"
"1120","KS","Derby Unified School District No. 260","42773",2021,272848695,180931107,4267090,5559865,0,0,70166826,0,3070926,0,593445,30760198,27866176,0,70034021,-3666716,132327111,0,0,0,128660395,"2005460","7258","Sedgwick County","Derby"
"1121","KS","Auburn-Washburn Unified School District No. 437","33559",2021,0,45645000,0,1257849,0,0,63512547,0,0,0,0,0,0,0,99454826,335897,99118929,0,0,0,99454826,"2003200","6349","Shawnee County","Topeka"
"1122","KS","Unified School District No. 475","196789",2021,0,116080000,0,1040688,0,0,9671930,0,0,0,272375,0,0,0,146104463,-55455537,201560000,0,0,0,146104463,"2007890","7463","Geary County","Junction City"
"1123","KS","Andover Unified School District No. 385","47383",2021,0,181340000,0,223915,0,0,43325477,0,0,0,0,0,0,0,98611936,-12078406,110690342,0,0,0,98611936,"2003360","9185","Butler County","Andover"
"1124","KS","Abilene Unified School District No. 435","42658",2021,0,24210000,0,3385412,0,0,13083952,0,0,0,0,0,0,0,28753393,-786303,29539696,0,0,0,28753393,"2003180","1532","Dickinson County","Abilene"
"1125","KS","Renwick Unified School District No. 267","171234",2021,0,38285000,0,0,0,0,14664116,0,0,0,0,0,0,0,29098129,828921,28269208,0,0,0,29098129,"2011080","1812","Sedgwick County","Andale"
"1126","KS","Unified School District No. 204","42761",2021,0,47150000,0,0,0,0,29462876,0,0,0,180217,0,0,0,50686142,-16907,50703049,0,0,0,50686142,"2004050","2764","Wyandotte County","Bonner Springs"
"1127","KS","Seaman Unified School District No. 345","196793",2021,0,52850659,0,2469260,0,0,42607275,0,0,0,0,0,0,0,64985612,1587335,63398277,0,0,0,64985612,"2011490","4034","Shawnee County","Topeka"
"1128","KS","Reno County Education Cooperative No. 610","33543",2021,0,0,0,0,0,0,324431,0,0,0,0,0,0,0,10594924,287546,10307378,0,0,0,10594924,"2000042","0",NA,NA
"1129","KS","Shawnee Heights Unified School District No. 450","33561",2021,0,22810000,0,4684306,0,0,37392016,0,0,0,0,0,0,0,60317011,1921791,58395220,0,0,0,60317011,"2012180","3778","Shawnee County","Tecumseh"
"1130","KS","Unified School District No 202","33566",2021,0,61105000,0,2834427,73373,0,44331274,0,0,0,180611,0,0,0,78016109,-1666785,79682894,0,0,0,78016109,"2012360","3986","Wyandotte County","Kansas City"
"1131","KS","Butler County Special Education Interlocal No. 638","57453",2021,0,0,0,70631,0,0,681216,0,0,0,0,0,0,0,22371647,997190,21374457,0,0,0,22371647,"2000354","0",NA,NA
"1132","KS","Salina Unified School District No. 305","33548",2021,0,105545000,0,0,0,0,100802646,0,0,0,0,0,0,0,180722828,3666438,177056390,0,0,0,180722828,"2011370","7150","Saline County","Salina"
"1133","KS","Unified School District No. 273","33528",2021,0,0,0,1064130,0,0,14348576,0,0,0,0,0,0,0,22761998,136539,22625459,0,0,0,22761998,"2003870","806","Mitchell County","Beloit"
"1134","KS","Unified School District No. 308","33541",2021,0,46635000,0,609498,0,0,53798213,0,0,0,0,0,0,0,91626252,2174152,89452100,0,0,0,91626252,"2007620","4590","Reno County","Hutchinson"
"1135","KS","Unified School District No. 249","167601",2021,0,3960000,0,334696,0,0,7664933,0,0,0,0,0,0,0,16437684,-639931,17077615,0,0,0,16437684,"2006300","979","Crawford County","Frontenac"
"1136","KS","Unified School Distrct No. 379","167602",2021,0,6815000,0,1794422,0,0,16206547,0,0,0,0,0,0,0,28110610,-554172,28664782,0,0,0,28110610,"2004890","1351","Clay County","Clay Center"
"1137","KS","Unified School District No. 457","33503",2021,0,85810000,0,0,0,0,78205729,0,0,0,924018,0,0,0,194337589,2372517,191965072,0,0,0,194337589,"2006390","7538","Finney County","Garden City"
"1138","KS","Unified School District No. 210","33563",2021,0,6600000,0,3136721,0,0,9204300,0,0,0,0,0,0,0,20569030,-793605,21362635,0,0,0,20569030,"2007560","1051","Stevens County","Hugoton"
"1139","KS","Unified School District No. 313","167607",2021,0,57400000,0,2430107,0,0,18668698,0,0,0,0,0,0,0,40153725,2255952,37897773,0,0,0,40153725,"2004200","2398","Reno County","Buhler"
"1140","KS","Unified School District No. 257","33477",2021,0,34665000,0,0,0,0,11297936,0,0,0,0,0,0,0,24930796,-11758366,36689162,0,0,0,24930796,"2007740","1202","Allen County","Iola"
"1141","KS","Unified School District No. 503","33520",2021,0,0,0,1438375,0,0,11932975,0,0,0,0,0,0,0,24143220,-236080,24379300,0,0,0,24143220,"2010560","1351","Labette County","Parsons"
"1142","KS","Shawnee Mission Union School District No. 512","196794",2021,803858690,468964356,31169108,3973545,0,0,274227245,0,11485008,0,3333854,3726424,91640147,0,292518595,45803888,342081278,0,0,0,387885166,"2011640","26462","Johnson County","Shawnee Mission"
"1143","KS","Southwest Kansas Area Cooperative District No. 613","58420",2021,0,0,0,0,0,0,1161960,0,0,0,0,0,0,0,15323128,-2042823,17365951,0,0,0,15323128,"2000047","0",NA,NA
"1144","KS","Southwest Plains Regional Service Center Unified School District No. 626","47229",2021,0,0,0,0,0,0,210410,0,0,0,0,0,0,0,6335798,-136503,6472301,0,0,0,6335798,"2000347","0",NA,NA
"1145","KS","Unified School District No. 431 Hoisington","167608",2021,0,15490000,0,306352,0,0,7065609,0,0,0,0,0,0,0,22850012,222753,22627259,0,0,0,22850012,"2007320","795","Barton County","Hoisington"
"1146","KS","Unified School District No. 407","33547",2021,0,0,0,0,0,0,9124201,0,0,0,118705,0,0,0,15545300,-566164,16111464,0,0,0,15545300,"2011310","858","Russell County","Russell"
"1147","KS","Unified School District No. 428","33481",2021,0,0,0,0,0,0,38705731,0,0,0,0,0,0,0,60618061,1102725,59515336,0,0,0,60618061,"2006660","2953","Barton County","Great Bend"
"1148","KS","Unified School District No. 445","33530",2021,0,2405000,0,3750000,0,0,15304610,0,0,0,0,0,0,0,34161360,690113,33471246,0,0,0,34161360,"2004980","1893","Montgomery County","Coffeyville"
"1149","KS","Tri-County Special Education Cooperative No. 607","33532",2021,0,0,0,0,0,0,305453,0,0,0,0,0,0,0,13927515,897787,13029728,0,0,0,13927515,"2000035","0",NA,NA
"1150","KS","Topeka Public Schools Unified School District No. 501","33557",2021,493209202,257614664,25515336,1958000,0,0,169148337,0,36237610,0,2735255,1602075,29758752,16511427,158024056,-10233353,216129663,0,0,0,205896310,"2012260","13004","Shawnee County","Topeka"
"1151","KS","Unified School District No. 263","33552",2021,0,9175000,0,240741,0,0,19434721,0,0,0,0,0,0,0,30909049,1256726,29652323,0,0,0,30909049,"2009840","1883","Sedgwick County","Mulvane"
"1152","KS","Wellington Unified School District No. 353","33564",2021,0,24415000,0,20650,0,0,16033945,0,0,0,62223,0,0,0,28952559,793451,28159108,0,0,0,28952559,"2012840","1520","Sumner County","Wellington"
"1153","KS","Unified School District No. 290","33506",2021,0,89150000,0,206032,0,0,26924885,0,0,0,0,0,0,0,44693686,1153059,43540627,0,0,0,44693686,"2000015","2436","Franklin County","Ottawa"
"1154","KS","Unified School District No. 309","33542",2021,0,0,0,0,0,0,11245184,0,0,0,0,0,0,0,20364486,-824612,21189098,0,0,0,20364486,"2009990","1155","Reno County","Hutchinson"
"1155","KS","Manhattan-Ogden Unified School District No. 383","196786",2021,0,229050000,0,0,0,0,76972262,0,0,0,0,0,0,0,131927795,-51910685,183838480,0,0,0,131927795,"2009180","7024","Riley County","Manhattan"
"1156","KS","Leavenworth Unified School District No. 453","33523",2021,0,77770000,0,951813,0,0,39587045,0,0,0,0,0,0,0,66218066,-17020548,83238614,0,0,0,66218066,"2008430","3814","Leavenworth County","Leavenworth"
"1157","KS","Unified School District No.  333","33493",2021,0,4585000,0,670346,0,0,15058559,0,0,0,161387,0,0,0,25710667,1168580,24542087,0,0,0,25710667,"2005100","1114","Cloud County","Concordia"
"1158","KS","Olathe Public Schools Unified School District No. 233","33517",2021,985945802,546432612,34687851,1509868,0,0,342576523,0,30683172,0,25353266,4905117,138548252,0,343222902,-31412613,518088884,0,0,0,486676271,"2010140","30164","Johnson County","Olathe"
"1159","KS","High Plains Educational Cooperative District No. 611","33509",2021,0,0,0,0,0,0,310309,0,0,0,0,0,0,0,11170439,421697,10748742,0,0,0,11170439,"2000044","0",NA,NA
"1160","KS","Haysville Public Schools Unified School District No. 261","33550",2021,0,90710000,0,1020885,0,0,64809749,0,0,0,1702409,0,0,0,106634773,2629195,104005578,0,0,0,106634773,"2007050","5959","Sedgwick County","Haysville"
"1161","KS","Unified School District No. 418","33525",2021,0,10435000,0,2013574,0,0,32078351,0,0,0,0,0,0,0,56462571,2831058,53631513,0,0,0,56462571,"2009390","2342","McPherson County","McPherson"
"1162","KS","Maize Unified School District No. 266","33551",2021,0,180125000,0,96667,0,0,54294872,0,0,0,0,0,0,0,126450273,-120872434,247322707,0,0,0,126450273,"2009140","8000","Sedgwick County","Maize"
"1163","KS","Unified School District No. 480","33555",2021,0,125175000,0,2817436,0,0,51808138,0,0,0,2048325,0,0,0,92216539,2393763,89822776,0,0,0,92216539,"2008730","4768","Seward County","Liberal"
"1164","KS","Unified School District No. 465","33496",2021,0,5240000,0,1854588,0,0,34602743,0,0,0,310439,0,0,0,51682314,1519320,50162994,0,0,0,51682314,"2013050","2327","Cowley County","Winfield"
"1165","KS","Unified School District No. 500","33567",2021,0,268910000,0,0,0,0,246700937,0,0,0,0,0,0,0,427322055,-47225401,474547456,0,0,0,427322055,"2007950","23690","Wyandotte County","Kansas City"
"1166","KS","Unified School District No. 443","33504",2021,0,78405000,0,0,0,0,76265268,0,0,0,0,0,0,0,161677995,5528362,156149633,0,0,0,161677995,"2005580","7318","Ford County","Dodge City"
"1167","KS","Unified School District No. 495","33537",2021,0,19975000,0,0,0,0,12249187,0,0,0,253047,0,0,0,21271994,179692,21092302,0,0,0,21271994,"2008370","866","Pawnee County","Larned"
"1168","KS","Unified School District No. 466","167609",2021,0,30080000,0,571920,0,0,9241959,0,0,0,0,0,0,0,18398482,-699654,19098136,0,0,0,18398482,"2000017","1031","Scott County","Scott City"
"1169","KS","Unified School District No. 489","33502",2021,0,0,0,2621344,0,0,34104366,0,0,0,0,0,0,0,62268932,670945,61597987,0,0,0,62268932,"2007020","3207","Ellis County","Hays"
"1170","KS","Valley Center Unified School District No. 262","47128",2021,0,69820000,0,34120,0,0,24050731,0,0,0,0,0,0,0,52156411,1821117,50335294,0,0,0,52156411,"2012510","3139","Sedgwick County","Valley Center"
"1171","KS","Unified School District No. 363","196797",2021,0,3740000,0,0,32856,0,8813070,0,0,0,74043,0,0,0,16912376,618095,16294281,0,0,0,16912376,"2007350","1021","Finney County","Holcomb"
"1172","KS","West Elk Unified School District No. 282","64883",2021,0,0,0,462208,0,0,7076368,0,0,0,0,0,0,0,12189317,524567,11664750,0,0,0,12189317,"2007500","397","Elk County","Howard"
"1173","KS","Unified School District No. 373","169692",2021,0,22130000,0,0,0,0,40904646,0,0,0,0,0,0,0,70972994,903962,70069032,0,0,0,70972994,"2009960","3274","Harvey County","Newton"
"1174","KS","Valley Heights Unified School District No. 498","167612",2021,0,950000,0,0,0,0,4827690,0,0,0,0,0,0,0,9504880,449431,9055449,0,0,0,9504880,"2012780","452","Marshall County","Waterville"
"1175","LA","Allen Parish School Board","33818",2021,232171337,24909474,6159810,0,0,0,56026995,0,144303880,0,771178,1498385,8302810,0,52877449,-7524521,70203165,0,0,0,62678644,"2200060","4205","Allen Parish","Oberlin"
"1176","LA","Ascension Parish School Board","44241",2021,1207062761,328881376,40950629,0,0,0,301324508,0,520339449,0,15566799,5552095,39535660,437587,285383488,-33688584,364597414,0,0,0,330908830,"2200090","23066","Ascension Parish","Donaldsonville"
"1177","LA","Assumption Parish School Board","43893",2021,152409827,7137500,3803645,0,0,0,41948450,0,98103492,0,1416740,0,8886810,0,37546833,-767213,47200856,0,0,0,46433643,"2200120","3283","Assumption Parish","Napoleonville"
"1178","LA","Avoyelles Parish School Board","42993",2021,164899489,1708331,4696591,5986923,0,0,50061691,0,99759038,0,1916915,15821,23093317,0,48946959,476855,71579242,0,0,0,72056097,"2200150","5054","Avoyelles Parish","Marksville"
"1179","LA","Acadia Parish School Board","33817",2021,488674344,5684230,14316537,347216,0,0,106462044,0,355909086,0,4918778,2972090,31723334,0,87129992,-23049723,144875139,0,0,0,121825416,"2200030","9739","Acadia Parish","Crowley"
"1180","KS","Unified School District No. 364","167610",2021,0,26050000,0,1286677,0,0,9611296,0,0,0,0,0,0,0,20854852,-915184,21770036,0,0,0,20854852,"2000016","817","Marshall County","Marysville"
"1181","LA","Bienville Parish School Board","75112",2021,108179046,27331726,5506258,0,0,0,39828521,0,33966953,0,1381511,6253,4449353,0,38125558,3580189,39000975,0,0,0,42581164,"2200210","2171","Bienville Parish","Arcadia"
"1182","LA","Bossier Parish School Board","33820",2021,1468397113,183867728,35855683,0,0,0,312588029,0,918842744,0,16486605,113449,33553541,0,273281095,-107450380,414398465,0,0,0,306948085,"2200270","22633","Bossier Parish","Benton"
"1183","LA","Bienville Parish Tax Agency Fund of the Bienville Parish School Board","75111",2021,1724883,0,1724883,0,0,0,0,0,0,0,0,0,0,0,9651847,28372,9623475,0,0,0,9651847,"99999","0",NA,NA
"1184","LA","Claiborne Parish School Board","75409",2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2200450","1643","Claiborne Parish","Homer"
"1185","LA","Evangeline Parish School Board","33830",2021,233648226,6878413,5511459,3097612,319000,0,63434964,0,152699323,0,1707455,1035222,20231956,0,55259588,-5730908,82257674,0,0,0,76526766,"2200630","5711","Evangeline Parish","Ville Platte"
"1186","LA","Franklin Parish School Board","33831",2021,104310465,9775000,2595530,0,0,0,37535011,0,53661137,0,743787,941178,11281219,0,29490966,-80197,41793560,0,0,0,41713363,"2200660","2968","Franklin Parish","Winnsboro"
"1187","LA","East Baton Rouge Parish School System","75627",2021,1162712890,13922809,33651030,0,0,0,581889759,0,490967200,0,22090965,7462325,122216068,78830,564921764,22666800,672012187,0,0,0,694678987,"2200540","41291","East Baton Rouge Parish","Baton Rouge"
"1188","LA","Lafayette Parish School Board","33836",2021,1082225092,246123653,51467369,0,3965000,0,402702587,0,367760233,0,4097411,153491,73814181,0,358376411,34506361,397837722,0,0,0,432344083,"2200870","31430","Lafayette Parish","Lafayette"
"1189","LA","Iberia Parish School Board","33833",2021,331072339,101460965,11980479,0,0,0,155873197,0,56674522,0,5083176,3545939,32517192,0,124230398,12601096,147692433,0,0,0,160293529,"2200720","11989","Iberia Parish","New Iberia"
"1190","LA","Iberville Parish School Board","43805",2021,249369612,26217802,6629213,0,0,0,90427232,0,122416398,0,3678967,711026,16045402,0,84565863,-233835,101556126,0,0,0,101322291,"2200750","4539","Iberville Parish","Plaquemine"
"1191","LA","Grant Parish School Board","33832",2021,128896794,8203715,4294258,0,0,0,35087322,0,80075407,0,1236092,453444,6721289,0,31522681,-1920951,40618365,0,0,0,38697414,"2200690","2937","Grant Parish","Colfax"
"1192","LA","East Carroll Parish School Board","33829",2021,54712610,1200000,971489,0,0,0,11125851,0,41035673,0,379597,79,5129247,0,9981353,-2647900,17758579,0,0,0,15110679,"2200570","932","East Carroll Parish","Lake Providence"
"1193","LA","Jackson Parish School Board","33834",2021,83700542,8500000,2969972,0,0,0,29419182,0,42370638,0,352750,9159,5846204,0,25772672,268338,31359697,0,0,0,31628035,"2200780","2263","Jackson Parish","Jonesboro"
"1194","LA","Rapides Parish School Board","33848",2021,790262670,56514614,38956790,0,2740000,0,306222961,0,368049696,0,13705231,352394,59778830,2168636,243258476,-5171041,310729377,0,0,0,305558336,"2201290","22855","Rapides Parish","Alexandria"
"1195","LA","Lasalle Parish School Board","33837",2021,104682485,3110000,4483925,0,0,0,35755409,0,60005167,0,1022772,22808,6075809,0,31045290,1801783,35342124,0,0,0,37143907,"2200960","2656","LaSalle Parish","Jena"
"1196","LA","Red River Parish School Board","33849",2021,85671401,29813020,3573311,0,0,0,29959188,0,21036399,0,1289483,954,6163352,0,22904661,206896,28862071,0,0,0,29068967,"2201320","1453","Red River Parish","Coushatta"
"1197","LA","Natchitoches Parish School Board","168544",2021,208535222,27869000,19596359,0,0,0,72234059,0,86721845,0,2113959,2230524,17264139,0,61376946,16150951,64720658,0,0,0,80871609,"2201140","5836","Natchitoches Parish","Natchitoches"
"1198","LA","Plaquemines Parish School Board","33846",2021,158465795,0,7590875,0,0,0,78573434,0,70844912,0,1456574,14305,8970272,2817862,53999395,-9497888,75299722,0,0,0,65801834,"2201230","4045","Plaquemines Parish","Belle Chasse"
"1199","LA","Jefferson Parish Public School System","76062",2021,1594601621,185255243,78504670,0,0,0,641548785,0,659142753,0,21323274,2143441,135545486,0,596309851,-5876953,739875731,0,0,0,733998778,"2200840","49862","Jefferson Parish","Harvey"
"1200","LA","Ouachita Parish School Board","33845",2021,693063267,140095680,28191209,0,0,0,251359714,0,260940860,0,7960334,302069,31647699,0,224772340,34287483,222434625,0,0,0,256722108,"2201200","19058","Ouachita Parish","Monroe"
"1201","LA","Zachary Community School Board","52036",2021,218442914,64059818,5008922,0,0,0,69384869,0,75429935,0,4559370,2548131,6786248,0,64806694,-4553292,78694365,0,0,0,74141073,"2200039","5550","East Baton Rouge Parish","Zachary"
"1202","LA","Catahoula Parish School Board","58119",2021,41353291,940000,1841860,0,0,0,12527689,0,25712962,0,330780,6467,4323446,0,13634411,601184,17363140,0,0,0,17964324,"2200420","1143","Catahoula Parish","Harrisonburg"
"1203","LA","St. Tammany Parish School Board","45367",2021,1366047206,253097224,47623514,750943,0,0,588612277,0,447856786,0,17259251,7123265,77498794,65603,495417748,23939512,556165898,0,0,0,580105410,"2201650","38229","St. Tammany Parish","Covington"
"1204","LA","Tangipahoa Parish School System","76973",2021,602118120,38127639,23068286,3703447,0,0,243798715,0,282406539,0,7334470,487247,43114223,0,188023867,2832315,228793022,0,0,0,231625337,"2201680","19835","Tangipahoa Parish","Amite"
"1205","LA","St. Bernard Parish School Board","33852",2021,211671999,0,10101830,0,0,0,95650081,0,101970054,0,3950034,853490,19010083,1659211,84159302,-11428763,117110849,0,0,0,105682086,"2201410","7941","St. Bernard Parish","Chalmette"
"1206","LA","St. Charles Parish School Board","91090",2021,747260932,76011135,24089595,1757851,0,0,190548108,0,447162236,0,7692007,590454,14456551,0,192930893,-5590227,213568125,0,0,0,207977898,"2201440","9440","St. Charles Parish","Luling"
"1207","LA","Webster Parish School Board","169586",2021,279525256,72862415,9816780,0,0,0,72179915,0,122145314,0,2309788,157425,12310880,0,68740460,-4568349,85777114,0,0,0,81208765,"2201890","5941","Webster Parish","Minden"
"1208","LA","West Carroll Parish School Board","42251",2021,120372152,0,1287134,0,0,0,24426633,0,93952425,0,559411,11073,4641262,20103,19354228,-7126523,31153189,0,0,0,24026666,"2201950","1952","West Carroll Parish","Oak Grove"
"1209","LA","West Feliciana Parish School Board","33868",2021,138121002,56590219,8767958,0,0,0,42123910,0,29056748,0,1432167,15219,4983967,0,37528005,502431,42024760,0,0,0,42527191,"2201980","2217","West Feliciana Parish","St. Francisville"
"1210","LA","St. James Parish School Board","45895",2021,252872228,63565054,6442457,988933,0,0,66246033,0,112116602,0,2161725,45718,10838156,0,63417126,-6025113,80326113,0,0,0,74301000,"2201500","3684","St. James Parish","Lutcher"
"1211","LA","St. Landry Parish School Board","33856",2021,526937428,21293663,18571561,0,0,0,165647219,0,316249080,0,2885911,3074079,48317558,94982,121967901,17484740,155969780,0,0,0,173454520,"2201560","12965","St. Landry Parish","Opelousas"
"1212","LA","St. Martin Parish School Board","33857",2021,328148829,109594831,13647066,0,0,0,97055981,0,103241822,0,4609129,97446,16457481,0,81229152,522010,97262069,0,0,0,97784079,"2201590","7695","St. Martin Parish","Breaux Bridge"
"1213","LA","Winn Parish School Board","33869",2021,88665160,1485000,5234463,0,0,0,26687278,0,54459835,0,798584,10007,5984934,282082,23870683,-441753,30589459,0,0,0,30147706,"2202010","2120","Winn Parish","Winnfield"
"1214","LA","Tensas Parish School Board","33860",2021,21494178,199980,1506192,0,0,0,6501140,0,13172476,0,114390,2763,2513625,0,5658100,1464235,6710253,0,0,0,8174488,"2201710","391","Tensas Parish","St. Joseph"
"1215","LA","Vermilion Parish School Board","33863",2021,318713407,11622000,18069173,0,0,0,114503214,0,169790868,0,4728152,136486,23707601,0,107068399,-8920381,139832867,0,0,0,130912486,"2201800","9568","Vermilion Parish","Abbeville"
"1216","LA","Vernon Parish School Board","171357",2021,454544105,23149526,6101547,666378,0,0,106258687,0,316190101,0,2177866,7220,17859599,0,93844006,504211,111206614,0,0,0,111710825,"2201830","8541","Vernon Parish","Leesville"
"1217","LA","Washington Parish School Board","33866",2021,170496888,2680000,4808459,0,0,750658,60904765,0,95934996,0,4982689,1849322,15464515,0,46935998,-2069890,66319725,0,0,0,64249835,"2201860","5090","Washington Parish","Franklinton"
