"","ncesID","nces_original_name","county_name","city","state","students","id","year","total_liabilities","net_pension_liability","net_opeb_liability","expenses","revenues","liability_per_student","netpension_per_student","netOPEB_per_student","expenses_per_student","revenues_per_student","liability_rev_ratio"
"113","0803450","Douglas County School District No. Re 1","Douglas County","CASTLE ROCK","CO",67305,"32045",2020,1545454919,864936787,42529387,619988621,809862038,22961.9629893767,12851.003446995,631.89045390387,9211.62797711908,12032.7173018349,1.90829406304386
"114","0803450","Douglas County School District No. Re 1","Douglas County","CASTLE ROCK","CO",67305,"32045",2021,1547646681,936328834,34048351,477799993,786412795,22994.5276131045,13911.7277171087,505.881450115147,7099.02671421143,11684.3146125845,1.96798257968323
"115","3200480","WASHOE COUNTY SCHOOL DISTRICT","Washoe County","RENO","NV",67301,"35535",2020,2191603737,716187044,196695810,781154443,770757665,32564.2076195005,10641.5512993863,2922.62834133222,11606.8772083624,11452.3954324601,2.84344072919469
"116","3200480","WASHOE COUNTY SCHOOL DISTRICT","Washoe County","RENO","NV",67301,"35535",2021,2225904426,732973503,101100866,733442617,786858586,33073.8685309282,10890.9749186491,1502.21937266905,10897.9453054189,11691.6329029286,2.8288493836172
"117","4807710","ALDINE ISD","Harris County","HOUSTON","TX",67259,"38981",2020,1730907415,206674704,244402754,838250145,850679006,25734.9561396988,3072.81856703192,3633.75539333026,12463.0182577796,12647.809304331,2.03473625514628
"118","4807710","ALDINE ISD","Harris County","HOUSTON","TX",67259,"38981",2021,1641404605,189964192,195448921,863766730,909469310,24404.2374254747,2824.36836705868,2905.91476233664,12842.3962592367,13521.8975899136,1.80479383630878
"119","4900360","Granite District","Salt Lake County","SALT LAKE CITY","UT",66276,"39321",2020,604234008,214554003,1982613,675672751,696323176,9116.93536121673,3237.28050878146,29.9144939344559,10194.8329862997,10506.4152332669,0.867749385380216
"120","4900360","Granite District","Salt Lake County","SALT LAKE CITY","UT",66276,"39321",2021,566792149,134437593,1880526,671159271,714703095,8551.99693705112,2028.45061560746,28.3741625927938,10126.7317128372,10783.7391363389,0.793045605881978
"121","4815000","CONROE ISD","Montgomery County","CONROE","TX",64799,"39105",2020,1873250052,169824823,205866828,730581396,742306470,28908.6259355854,2620.79388570811,3177.00625009645,11274.5782496643,11455.52354203,2.52355344821392
"122","4815000","CONROE ISD","Montgomery County","CONROE","TX",64799,"39105",2021,1952719533,165523063,162575489,739075712,783045150,30135.025741138,2554.40767604438,2508.91972098335,11405.6653960709,12084.2165774163,2.49375088141469
"123","4832940","NORTH EAST ISD","Bexar County","SAN ANTONIO","TX",64539,"38819",2020,2132074073,184611924,237167621,836862448,803857410,33035.437069059,2860.47078510668,3674.79541052697,12966.7712236012,12455.3744247664,2.65230381218978
"124","4832940","NORTH EAST ISD","Bexar County","SAN ANTONIO","TX",64539,"38819",2021,2030620656,172926149,189664039,782352730,794725340,31463.4663691721,2679.40546026434,2938.75081733525,12122.170005733,12313.8775004261,2.5551225735422
"125","3600103","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Richmond County","STATEN ISLAND","NY",64190,NA,2020,1992569666.14714,0,1189608515.38833,1032737649.74902,942894470.408746,31041.7458505552,0,18532.614354079,16088.7622643561,14689.1177817222,2.11324780097963
"126","3600103","NEW YORK CITY GEOGRAPHIC DISTRICT #31","Richmond County","STATEN ISLAND","NY",64190,NA,2021,1631188717.30986,-38156.8006468514,1307850633.57041,982277856.353631,972155139.102311,25411.8821827366,-0.594435280368459,20374.6788217856,15302.661728519,15144.9624412262,1.6779098846467
"127","0612330","Elk Grove Unified","Sacramento County","Elk Grove","CA",63660,"146106",2020,1218599815,749359000,11770913,887739046,841645710,19142.3156613258,11771.2692428527,184.902811812755,13945.0054351241,13220.9505183789,1.44787741507053
"128","0612330","Elk Grove Unified","Sacramento County","Elk Grove","CA",63660,"146106",2021,1408269561,756867000,12171425,889013352,952310639,22121.733600377,11889.2082940622,191.194234998429,13965.0228086711,14959.3251492303,1.47879221687452
"129","1201920","VOLUSIA","Volusia County","DELAND","FL",63009,"70626",2020,791182331,338806631,18586161,669777965,663782752,12556.6558904284,5377.11487247853,294.976289101557,10629.8777158819,10534.7291974162,1.19192963151896
"130","1201920","VOLUSIA","Volusia County","DELAND","FL",63009,"70626",2021,909655530,400285028,34931301,679405473,720664896,14436.9142503452,6352.8230570236,554.385897252773,10782.6734752178,11437.4914059896,1.26224481731937
"131","4820010","FRISCO ISD","Collin County","FRISCO","TX",62705,"38875",2020,2771800196,182078056,195016124,832675941,820388165,44203.8146240332,2903.72467905271,3110.05699704968,13279.2590861973,13083.2974244478,3.37864478578869
"132","4820010","FRISCO ISD","Collin County","FRISCO","TX",62705,"38875",2021,2958404814,173815951,159309242,821642847,810326964,47179.7275177418,2771.96317678016,2540.61465592855,13103.3067060043,12922.8444940595,3.6508779115488
"133","0404970","Mesa Unified District (4235)","Maricopa County","MESA","AZ",62703,"30554",2020,897959189,468531459,0,618205248,644754580,14320.8329585506,7472.2335294962,0,9859.26108798622,10282.6751511092,1.39271471169697
"134","0404970","Mesa Unified District (4235)","Maricopa County","MESA","AZ",62703,"30554",2021,1014094248,567135119,0,667939010,702988195,16172.9781350175,9044.78444412548,0,10652.4250833293,11211.3965041545,1.44254804733954
"135","5100840","CHESTERFIELD CO PBLC SCHS","Chesterfield County","Chesterfield","VA",62614,NA,2020,63252560,1223857,0,659875816,658178834,1010.19835819465,19.5460599865845,0,10538.7903024883,10511.6880250423,0.0961023915272243
"136","5100840","CHESTERFIELD CO PBLC SCHS","Chesterfield County","Chesterfield","VA",62614,NA,2021,62869374,0,0,709920047,704737890,1004.0785447344,0,0,11338.0401667359,11255.2766154534,0.0892095840057642
"137","3600077","NEW YORK CITY GEOGRAPHIC DISTRICT # 2","New York County","NEW YORK","NY",62229,NA,2020,1931696802.5342,0,1153266058.63998,1001187586.94861,914089110.438789,31041.7458505552,0,18532.614354079,16088.7622643561,14689.1177817222,2.11324780097963
"138","3600077","NEW YORK CITY GEOGRAPHIC DISTRICT # 2","New York County","NEW YORK","NY",62229,NA,2021,1581356016.34951,-36991.1130620488,1267895888.40089,952269336.704006,942455867.755066,25411.8821827366,-0.594435280368459,20374.6788217856,15302.661728519,15144.9624412262,1.6779098846467
"139","4702220","Knox County","Knox County","Knoxville","TN",61545,"107065",2020,21977,0,0,17511329,19174061,0.35708830936713,0,0,284.528865058088,311.54538955236,0.00114618389917504
"140","4702220","Knox County","Knox County","Knoxville","TN",61545,"107065",2021,302106,0,0,13965674,13705323,4.90870095052401,0,0,226.918092452677,222.687838167195,0.0220429682686063
"141","4808700","ARLINGTON ISD","Tarrant County","ARLINGTON","TX",59532,"39189",2020,1643859113,202083399,231749147,756774370,759674721,27613.0335449842,3394.53401531949,3892.85001343815,12712.0602365115,12760.7794295505,2.16389866288574
"142","4808700","ARLINGTON ISD","Tarrant County","ARLINGTON","TX",59532,"39189",2021,1720754199,190880824,179590022,714301734,744198499,28904.6932574078,3206.35664852516,3016.69727205537,11998.6181213465,12500.8146711013,2.31222476437701
"143","2400420","Howard County Public Schools","Howard County","Ellicott City","MD",58868,"41713",2020,1031229897,50666596,849712337,1112467221,1082067035,17517.6648943399,860.681456818645,14434.1974757084,18897.6561289665,18381.2433750085,0.953018494829204
"144","2400420","Howard County Public Schools","Howard County","Ellicott City","MD",58868,"41713",2021,1279348296,55884306,1080270015,1149382548,1173579707,21732.4912686009,949.315519467283,18350.7171128627,19524.7426105864,19935.7835666236,1.09012475962998
"145","4900420","Jordan District","Salt Lake County","WEST JORDAN","UT",57771,"39322",2020,505146280,154946340,2387087,538949305,534505057,8743.94211628672,2682.07820532793,41.3198144397708,9329.06311124959,9252.1344099981,0.945072966821341
"146","4900420","Jordan District","Salt Lake County","WEST JORDAN","UT",57771,"39322",2021,452332183,101255162,2102296,550299948,568610702,7829.74473351682,1752.69879351232,36.3901611535199,9525.53959599107,9842.49367329629,0.79550416727823
"147","3600098","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Queens County","CORONA","NY",57745,NA,2020,1792505614.14031,0,1070165815.87629,929045576.955241,848223106.305546,31041.7458505552,0,18532.614354079,16088.7622643561,14689.1177817222,2.11324780097963
"148","3600098","NEW YORK CITY GEOGRAPHIC DISTRICT #24","Queens County","CORONA","NY",57745,NA,2021,1467409136.64212,-34325.6652648766,1176535828.56401,883652201.513327,874545856.168608,25411.8821827366,-0.594435280368459,20374.6788217856,15302.661728519,15144.9624412262,1.6779098846467
"149","0802910","Cherry Creek School District No. 5 in the county of Arapah","Arapahoe County","GREENWOOD VILLAGE","CO",56228,"32036",2020,1931718440,1074427362,52826631,569719633,770750774,34355.0978160347,19108.4043892722,939.507558511773,10132.3118908729,13707.5971757843,2.50628154412985
"150","0802910","Cherry Creek School District No. 5 in the county of Arapah","Arapahoe County","GREENWOOD VILLAGE","CO",56228,"32036",2021,2192617732,1215421688,44195888,470199362,785167301,38995.1222166892,21615.9509141353,786.012093618838,8362.37038486164,13963.9912676958,2.79254845331365
"151","5307710","Seattle School District No. 1","King County","SEATTLE","WA",55986,"39643",2020,123970331,295248620,0,1188817592,1263718387,2214.30948808631,5273.61518951166,0,21234.1941199586,22572.0427785518,0.0980996496334116
"152","5307710","Seattle School District No. 1","King County","SEATTLE","WA",55986,"39643",2021,158128494,52900318,0,1173100791,1340498044,2824.42921444647,944.884756903512,0,20953.4667774086,23943.4509341621,0.117962495139605
"153","4820340","GARLAND ISD","Dallas County","GARLAND","TX",55701,"38895",2020,1028867238,176503815,204393433,653022063,692323253,18471.2525448376,3168.77282275004,3669.47510816682,11723.7044756827,12429.2787023572,1.4861081634073
"154","4820340","GARLAND ISD","Dallas County","GARLAND","TX",55701,"38895",2021,915494993,162986411,156820871,681441966,688585255,16435.8807382273,2926.09488159997,2815.40494784654,12233.9269671999,12362.17042782,1.32953034697207
"155","4818300","EL PASO ISD","El Paso County","EL PASO","TX",55253,"38929",2020,1635139177,165283406,214670423,709583644,713146693,29593.6723254846,2991.39243118021,3885.22655783396,12842.4455504678,12906.9316236222,2.29285109648542
"156","4818300","EL PASO ISD","El Paso County","EL PASO","TX",55253,"38929",2021,1574007095,162623787,169499197,685611633,692353398,28487.2693790382,2943.25714440845,3067.69219770872,12408.5865563861,12530.6028269958,2.27341571449903
"157","3701500","Winston Salem / Forsyth County Schools","Forsyth County","Winston Salem","NC",54566,"196971",2020,895217484,213912827,605527697,604705844,604938088,16406.1408935967,3920.25853095334,11097.1611809552,11082.0995491698,11086.3557526665,1.47984975943522
"158","3701500","Winston Salem / Forsyth County Schools","Forsyth County","Winston Salem","NC",54566,"196971",2021,871012617,247807799,540312747,594692776,649542063,15962.5520837151,4541.4323754719,9902.00394018253,10898.5957555987,11903.7873950812,1.34096414476548
"159","4825740","KLEIN ISD","Harris County","KLEIN","TX",54096,"38991",2020,1688085132,171536152,192705677,572606002,622051034,31205.3595829636,3170.95814847678,3562.29068692694,10584.9970792665,11499.0208887903,2.71374057711156
"160","4825740","KLEIN ISD","Harris County","KLEIN","TX",54096,"38991",2021,1579426495,157094062,151372041,627388134,646937897,29196.73349231,2903.986653357,2798.21134649512,11597.6806787933,11959.0708555161,2.44138811827869
"161","0102370","Mobile County","Mobile County","Mobile","AL",53941,"30371",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","0102370","Mobile County","Mobile County","Mobile","AL",53941,"30371",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","3600087","NEW YORK CITY GEOGRAPHIC DISTRICT #10","Bronx County","BRONX","NY",53277,NA,2020,1653811093.68003,0,987362094.942266,857160987.158098,782592128.056812,31041.7458505552,0,18532.614354079,16088.7622643561,14689.1177817222,2.11324780097963
"164","3600087","NEW YORK CITY GEOGRAPHIC DISTRICT #10","Bronx County","BRONX","NY",53277,NA,2021,1353868847.04966,-31669.7284321904,1085501763.58827,815279908.910304,806878163.981209,25411.8821827366,-0.594435280368458,20374.6788217856,15302.661728519,15144.9624412262,1.6779098846467
"165","4834320","PASADENA ISD","Harris County","PASADENA","TX",52878,"38993",2020,1358873648,209167194,237273584,713080606,681880739,25698.2799652029,3955.65630318847,4487.18907674269,13485.3929044215,12895.3579749612,1.99283184034914
"166","4834320","PASADENA ISD","Harris County","PASADENA","TX",52878,"38993",2021,1284380268,192750901,177412041,653310985,655314293,24289.5016452967,3645.20029123643,3355.12010666061,12355.0623132494,12392.9477854684,1.95994545170099
"167","0634410","San Francisco Unified","San Francisco County","San Francisco","CA",52811,"146595",2020,2652780917,836406746,782068572,1306963214,1290210104,50231.5979057393,15837.7373274507,14808.8196019769,24747.9353543769,24430.707693473,2.05608443832184
"168","0634410","San Francisco Unified","San Francisco County","San Francisco","CA",52811,"146595",2021,3258391470,942536683,1012295819,1300564922,1352568770,61699.1056787412,17847.355342637,19168.2759084282,24626.7808221772,25611.4970366022,2.40903940876884
"169","4835100","PLANO ISD","Collin County","PLANO","TX",52629,"38877",2020,1471969476,174271009,198353587,872168012,929400425,27968.7905147352,3311.31142525984,3768.90282923863,16572.0042562086,17659.4733891961,1.58378394974373
"170","4835100","PLANO ISD","Collin County","PLANO","TX",52629,"38877",2021,1284946545,158421891,150887500,844601999,924823455,24415.1806988542,3010.16342700792,2867.00298314617,16048.2243439929,17572.5066978282,1.38939657948013
"171","0609850","Corona-Norco Unified","Riverside County","Norco","CA",52557,"146048",2020,1511591818,625815620,76877208,740906139,699973014,28760.9988774093,11907.3695226135,1462.73965408985,14097.1923625778,13318.3593812432,2.15950013467233
"172","0609850","Corona-Norco Unified","Riverside County","Norco","CA",52557,"146048",2021,1563044372,671097338,91005083,746641507,755110226,29739.9846262153,12768.9430142512,1731.55018361018,14206.3189870046,14367.4529748654,2.06995524385866
"173","1300120","Atlanta Public Schools","Fulton County","Atlanta","GA",52416,"70961",2020,1457874182,926762156,348020497,957538019,1064997400,27813.5336920024,17680.9019383394,6639.58518391331,18268.0482867827,20318.1738400488,1.36889928745366
"174","1300120","Atlanta Public Schools","Fulton County","Atlanta","GA",52416,"70961",2021,1577954716,954785144,411088967,1027374617,1107065727,30104.4474206349,18215.5285409035,7842.81454136142,19600.4009653541,21120.7594436813,1.42534871915514
"175","4827300","LEWISVILLE ISD","Denton County","LEWISVILLE","TX",52189,"38905",2020,2016853986,159467259,183776610,675866265,752269010,38645.1931633103,3055.57222786411,3521.366763111,12950.3586004714,14414.3212171147,2.68102761005667
"176","4827300","LEWISVILLE ISD","Denton County","LEWISVILLE","TX",52189,"38905",2021,1817886278,120078526,139565467,707878440,762324280,34832.7478587442,2300.83975550403,2674.23148556209,13563.7479162276,14606.9915116212,2.38466270285921
"177","3600151","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Kings County","BROOKLYN","NY",52014,NA,2020,1614605368.67078,0,963955403.013065,836840880.418216,764039772.298497,31041.7458505552,0,18532.614354079,16088.7622643561,14689.1177817222,2.11324780097963
"178","3600151","NEW YORK CITY GEOGRAPHIC DISTRICT #20","Kings County","BROOKLYN","NY",52014,NA,2021,1321773639.85286,-30918.956673085,1059768544.23635,795952647.147185,787750076.41794,25411.8821827366,-0.594435280368459,20374.6788217856,15302.661728519,15144.9624412262,1.6779098846467
"179","5101890","HENRICO CO PBLC SCHS","Henrico County","Henrico","VA",51786,NA,2020,602815832,462836320,81756137,574231130,211589891,11640.5173599042,8937.4796276986,1578.73048700421,11088.539952883,4085.85121461399,2.84898219452271
"180","5101890","HENRICO CO PBLC SCHS","Henrico County","Henrico","VA",51786,NA,2021,650708572,520851160,76925442,614221032,268922094,12565.3375815858,10057.7600123586,1485.44861545591,11860.7544896304,5192.9497161395,2.41969174909072
"181","4838080","ROUND ROCK ISD","Williamson County","ROUND ROCK","TX",50953,"39253",2020,1540696369,124392763,165202836,621266430,633743617,30237.5987478657,2441.32363158205,3242.25925853237,12192.9313288717,12437.807724766,2.43110356881117
"182","4838080","ROUND ROCK ISD","Williamson County","ROUND ROCK","TX",50953,"39253",2021,1439049973,122550951,132474011,660015429,626539935,28242.6937177399,2405.17635860499,2599.92563735207,12953.4164622299,12296.4287676879,2.29682082914635
"183","3700011","Cumberland County Schools","Cumberland County","Fayetteville","NC",50750,"36539",2020,746287666,183778157,490843482,517377178,508669063,14705.1756847291,3621.2444729064,9671.79274876847,10194.6241970443,10023.0357241379,1.46713791005607
"184","3700011","Cumberland County Schools","Cumberland County","Fayetteville","NC",50750,"36539",2021,687684162,204652114,411166846,481496930,513093146,13550.4268374384,4032.55397044335,8101.80977339901,9487.6242364532,10110.209773399,1.34027158102011
"185","2601103","Detroit Public Schools Community District","Wayne County","Detroit","MI",50644,"58299",2020,10879120,0,0,7689545,7053619,214.81557538899,0,0,151.83526182766,139.278473264355,1.54234585111558
"186","2601103","Detroit Public Schools Community District","Wayne County","Detroit","MI",50644,"58299",2021,9867341,0,0,7080041,7732350,194.837315377932,0,0,139.800193507622,152.680475475871,1.27611153142318
"187","1302220","Forsyth County","Forsyth County","Cumming","GA",50544,"32567",2020,1482624205,445614082,305628089,608582855,619104806,29333.3373892054,8816.3596470402,6046.7728909465,12040.6547760367,12248.8288619816,2.39478710330024
"188","1302220","Forsyth County","Forsyth County","Cumming","GA",50544,"32567",2021,1580229755,514807347,378154509,649984177,648222869,31264.4380144033,10185.3305436847,7481.68939933523,12859.769250554,12824.9222261792,2.43778772791183
"189","2502790","Boston","Suffolk County","Roxbury","MA",50480,NA,2020,0,944471572.2,1223479834.2,1874077000,80171000,0,18709.8171988907,24236.9222305864,37125.1386687797,1588.1735340729,0
"190","2502790","Boston","Suffolk County","Roxbury","MA",50480,NA,2021,0,756925556.4,1182276856.8,2083935000,568994000,0,14994.5633201268,23420.6984310618,41282.3890649762,11271.6719492868,0
"191","4501440","Charleston 01","Charleston County","Charleston","SC",50299,"43341",2020,2050410740,583236524,501590758,794107999,895123983,40764.4434282988,11595.3900475159,9972.18151454303,15787.7492395475,17796.0592258295,2.29064440115666
"192","4501440","Charleston 01","Charleston County","Charleston","SC",50299,"43341",2021,2170073108,656117028,604134867,905067586,963164121,43143.4642438219,13044.3354341041,12010.8723235054,17993.7491003797,19148.7727589018,2.2530668041776
"193","1201230","MANATEE","Manatee County","BRADENTON","FL",50088,"148130",2020,651729633,278088728,11302048,638104506,618558687,13011.6920819358,5552.003034659,225.643826864718,12739.6683037853,12349.438727839,1.05362619052507
"194","1201230","MANATEE","Manatee County","BRADENTON","FL",50088,"148130",2021,710759791,341334666,17853453,650260175,664446929,14190.2210309855,6814.69944896981,356.44172256828,12982.3545559815,13265.5911395943,1.0697013711384
"195","2200840","Jefferson Parish","Jefferson Parish","Harvey","LA",49862,"76062",2020,1465097782,538799170,625990594,682745988,670081371,29383.0528659099,10805.8074285027,12554.46219566,13692.7116441378,13438.7182824596,2.18644756503759
"196","2200840","Jefferson Parish","Jefferson Parish","Harvey","LA",49862,"76062",2021,1594601621,641548785,659142753,739875731,733998778,31980.2980425976,12866.4872046849,13219.3404396133,14838.4687938711,14720.6044282219,2.17248538934216
"197","2012990","Wichita","Sedgwick County","Wichita","KS",49323,"33553",2020,1076352124,483304919,44383115,649834377,732000392,21822.5193925755,9798.77377693976,899.846217788861,13175.0780974393,14840.9543620623,1.47042561146607
"198","2012990","Wichita","Sedgwick County","Wichita","KS",49323,"33553",2021,1031522523,558777110,39687638,708873669,751946712,20913.6208868074,11328.93599335,804.647689718792,14372.0712243781,15245.3563651846,1.37180269098643
"199","3904380","Columbus City School District","Franklin County","Columbus","OH",48759,"37083",2020,1621970087,853903447,92781777,1126995036,975429971,33265.0400336348,17512.7350232778,1902.86464037408,23113.5797698886,20005.1266637954,1.66282576424956
"200","3904380","Columbus City School District","Franklin County","Columbus","OH",48759,"37083",2021,1682048253,951160873,82953068,1219103605,1370191222,34497.1851965791,19507.3909021924,1701.28731106052,25002.6375643471,28101.2986730655,1.2276011012133
"201","0634170","San Bernardino City Unified","San Bernardino County","San Bernardino","CA",48755,"31398",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","0634170","San Bernardino City Unified","San Bernardino County","San Bernardino","CA",48755,"31398",2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","4110040","Portland SD 1J","Multnomah County","Portland","OR",48601,NA,2020,1882236000,306140000,81319999,824384000,933111000,38728.3389230674,6299.04734470484,1673.21657990576,16962.2847266517,19199.4197650254,2.01716194536341
"204","4110040","Portland SD 1J","Multnomah County","Portland","OR",48601,NA,2021,2380580000,521329000,78581000,931870000,939936000,48982.119709471,10726.7134421102,1616.85973539639,19173.8853110018,19339.8489743009,2.53270435433902
