"","state","name","id","year","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","ncesID","students","county_name","city"
"16","AK","Copper River School District","30411",2022,3151792,0,381971,0,0,0,2711917,0,0,2830783,57904,3859,1621863,1886,7308842,57114,8879336,0,0,0,8936450,"0200070","446","Valdez-Cordova Census Area","Glennallen"
"17","AK","Lower Yukon School District","30409",2022,24171137,0,4650317,0,0,0,18790489,0,0,19141229,619697,1299524,17204450,24266,57086650,-2407279,78022169,0,0,0,75614890,"0200003","2027","Kusilvak Census Area","Mountain Village"
"18","AK","Galena City School District","31610",2022,16446256,0,3236529,0,0,0,8615315,0,0,8976110,362681,121274,4846513,0,44361267,6943622,42385432,0,0,0,49329054,"0200130","5326","Yukon-Koyukuk Census Area","Galena"
"19","AK","City and Borough of Juneau School District","40426",2022,44831514,0,4672501,0,0,0,38002856,0,0,41376721,2156157,388954,20386561,176680,68779910,4671504,85060601,0,0,0,89732105,"0200210","4725","Juneau City and Borough","Juneau"
"20","AK","Alaska Gateway School District","30400",2022,5338845,0,387355,0,0,0,4919487,0,0,4902638,32003,5300,4627608,121868,10157528,317189,14595115,0,0,0,14912304,"0200050","409","Southeast Fairbanks Census Area","Tok"
"21","AK","Aleutians East Borough School District","31587",2022,2558392,0,117078,0,0,0,2408528,0,0,2565688,32786,269111,923823,0,9187949,-405384,10786267,0,0,0,10380883,"0200007","234","Aleutians East Borough","Sand Point"
"22","AK","Craig City School District","31603",2022,3295788,0,384427,0,0,0,2837908,0,0,3279457,10173,22387,1246596,0,6894268,209539,7953712,0,0,0,8163251,"0200090","560","Prince of Wales-Hyder Census Area","Craig"
"23","AK","Annette Islands School District","91417",2022,4650796,0,696904,0,0,0,3924474,0,0,4093701,29418,68995,2203425,2644,8892182,657953,10509293,0,0,0,11167246,"0200525","310","Prince of Wales-Hyder Census Area","Metlakatla"
"24","AK","Bering Strait School District","30406",2022,31308104,0,7400328,0,0,0,21332772,0,0,23374440,0,1704363,12825484,541269,52748185,-4243990,72063291,0,0,0,67819301,"0200020","1900","Nome Census Area","Unalakleet"
"25","AK","Yukon Flats School District","30413",2022,6844199,0,713183,0,0,0,2543973,0,0,2755485,7669,91169,2473074,2589427,9623906,2376029,12401547,0,0,0,14777576,"0200775","211","Yukon-Koyukuk Census Area","Fort Yukon"
"26","AK","Iditarod Area School District","30412",2022,3095151,0,607074,0,0,0,2432905,0,0,2624905,55172,119613,2085853,0,7119965,1154093,8171338,0,0,0,9325431,"0200520","320","Yukon-Koyukuk Census Area","McGrath"
"27","AK","Bristol Bay Borough School District","223680",2022,1436457,0,437861,0,0,0,998596,0,0,1141351,0,14152,1809204,125,4117625,-20031,5961137,0,0,0,5941106,"0200030","113","Bristol Bay Borough","Naknek"
"28","AK","Chatham School District","64745",2022,2085366,0,591735,0,0,0,1493631,0,0,1654693,0,164510,2025610,5187,3910826,161414,5944719,0,0,0,6106133,"0200730","152","Hoonah-Angoon Census Area","Angoon"
"29","AK","Cordova School District","44336",2022,3422714,0,691566,0,0,0,2731148,0,0,2942459,0,6386,1166992,0,6376779,611477,6938680,0,0,0,7550157,"0200060","336","Valdez-Cordova Census Area","Cordova"
"30","AK","Kashunamiut School District","30415",2022,3786676,0,553223,0,0,0,3233453,0,0,2870351,0,62273,2826786,0,8779709,218145,11450623,0,0,0,11668768,"0200005","313","Kusilvak Census Area","Chevak"
"31","AK","Nenana City School District","48865",2022,5012906,0,914925,0,0,0,4097981,0,0,4012761,0,19538,2415407,0,11186819,479635,13142129,0,0,0,13621764,"0200540","1442","Yukon-Koyukuk Census Area","Nenana"
"32","AK","Fairbanks North Star Borough School District","40268",2022,131141708,0,4017789,0,0,0,95332340,0,0,105307054,4816234,205601,28736266,81818,171517451,29939434,170601702,0,0,0,200541136,"0200600","13319","Fairbanks North Star Borough","Fairbanks"
"33","AK","Southwest Region Schools","30403",2022,10828449,0,1720605,0,0,0,7533471,0,0,7902799,0,470638,3904705,0,19107474,-194173,23676990,0,0,0,23482817,"0200710","636","Dillingham Census Area","Dillingham"
"34","AK","Yukon-Koyukuk School District","30414",2022,11104862,0,3747675,0,0,0,6963518,0,0,7563339,0,702897,9244570,1050025,29502812,4254269,36246035,0,0,0,40500304,"200862",NA,NA,NA
"35","AK","Yupiit School District","30402",2022,5560831,0,640988,0,0,0,4919843,0,0,5240466,0,156452,3379561,0,14145431,-254525,17935969,0,0,0,17681444,"0200004","463","Bethel Census Area","Akiachak"
"36","AK","Klawock City School District","45184",2022,2112123,0,267979,0,0,0,1844144,0,0,1943820,0,41553,955626,0,2931757,169252,3759684,0,0,0,3928936,"0200450","131","Prince of Wales-Hyder Census Area","Klawock"
"37","AK","Nome Public Schools","40367",2022,6162109,0,1685404,0,0,0,4368309,0,0,5136794,108396,238755,2510010,22266,12900388,195791,15475628,0,0,0,15671419,"0200570","710","Nome Census Area","Nome"
"38","AR","Alpena School District No.5","98628",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502280","514","Boone County","ALPENA"
"39","AK","Kodiak Island Borough School District","31584",2022,24018109,0,4575433,0,0,0,18843177,0,0,20667059,540336,37217,5915682,0,43840338,5435339,44357898,0,0,0,49793237,"0200480","2308","Kodiak Island Borough","Kodiak"
"40","AK","Lower Kuskokwim School District","223683",2022,76276697,0,16575287,0,0,0,43567649,0,0,44210755,1683746,2174015,21831004,19852858,132516514,16154651,160219740,0,0,0,176374391,"0200001","4245","Bethel Census Area","Bethel"
"41","AR","Arkadelphia School District No 1","1027205",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502430","1815","Clark County","ARKADELPHIA"
"42","AR","Arkansas River Educational Service Cooperative","188464",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500024","14580",NA,NA
"43","AR","Alma School District No. 30","1027222",2022,1888595,57455000,1888595,0,0,0,16656142,0,0,0,0,0,0,0,38802203,-878019,39680222,0,0,0,38802203,"0502250","3297","Crawford County","ALMA"
"44","AR","Atkins School District No 18","1027225",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502610","986","Pope County","ATKINS"
"45","AR","Barton-Lexa School District No.4","1027228",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502730","733","Phillips County","BARTON"
"46","AK","Denali Borough School District","223681",2022,3836303,0,400870,0,0,0,3359809,0,0,3810749,21647,468097,0,0,7580965,-1062304,9111366,0,0,0,8049062,"0200770","993","Denali Borough","Healy"
"47","AR","Batesville School District No.1","98636",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500019","3414","Independence County","BATESVILLE"
"48","AR","Bauxite School District No.14","98637",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502790","1680","Saline County","BAUXITE"
"49","AK","North Slope Borough School District","31586",2022,35228529,0,8133277,0,0,0,27046832,0,0,27574148,0,1775328,7797882,0,68473380,12618880,65427710,0,0,0,78046590,"0200610","2170","North Slope Borough","Utqiagvik"
"50","AR","Armorel School District No 9","1027223",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502550","423","Mississippi County","ARMOREL"
"51","AR","Bryant School District No. 25","30772",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503690","9459","Saline County","BRYANT"
"52","AR","Bay School District No.21","98638",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502820","621","Craighead County","BAY"
"53","AK","Kenai Peninsula Borough School District","31578",2022,72799463,0,14804587,0,0,0,54127319,0,0,62530075,3867557,41947,36556649,0,121292444,12850634,145040406,30448357,0,0,157891040,"0200390","8774","Kenai Peninsula Borough","Soldotna"
"54","AR","Buffalo Island Central School District No. 40","197763",2022,116567,10555000,116567,0,0,0,3855813,0,0,0,0,0,0,0,10500434,398439,10101995,0,0,0,10500434,"0503710","766","Craighead County","MONETTE"
"55","AR","Bentonville School District No. 6","98641",2022,13847357,336925300,13847357,0,0,194611,101012203,0,0,0,0,0,0,0,236213843,-7857716,244071559,0,0,0,236213843,"0503060","17848","Benton County","BENTONVILLE"
"56","AK","Ketchikan Gateway Borough School District","31580",2022,24462577,0,1543099,0,0,0,19561034,0,0,21713242,475861,46330,5298125,243274,34436255,-351335,40375319,0,0,0,40023984,"0200150","2291","Ketchikan Gateway Borough","Ketchikan"
"57","AR","Bearden School District No.53","98639",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500032","488","Ouachita County","BEARDEN"
"58","AR","Beebe School District","1027237",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502880","3356","White County","BEEBE"
"59","AR","Bergman School District No. 3","1027231",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503090","1176","Boone County","BERGMAN"
"60","AR","Berryville School District No. 27","98642",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503150","1880","Carroll County","BERRYVILLE"
"61","AR","Bismarck School District No. 25","98643",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503240","1017","Hot Spring County","BISMARCK"
"62","AR","Cave City School District No. 2a","1027234",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504050","1237","Sharp County","CAVE CITY"
"63","AL","Oneonta City Board of Education","43630",2022,24184028,7626697,1260917,0,0,0,9761000,0,5535414,0,0,1900642,12218360,2470880,3840253,3866667,16563468,0,0,0,20430135,"0102550","1488","Blount County","Oneonta"
"64","AR","Cedarville School District No. 44","98656",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504080","765","Crawford County","CEDARVILLE"
"65","AL","Talladega City Board of Education","30385",2022,30089385,0,2758667,0,1795757,584481,15306000,0,9473817,0,170662,2051579,18756438,543020,5096263,2360326,24086974,0,0,0,26447300,"0103150","1889","Talladega County","Talladega"
"66","AR","Booneville School District No. 65","98646",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503450","1272","Logan County","BOONEVILLE"
"67","AR","Boston Mountain Educational Cooperative","44870",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99999","0",NA,NA
"68","AR","Dermott Special School District","1036892",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505170","349","Chicot County","DERMOTT"
"69","AR","Blytheville School District No. 5","66843",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503320","1900","Mississippi County","BLYTHEVILLE"
"70","AR","Brinkley School District No. 8","1027233",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"503630",NA,NA,NA
"71","AR","Cossatot River School District","1027255",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500405","967","Polk County","WICKES"
"72","AR","Cabot School District No. 4","98650",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503750","10851","Lonoke County","CABOT"
"73","AR","Caddo Hills School District No. 28","98651",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503770","586","Montgomery County","NORMAN"
"74","AR","Concord School District No. 3","98661",2022,68225,1605000,68225,0,0,0,3097451,0,0,0,0,0,0,0,7229035,518110,6710925,0,0,0,7229035,"0504560","433","Cleburne County","CONCORD"
"75","AR","Cedar Ridge School District","1027235",2022,110622,5340000,110622,0,0,0,4708814,0,0,0,0,0,0,0,11730123,368496,11361627,0,0,0,11730123,"0500070","699","Independence County","NEWARK"
"76","AR","Corning School District No. 8","98662",2022,24978,1710000,24978,0,0,0,4126972,0,0,0,0,0,0,0,11441321,639568,10801753,0,0,0,11441321,"0500009","895","Clay County","CORNING"
"77","AR","Cross County School District No. 7","98665",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"507740","662",NA,NA
"78","AR","Bald Knob School District","30787",2022,562366,6690456,562366,0,0,0,6014581,0,0,0,0,0,0,0,16938748,1047785,15890963,0,0,0,16938748,"0502700","1212","White County","BALD KNOB"
"79","AR","Camden Fairview School District No. 16","1027241",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506060","2387","Ouachita County","CAMDEN"
"80","AR","Carlisle School District No. 3","98654",2022,76199,9795000,76199,0,0,0,3363622,0,0,0,0,0,0,0,8791434,-3681,8795115,0,0,0,8791434,"0503960","706","Lonoke County","CARLISLE"
"81","AR","Crossett School District No. 52","98666",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504800","1780","Ashley County","CROSSETT"
"82","AR","Centerpoint School District No. 43","1027236",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506690","1037","Pike County","AMITY"
"83","AR","Conway School District No. 1","108515",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504590","10393","Faulkner County","CONWAY"
"84","AR","Benton School District No. 8","98640",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502960","5648","Saline County","BENTON"
"85","AR","Brookland School District No. 14","98648",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503640","2816","Craighead County","BROOKLAND"
"86","AR","De Queen School District No. 17","93572",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500049","2382","Sevier County","DE QUEEN"
"87","AR","Bradford School District","1027232",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503480","494","White County","BRADFORD"
"88","AR","Crowley's Ridge Education Service Cooperative","30759",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500034","35957",NA,NA
"89","AR","Cotter School District No. 60","98663",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504680","801","Baxter County","COTTER"
"90","AR","Ashdown School District No.31","1027224",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0502580","1406","Little River County","ASHDOWN"
"91","AR","Dewitt School District No. 1","98671",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500001","1225","Arkansas County","DEWITT"
"92","AR","Calico Rock School District No. 50","93569",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503840","371","Izard County","CALICO ROCK"
"93","AR","Dierks School District No. 2","98672",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505340","543","Howard County","DIERKS"
"94","AR","Dollarway School District No. 2","98673",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505410","1020","Jefferson County","PINE BLUFF"
"95","AR","Blevins School District No. 2","98644",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0503300","524","Hempstead County","BLEVINS"
"96","AR","Cutter-Morning Star School District No. 21","167118",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504860","695","Garland County","HOT SPRINGS"
"97","AR","Danville School District No. 36","47163",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504890","861","Yell County","DANVILLE"
"98","AR","Dover School District No. 17","93573",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505430","1344","Pope County","DOVER"
"99","AR","Dardanelle School District No. 15","149821",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504930","2098","Yell County","DARDANELLE"
"100","AR","Dequeen-Mena Educational Service Cooperative","30778",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500037","12006",NA,NA
"101","AR","Drew Central School District No. 5","98674",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505470","1141","Drew County","MONTICELLO"
"102","AR","Dawson Educational Cooperative","56143",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500008","42625",NA,NA
"103","AR","Clinton School District No. 1","93571",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504410","1346","Van Buren County","CLINTON"
"104","AR","Gentry School District No. 19","98690",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506540","1466","Benton County","GENTRY"
"105","AR","Glen Rose School District No. 3","98691",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506630","1063","Hot Spring County","MALVERN"
"106","AR","Clarendon School District No. 6","98659",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504350","434","Monroe County","CLARENDON"
"107","AR","East End School District No. 1","98676",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505580","660","Perry County","BIGELOW"
"108","AR","Clarksville School District No. 17","98660",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504380","2539","Johnson County","CLARKSVILLE"
"109","AR","Gravette School District No. 20","30680",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506840","1956","Benton County","GRAVETTE"
"110","AR","Green Forest School District No. 32","1027270",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506870","1418","Carroll County","GREEN FOREST"
"111","AR","Greenland School District No. 95","98697",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506930","753","Washington County","GREENLAND"
"112","AR","Cleveland County School District","1027261",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500067","840","Cleveland County","RISON"
"113","AR","East Poinsett County School District No. 14","98677",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500048","735","Poinsett County","LEPANTO"
"114","AR","County Line School District No. 1","98664",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504740","512","Franklin County","BRANCH"
"115","AR","Gurdon School District No. 60","98699",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0507110","723","Clark County","GURDON"
"116","AR","Guy-Perkins School District No. 34","98700",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0507140","354","Faulkner County","GUY"
"117","AR","Decatur School District No. 17","98668",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504980","572","Benton County","DECATUR"
"118","AR","Deer-Mt Judea School District","1027259",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500072","454","Newton County","DEER"
"119","AR","Fort Smith School District No. 100","1027267",2022,2450972,178091787,2450972,0,0,0,87000783,0,0,0,0,0,0,0,189219770,-21976738,211196508,0,0,0,189219770,"0506330","14748","Sebastian County","FORT SMITH"
"120","AR","Guy Fenter Education Service Cooperative","30709",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"99999","42988",NA,NA
"121","AR","Charleston School District No. 9","98658",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504200","914","Franklin County","CHARLESTON"
"122","AR","Great Rivers Educational Service Cooperative","98693",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"500033","12101",NA,NA
"123","AR","Greenwood School District No. 25","98698",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506990","3833","Sebastian County","GREENWOOD"
"124","AR","Huntsville School District No. 1","1027273",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0508130","2304","Madison County","HUNTSVILLE"
"125","AR","Marmaduke School District No. S-2","1027289",2022,82006,1090000,82006,0,0,0,3736212,0,0,0,0,0,0,0,8751205,-157694,8908899,0,0,0,8751205,"0500016","787","Greene County","MARMADUKE"
"126","AR","Gosnell School District No. 6","98692",2022,365010,0,365010,0,0,0,6391999,0,0,0,0,0,0,0,15288948,497672,14791276,0,0,0,15288948,"0500029","1215","Mississippi County","GOSNELL"
"127","AR","El Dorado School District No. 15","98678",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505680","4220","Union County","EL DORADO"
"128","AR","Lawrence County School District","43680",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0500082","1002","Lawrence County","WALNUT RIDGE"
"129","AR","Hackett School District No. 17","98702",2022,232201,2395000,232201,0,20000,0,3711440,0,0,0,0,0,0,0,20664851,-676010,21340861,0,0,0,20664851,"0507170","776","Sebastian County","HACKETT"
"130","AR","Harmony Grove School District No. 1","145850",2022,0,16355000,7813,0,0,0,5679833,0,0,0,0,0,0,0,15787284,-3182268,18969552,0,0,0,15787284,"0507320","1223","Saline County","BENTON"
"131","AR","Heber Springs School District No. 1","98710",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0507560","1536","Cleburne County","HEBER SPRINGS"
"132","AR","Jonesboro School District No. 1","98723",2022,3619145,59585000,3619145,0,0,0,35309654,0,0,0,0,0,0,0,93625781,-8105467,101731248,0,0,0,93625781,"0508280","6719","Craighead County","JONESBORO"
"133","AR","Jacksonville/North Pulaski School District","58500",2022,3641530,90110000,3641530,0,0,0,20134275,0,0,0,0,0,0,0,124947581,13437401,111510180,0,0,0,124947581,"0500419","4314","Pulaski County","JACKSONVILLE"
"134","AR","Jasper School District No. 1","98721",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0508240","891","Newton County","JASPER"
"135","AR","Eureka Springs School District No. 21","98681",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0505970","688","Carroll County","EUREKA SPRINGS"
"136","AR","Kirby School District No. 32","98725",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0508490","404","Pike County","KIRBY"
"137","AR","Hoxie School District No. 46","1027272",2022,492822,2390000,105262,0,387560,0,4015717,0,0,0,0,0,0,0,11820644,806191,11014453,0,0,0,11820644,"507990","846",NA,NA
"138","AR","Harrisburg School District No. 6","98707",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0507350","1129","Poinsett County","HARRISBURG"
"139","AR","Farmington School District No. 6","98682",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0506090","2556","Washington County","FARMINGTON"
"140","AR","Genoa Central School District No. 1","51148",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0504110","1168","Miller County","TEXARKANA"
"141","AR","Mcgehee School District No. 17","98745",2022,978051,9720000,978051,0,0,0,6614352,0,0,0,0,0,0,0,18639829,-2994,18642823,0,0,0,18639829,"0509630","1195","Desha County","MCGEHEE"
"142","AR","Hope School District No. 1-A","98714",2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0507840","2408","Hempstead County","HOPE"
