"","state","name.x","id","year","total_liabilities","net_pension_liability","net_opeb_liability","expenses","revenues","ncesID","name.y","nces_original_name","county_name","city","students"
"157","TX","Conroe Independent School District","39105",2020,1873250052,169824823,205866828,730581396,742306470,"4815000","Conroe Independent School District","CONROE ISD","Montgomery County","CONROE",64799
"158","TX","Conroe Independent School District","39105",2021,1952719533,165523063,162575489,739075712,783045150,"4815000","Conroe Independent School District","CONROE ISD","Montgomery County","CONROE",64799
"159","TX","Conroe Independent School District","39105",2022,2180487749,86473036,172908251,753057341,796588711,"4815000","Conroe Independent School District","CONROE ISD","Montgomery County","CONROE",64799
"160","TX","North East Independent School District","38819",2020,2132074073,184611924,237167621,836862448,803857410,"4832940","North East Independent School District","NORTH EAST ISD","Bexar County","SAN ANTONIO",64539
"161","TX","North East Independent School District","38819",2021,2030620656,172926149,189664039,782352730,794725340,"4832940","North East Independent School District","NORTH EAST ISD","Bexar County","SAN ANTONIO",64539
"162","TX","North East Independent School District","38819",2022,1856368896,81593041,183769031,739975203,843447483,"4832940","North East Independent School District","NORTH EAST ISD","Bexar County","SAN ANTONIO",64539
"163","CA","Elk Grove Unified School District","146106",2020,1218599815,749359000,11770913,887739046,841645710,"0612330","Elk Grove Unified School District","Elk Grove Unified","Sacramento County","Elk Grove",63660
"164","CA","Elk Grove Unified School District","146106",2021,1408269561,756867000,12171425,889013352,952310639,"0612330","Elk Grove Unified School District","Elk Grove Unified","Sacramento County","Elk Grove",63660
"165","CA","Elk Grove Unified School District","146106",2022,1075350313,363655000,11624895,850822680,1018154039,"0612330","Elk Grove Unified School District","Elk Grove Unified","Sacramento County","Elk Grove",63660
"166","FL","Volusia County District School Board","70626",2020,791182331,338806631,18586161,669777965,663782752,"1201920","Volusia County District School Board","VOLUSIA","Volusia County","DELAND",63009
"167","FL","Volusia County District School Board","70626",2021,909655530,400285028,34931301,679405473,720664896,"1201920","Volusia County District School Board","VOLUSIA","Volusia County","DELAND",63009
"168","FL","Volusia County District School Board","70626",2022,677407707,166740065,52779620,692783836,784666880,"1201920","Volusia County District School Board","VOLUSIA","Volusia County","DELAND",63009
"169","TX","Frisco Independent School District","38875",2020,2771800196,182078056,195016124,832675941,820388165,"4820010","Frisco Independent School District","FRISCO ISD","Collin County","FRISCO",62705
"170","TX","Frisco Independent School District","38875",2021,2958404814,173815951,159309242,821642847,810326964,"4820010","Frisco Independent School District","FRISCO ISD","Collin County","FRISCO",62705
"171","TX","Frisco Independent School District","38875",2022,2989594645,87846717,167202174,832571939,828768034,"4820010","Frisco Independent School District","FRISCO ISD","Collin County","FRISCO",62705
"172","AZ","Mesa Unified School District No. 4","30554",2020,897959189,468531459,0,618205248,644754580,"0404970","Mesa Unified School District No.4","Mesa Unified District (4235)","Maricopa County","MESA",62703
"173","AZ","Mesa Unified School District No. 4","30554",2021,1014094248,567135119,0,667939010,702988195,"0404970","Mesa Unified School District No.4","Mesa Unified District (4235)","Maricopa County","MESA",62703
"174","AZ","Mesa Unified School District No. 4","30554",2022,933067958,438021553,0,737710699,770276105,"0404970","Mesa Unified School District No.4","Mesa Unified District (4235)","Maricopa County","MESA",62703
"175","TN","Knox County Schools","107065",2020,21977,0,0,17511329,19174061,"4702220","Knox County Schools","Knox County","Knox County","Knoxville",61545
"176","TN","Knox County Schools","107065",2021,302106,0,0,13965674,13705323,"4702220","Knox County Schools","Knox County","Knox County","Knoxville",61545
"177","TX","Arlington Independent School District","39189",2020,1643859113,202083399,231749147,756774370,759674721,"4808700","Arlington Independent School District","ARLINGTON ISD","Tarrant County","ARLINGTON",59532
"178","TX","Arlington Independent School District","39189",2021,1720754199,190880824,179590022,714301734,744198499,"4808700","Arlington Independent School District","ARLINGTON ISD","Tarrant County","ARLINGTON",59532
"179","TX","Arlington Independent School District","39189",2022,1768016847,94001973,184805089,735907670,791863327,"4808700","Arlington Independent School District","ARLINGTON ISD","Tarrant County","ARLINGTON",59532
"180","MD","Howard County Board of Education","41713",2020,1031229897,50666596,849712337,1112467221,1082067035,"2400420","Howard County Board of Education","Howard County Public Schools","Howard County","Ellicott City",58868
"181","MD","Howard County Board of Education","41713",2021,1279348296,55884306,1080270015,1149382548,1173579707,"2400420","Howard County Board of Education","Howard County Public Schools","Howard County","Ellicott City",58868
"182","MD","Howard County Board of Education","41713",2022,1417142394,40867624,1224705936,1292774094,1308170225,"2400420","Howard County Board of Education","Howard County Public Schools","Howard County","Ellicott City",58868
"183","UT","Jordan School District","39322",2020,505146280,154946340,2387087,538949305,534505057,"4900420","Jordan School District","Jordan District","Salt Lake County","WEST JORDAN",57771
"184","UT","Jordan School District","39322",2021,452332183,101255162,2102296,550299948,568610702,"4900420","Jordan School District","Jordan District","Salt Lake County","WEST JORDAN",57771
"185","UT","Jordan School District","39322",2022,341856873,8581342,2919669,539122502,621924758,"4900420","Jordan School District","Jordan District","Salt Lake County","WEST JORDAN",57771
"186","CO","Cherry Creek School District No. 5","32036",2020,1931718440,1074427362,52826631,569719633,770750774,"0802910","Cherry Creek School District No 5","Cherry Creek School District No. 5 in the county of Arapah","Arapahoe County","GREENWOOD VILLAGE",56228
"187","CO","Cherry Creek School District No. 5","32036",2021,2192617732,1215421688,44195888,470199362,785167301,"0802910","Cherry Creek School District No 5","Cherry Creek School District No. 5 in the county of Arapah","Arapahoe County","GREENWOOD VILLAGE",56228
"188","CO","Cherry Creek School District No. 5","32036",2022,1847264298,845137624,40888024,493566705,866999574,"0802910","Cherry Creek School District No 5","Cherry Creek School District No. 5 in the county of Arapah","Arapahoe County","GREENWOOD VILLAGE",56228
"189","WA","Seattle School District No. 1","39643",2020,123970331,295248620,0,1188817592,1263718387,"5307710","Seattle School District No.1","Seattle School District No. 1","King County","SEATTLE",55986
"190","WA","Seattle School District No. 1","39643",2021,158128494,52900318,0,1173100791,1340498044,"5307710","Seattle School District No.1","Seattle School District No. 1","King County","SEATTLE",55986
"191","WA","Seattle School District No. 1","39643",2022,160077477,140712957,0,1371118223,1408997234,"5307710","Seattle School District No.1","Seattle School District No. 1","King County","SEATTLE",55986
"192","TX","Garland Independent School District","38895",2020,1028867238,176503815,204393433,653022063,692323253,"4820340","Garland Independent School District","GARLAND ISD","Dallas County","GARLAND",55701
"193","TX","Garland Independent School District","38895",2021,915494993,162986411,156820871,681441966,688585255,"4820340","Garland Independent School District","GARLAND ISD","Dallas County","GARLAND",55701
"194","TX","Garland Independent School District","38895",2022,801473441,80131846,158355733,621571261,698694619,"4820340","Garland Independent School District","GARLAND ISD","Dallas County","GARLAND",55701
"195","TX","El Paso Independent School District","38929",2020,1635139177,165283406,214670423,709583644,713146693,"4818300","El Paso Independent School District","EL PASO ISD","El Paso County","EL PASO",55253
"196","TX","El Paso Independent School District","38929",2021,1574007095,162623787,169499197,685611633,692353398,"4818300","El Paso Independent School District","EL PASO ISD","El Paso County","EL PASO",55253
"197","TX","El Paso Independent School District","38929",2022,1455178794,74746455,162029167,636466517,694964092,"4818300","El Paso Independent School District","EL PASO ISD","El Paso County","EL PASO",55253
"198","NC","Winston-Salem/Forsyth County Board of Education","196971",2020,895217484,213912827,605527697,604705844,604938088,"3701500","Winston-Salem/Forsyth County Schools-Board of Education","Winston Salem / Forsyth County Schools","Forsyth County","Winston Salem",54566
"199","NC","Winston-Salem/Forsyth County Board of Education","196971",2021,871012617,247807799,540312747,594692776,649542063,"3701500","Winston-Salem/Forsyth County Schools-Board of Education","Winston Salem / Forsyth County Schools","Forsyth County","Winston Salem",54566
"200","NC","Winston-Salem/Forsyth County Board of Education","196971",2022,753614650,94326783,589252692,671313460,776047317,"3701500","Winston-Salem/Forsyth County Schools-Board of Education","Winston Salem / Forsyth County Schools","Forsyth County","Winston Salem",54566
"201","GA","Clayton County Board of Education","48791",2020,916357252,467584423,347674422,619302155,655624753,"1301230","Clayton County Board of Education","Clayton County","Clayton County","Jonesboro",54424
"202","GA","Clayton County Board of Education","48791",2021,1050040927,528087620,409845950,641157143,705863175,"1301230","Clayton County Board of Education","Clayton County","Clayton County","Jonesboro",54424
"203","TX","Klein Independent School District","38991",2020,1688085132,171536152,192705677,572606002,622051034,"4825740","Klein Independent School District","KLEIN ISD","Harris County","KLEIN",54096
"204","TX","Klein Independent School District","38991",2021,1579426495,157094062,151372041,627388134,646937897,"4825740","Klein Independent School District","KLEIN ISD","Harris County","KLEIN",54096
"205","TX","Klein Independent School District","38991",2022,1451632789,77661481,155117901,606175507,667137983,"4825740","Klein Independent School District","KLEIN ISD","Harris County","KLEIN",54096
"206","TX","Pasadena Independent School District","38993",2020,1358873648,209167194,237273584,713080606,681880739,"4834320","Pasadena Independent School District","PASADENA ISD","Harris County","PASADENA",52878
"207","TX","Pasadena Independent School District","38993",2021,1284380268,192750901,177412041,653310985,655314293,"4834320","Pasadena Independent School District","PASADENA ISD","Harris County","PASADENA",52878
"208","TX","Pasadena Independent School District","38993",2022,1125132099,92055497,177646693,681521250,731622584,"4834320","Pasadena Independent School District","PASADENA ISD","Harris County","PASADENA",52878
"209","CA","San Francisco Unified School District","146595",2020,2652780917,836406746,782068572,1306963214,1290210104,"0634410","San Francisco Unified School District","San Francisco Unified","San Francisco County","San Francisco",52811
"210","CA","San Francisco Unified School District","146595",2021,3258391470,942536683,1012295819,1300564922,1352568770,"0634410","San Francisco Unified School District","San Francisco Unified","San Francisco County","San Francisco",52811
"211","CA","San Francisco Unified School District","146595",2022,0,0,1038791715,0,76144063,"0634410","San Francisco Unified School District","San Francisco Unified","San Francisco County","San Francisco",52811
"212","TX","Plano Independent School District","38877",2020,1471969476,174271009,198353587,872168012,929400425,"4835100","Plano Independent School District","PLANO ISD","Collin County","PLANO",52629
"213","TX","Plano Independent School District","38877",2021,1284946545,158421891,150887500,844601999,924823455,"4835100","Plano Independent School District","PLANO ISD","Collin County","PLANO",52629
"214","TX","Plano Independent School District","38877",2022,1068266206,74488392,147854332,839741773,948783062,"4835100","Plano Independent School District","PLANO ISD","Collin County","PLANO",52629
"215","CA","Corona-Norco Unified School District","146048",2020,1511591818,625815620,76877208,740906139,699973014,"0609850","Corona-Norco Unified School District","Corona-Norco Unified","Riverside County","Norco",52557
"216","CA","Corona-Norco Unified School District","146048",2021,1563044372,671097338,91005083,746641507,755110226,"0609850","Corona-Norco Unified School District","Corona-Norco Unified","Riverside County","Norco",52557
"217","CA","Corona-Norco Unified School District","146048",2022,1202562776,345568234,90317797,706726600,829160242,"0609850","Corona-Norco Unified School District","Corona-Norco Unified","Riverside County","Norco",52557
"218","GA","School District Atlanta Public Schools","70961",2020,1457874182,926762156,348020497,957538019,1064997400,"1300120","School District Atlanta Public Schools","Atlanta Public Schools","Fulton County","Atlanta",52416
"219","GA","School District Atlanta Public Schools","70961",2021,1577954716,954785144,411088967,1027374617,1107065727,"1300120","School District Atlanta Public Schools","Atlanta Public Schools","Fulton County","Atlanta",52416
"220","GA","School District Atlanta Public Schools","70961",2022,1053233508,513809696,311254040,1073033604,1339925605,"1300120","School District Atlanta Public Schools","Atlanta Public Schools","Fulton County","Atlanta",52416
"221","TX","Lewisville Independent School District","38905",2020,2016853986,159467259,183776610,675866265,752269010,"4827300","Lewisville Independent School District","LEWISVILLE ISD","Denton County","LEWISVILLE",52189
"222","TX","Lewisville Independent School District","38905",2021,1817886278,120078526,139565467,707878440,762324280,"4827300","Lewisville Independent School District","LEWISVILLE ISD","Denton County","LEWISVILLE",52189
"223","TX","Lewisville Independent School District","38905",2022,1607779084,70028626,143876935,674570671,763197979,"4827300","Lewisville Independent School District","LEWISVILLE ISD","Denton County","LEWISVILLE",52189
"224","TX","Round Rock Independent School District","39253",2020,1540696369,124392763,165202836,621266430,633743617,"4838080","Round Rock Independent School District","ROUND ROCK ISD","Williamson County","ROUND ROCK",50953
"225","TX","Round Rock Independent School District","39253",2021,1439049973,122550951,132474011,660015429,626539935,"4838080","Round Rock Independent School District","ROUND ROCK ISD","Williamson County","ROUND ROCK",50953
"226","TX","Round Rock Independent School District","39253",2022,1348198749,60755425,133656092,623834463,633621167,"4838080","Round Rock Independent School District","ROUND ROCK ISD","Williamson County","ROUND ROCK",50953
"227","NC","Cumberland County Board of Education","36539",2020,746287666,183778157,490843482,517377178,508669063,"3700011","Cumberland County Board of Education","Cumberland County Schools","Cumberland County","Fayetteville",50750
"228","NC","Cumberland County Board of Education","36539",2021,687684162,204652114,411166846,481496930,513093146,"3700011","Cumberland County Board of Education","Cumberland County Schools","Cumberland County","Fayetteville",50750
"229","NC","Cumberland County Board of Education","36539",2022,592275082,79131743,455719306,542096895,616885275,"3700011","Cumberland County Board of Education","Cumberland County Schools","Cumberland County","Fayetteville",50750
"230","MI","Detroit Community Schools","58299",2020,10879120,0,0,7689545,7053619,"2601103","Detroit Community Schools","Detroit Public Schools Community District","Wayne County","Detroit",50644
"231","MI","Detroit Community Schools","58299",2021,9867341,0,0,7080041,7732350,"2601103","Detroit Community Schools","Detroit Public Schools Community District","Wayne County","Detroit",50644
"232","MI","Detroit Community Schools","58299",2022,9488828,0,0,8211561,8341427,"2601103","Detroit Community Schools","Detroit Public Schools Community District","Wayne County","Detroit",50644
"233","GA","Forsyth County Board of Education","32567",2020,1482624205,445614082,305628089,608582855,619104806,"1302220","Forsyth County Board of Education","Forsyth County","Forsyth County","Cumming",50544
"234","GA","Forsyth County Board of Education","32567",2021,1580229755,514807347,378154509,649984177,648222869,"1302220","Forsyth County Board of Education","Forsyth County","Forsyth County","Cumming",50544
"235","GA","Forsyth County Board of Education","32567",2022,1096947127,189187977,282977024,582971133,727522197,"1302220","Forsyth County Board of Education","Forsyth County","Forsyth County","Cumming",50544
"236","SC","Charleston County School District","43341",2020,2050410740,583236524,501590758,794107999,895123983,"4501440","Charleston County School District","Charleston 01","Charleston County","Charleston",50299
"237","SC","Charleston County School District","43341",2021,2170073108,656117028,604134867,905067586,963164121,"4501440","Charleston County School District","Charleston 01","Charleston County","Charleston",50299
"238","SC","Charleston County School District","43341",2022,2171137557,595948185,718715844,990803695,1091173718,"4501440","Charleston County School District","Charleston 01","Charleston County","Charleston",50299
"239","FL","Manatee County District School Board","148130",2020,651729633,278088728,11302048,638104506,618558687,"1201230","Manatee County District School Board","MANATEE","Manatee County","BRADENTON",50088
"240","FL","Manatee County District School Board","148130",2021,710759791,341334666,17853453,650260175,664446929,"1201230","Manatee County District School Board","MANATEE","Manatee County","BRADENTON",50088
"241","FL","Manatee County District School Board","148130",2022,477014109,142380945,17487904,626010304,735538045,"1201230","Manatee County District School Board","MANATEE","Manatee County","BRADENTON",50088
"242","LA","Jefferson Parish Public School System","76062",2020,1465097782,538799170,625990594,682745988,670081371,"2200840","Jefferson Parish Public School System","Jefferson Parish","Jefferson Parish","Harvey",49862
"243","LA","Jefferson Parish Public School System","76062",2021,1594601621,641548785,659142753,739875731,733998778,"2200840","Jefferson Parish Public School System","Jefferson Parish","Jefferson Parish","Harvey",49862
"244","LA","Jefferson Parish Public School System","76062",2022,1254771469,287711839,558494795,772876334,897502814,"2200840","Jefferson Parish Public School System","Jefferson Parish","Jefferson Parish","Harvey",49862
"245","KS","Wichita Public Schools Unified School District No. 259","33553",2020,1076352124,483304919,44383115,649834377,732000392,"2012990","Wichita Public Schools Unified School District No 259","Wichita","Sedgwick County","Wichita",49323
"246","KS","Wichita Public Schools Unified School District No. 259","33553",2021,1031522523,558777110,39687638,708873669,751946712,"2012990","Wichita Public Schools Unified School District No 259","Wichita","Sedgwick County","Wichita",49323
"247","KS","Wichita Public Schools Unified School District No. 259","33553",2022,825756675,407705304,34332287,745288878,833260159,"2012990","Wichita Public Schools Unified School District No 259","Wichita","Sedgwick County","Wichita",49323
"248","OH","Columbus City School District","37083",2020,1621970087,853903447,92781777,1126995036,975429971,"3904380","Columbus City School District","Columbus City School District","Franklin County","Columbus",48759
"249","OH","Columbus City School District","37083",2021,1682048253,951160873,82953068,1219103605,1370191222,"3904380","Columbus City School District","Columbus City School District","Franklin County","Columbus",48759
"250","OH","Columbus City School District","37083",2022,1221689330,515286933,68866805,973183970,1041996222,"3904380","Columbus City School District","Columbus City School District","Franklin County","Columbus",48759
