"","state","name","id","year"
"2893","NE","Winnebago Public Schools District 17","109740",2021
"2894","NH","Bow School District","225018",2021
"2895","NE","Wauneta Palisade Public School","108722",2021
"2896","NE","Wallace Public School District 65 R","109707",2021
"2897","NE","West Point Public School District No.1","225008",2021
"2898","NH","Salem, New Hampshire School District","48086",2021
"2899","NE","Walthill Public Schools District 13","109709",2021
"2900","NH","Manchester School District","46958",2021
"2901","NH","Mascoma Valley Regional School District","35582",2021
"2902","NE","Wisner Pilger Public Schools","108830",2021
"2903","NH","Hooksett School District","65459",2021
"2904","NH","Lebanon School District","35580",2021
"2905","NH","School Administrative Unit No. 16","35594",2021
"2906","NH","Franklin School District","56958",2021
"2907","NH","Merrimack School District","35584",2021
"2908","NH","Hudson School District","35585",2021
"2909","NE","Wynot Public Schools District No. 101","190399",2021
"2910","NH","Newmarket School District","225039",2021
"2911","NH","Inter-Lakes School District","225032",2021
"2912","NE","York School District No. 12","109751",2021
"2913","NH","Seabrook School District","52906",2021
"2914","NH","Pelham School District","41543",2021
"2915","NE","Yutan Public School District No. 9","109753",2021
"2916","NH","Jaffrey-Rindge Cooperative School District","35576",2021
"2917","NH","Litchfield School District","225033",2021
"2918","NH","Hampton School District","225029",2021
"2919","NH","Londonderry, New Hampshire School District","81900",2021
"2920","NH","Kearsarge Regional School District","46035",2021
"2921","NE","Weeping Water Public Schools District No. 22","190391",2021
"2922","NH","Timberlane Regional School District","35595",2021
"2923","NH","Shaker Regional School District","44186",2021
"2924","NJ","Bogota Board of Education","35708",2021
"2925","NH","Winnacunnet Cooperative School District","168014",2021
"2926","NJ","Absecon Board of Education","47243",2021
"2927","NH","Winnisquam Regional School District","35572",2021
"2928","NJ","Bernards Township School District","225065",2021
"2929","NJ","Atlantic County Vocational School District","225060",2021
"2930","NJ","Borough of Madison School District","81941",2021
"2931","NJ","Borough of Manville School District","46367",2021
"2932","NJ","Borough of Bloomingdale School District","225070",2021
"2933","NJ","Borough of Bound Brook School District","35871",2021
"2934","NJ","Borough of Clayton School District","35787",2021
"2935","NJ","Borough of Dumont School District","81939",2021
"2936","NJ","Central Regional School District","35852",2021
"2937","NJ","Barnegat Township School District","197022",2021
"2938","NJ","Borough of Wanaque School District","225083",2021
"2939","NJ","Bergen County Special Services School District","42509",2021
"2940","NJ","Englewood Board of Education","41825",2021
"2941","NJ","Caldwell-West Caldwell Board of Education","225084",2021
"2942","NJ","Borough of Middlesex School District","41774",2021
"2943","NJ","Bridgeton Board of Education","35777",2021
"2944","NJ","Bergen County Technical and Vocational High School District","42533",2021
"2945","NJ","Borough of North Plainfield School District","35875",2021
"2946","NJ","Borough of Emerson School District","225072",2021
"2947","NJ","Bergenfield Board of Education","43070",2021
"2948","NJ","Deptford Township School District","225113",2021
"2949","NJ","Borough of Palmyra School District","35741",2021
"2950","NJ","Borough of Glen Ridge School District","225073",2021
"2951","NJ","Fort Lee Borough School District","168047",2021
"2952","NJ","City of Atlantic City Board of Education","81924",2021
"2953","NJ","Bridgewater-Raritan Regional School District","35872",2021
"2954","NJ","Bloomfield Township School District","225067",2021
"2955","NJ","City of Woodbury Public School District","82127",2021
"2956","NJ","Borough of Pitman School District","35794",2021
"2957","NJ","Cape May County Technical School","225085",2021
"2958","NJ","City of Long Branch School District","82039",2021
"2959","NJ","Brigantine Board of Education","35641",2021
"2960","NJ","Borough of Roselle School District","35882",2021
"2961","NJ","Collingswood School District","35754",2021
"2962","NJ","Borough of Hawthorne School District","42512",2021
"2963","NJ","Buena Regional School District","35703",2021
"2964","NJ","Borough of Bellmawr School District","35752",2021
"2965","NJ","Borough of Dunellen Board of Education/School District","49103",2021
"2966","NJ","Borough of Hillsdale School District","225074",2021
"2967","NJ","Burlington County Institute of Technology","35613",2021
"2968","NJ","Commercial Township School District","197026",2021
"2969","NH","Windham School District","35593",2021
"2970","NJ","Cresskill Board of Education","225108",2021
"2971","NJ","Black Horse Pike Regional School District","35753",2021
"2972","NJ","Borough of South Plainfield School Distrcit","168022",2021
"2973","NJ","Bordentown Regional School District","35749",2021
"2974","NJ","Cumberland County Board of Vocational Education","168034",2021
"2975","NH","White Mountains Regional School District","35579",2021
"2976","NJ","Borough of Keyport School District","35830",2021
"2977","NJ","Cumberland Regional School District","35778",2021
"2978","NJ","Borough of Lawnside School District","225075",2021
"2979","NJ","Borough of Lindenwold School District","35758",2021
"2980","NJ","Borough of South River Board of Education","225081",2021
"2981","NJ","East Brunswick Public Schools","40332",2021
"2982","NJ","Delran Township School District","225110",2021
"2983","NJ","Delsea Regional High School","169470",2021
"2984","NJ","Gloucester County Special Services School District","42049",2021
"2985","NJ","City of Linden Board of Education","82033",2021
"2986","NJ","Dennis Township School District","225112",2021
"2987","NJ","Lower Cape May Regional School District","35768",2021
"2988","NJ","Educational Services Commission of New Jersey","35821",2021
"2989","NJ","Manchester Regional High School Board of Education","49358",2021
"2990","NJ","Egg Harbor City School District","40794",2021
"2991","NJ","Garfield Board of Education","42479",2021
"2992","NJ","School District of the City of Hackensack","35729",2021
"2993","NJ","Glassboro School District","35789",2021
"2994","NJ","Gloucester County Vocational Technical School District","41175",2021
"2995","NJ","City of Camden Board of Education","81955",2021
"2996","NJ","Greater Egg Harbor Regional High School District","35707",2021
"2997","NJ","Haddonfield School District","35757",2021
"2998","NJ","Clark Public School District","65232",2021
"2999","NJ","Hillside Board of Education","35881",2021
"3000","NJ","Chester School District","225092",2021
"3001","NJ","Hoboken Public Schools","35800",2021
"3002","NJ","Holmdel School District","48400",2021
"3003","NJ","Hopatcong Borough School District","35879",2021
"3004","NJ","Clearview Regional High School District","46175",2021
"3005","NJ","Hopewell Valley Regional School District","35808",2021
"3006","NJ","Kingsway Regional School District","35798",2021
"3007","NJ","East Windsor Regional School District","35805",2021
"3008","NJ","Lenape Regional School District","225153",2021
"3009","NJ","Little Ferry Board of Education","47703",2021
"3010","NJ","Cinnaminson School District","35730",2021
"3011","NJ","Lyndhurst Board of Education","35716",2021
"3012","NJ","City of Northfield Board of Education","168030",2021
"3013","NJ","Manalapan-Englishtown Regional School District","35831",2021
"3014","NJ","Medford Township Public School District","35737",2021
"3015","NJ","Elizabeth Public Schools","81974",2021
"3016","NJ","Mercer County Special Services School District","35624",2021
"3017","NJ","Monmouth County Vocational School District","40214",2021
"3018","NJ","Clifton Board of Education","35866",2021
"3019","NJ","Clinton Township School District","225101",2021
"3020","NJ","Eatontown Board of Education","168040",2021
"3021","NJ","Little Falls Board of Education","225155",2021
"3022","NJ","Edgewater Board of Education","225117",2021
"3023","NJ","Gloucester Township School District","225136",2021
"3024","NJ","Haddon Heights School District","225138",2021
"3025","NJ","Edgewater Park Township School District","225119",2021
"3026","NJ","Middletown Township Board of Education","197037",2021
"3027","NJ","Livingston Board of Education","168065",2021
"3028","NJ","City of Ventnor School District","82123",2021
"3029","NJ","Midland Park Board of Education","225164",2021
"3030","NJ","Lumberton Township School District","225158",2021
"3031","NJ","Hamilton Township School District","225139",2021
"3032","NJ","Mainland Regional High School District","82044",2021
"3033","NJ","Hazlet Township School District","225141",2021
"3034","NJ","Little Egg Harbor Township School District","225154",2021
"3035","NJ","Marlboro Township School District","197032",2021
"3036","NJ","Mantua Township School District","225161",2021
"3037","NJ","School District of the Borough of Cliffside Park","93987",2021
"3038","NJ","Jefferson Township School District","197031",2021
"3039","NJ","Kinnelon Board of Education","225150",2021
"3040","NJ","City of Vineland School District","225096",2021
"3041","NJ","Lakeland Regional School District","225152",2021
"3042","NJ","Millburn Township School District","225165",2021
"3043","NJ","Clementon School District","168031",2021
"3044","NJ","Monroe Township School District","197038",2021
"3045","NJ","Montclair School District","168076",2021
"3046","NJ","Galloway Township Public School District","225132",2021
"3047","NJ","Glen Rock Public Schools","225134",2021
"3048","NJ","Township of Jackson School District","225147",2021
"3049","NJ","Township of Middle Board of Education","197035",2021
"3050","NJ","Fairview Board of Education","35713",2021
"3051","NJ","Flemington-Raritan Regional School District","35804",2021
"3052","NJ","Fairfield Township School District","225128",2021
"3053","NJ","Evesham Township School District","35733",2021
"3054","NJ","Fair Lawn School District","81978",2021
"3055","NJ","North Hanover Board of Education","35740",2021
"3056","NJ","Florence Township School District","225129",2021
"3057","NJ","Freehold Township School District","225131",2021
"3058","NJ","Point Pleasant Borough School District","35858",2021
"3059","NJ","Ridgefield Park Board of Education","35723",2021
"3060","NJ","Ocean City Board of Education","81960",2021
"3061","NJ","Paramus Board of Education","35721",2021
"3062","NJ","Borough of Pine Hill School District","93992",2021
"3063","NJ","Paulsboro School District","35793",2021
"3064","NJ","Salem County Vocational Technical School District","35634",2021
"3065","NJ","Plainfield Board of Education","35887",2021
"3066","NJ","Plumsted School District","225192",2021
"3067","NJ","Lakewood Township School District","197063",2021
"3068","NJ","Princeton Public Schools","121630",2021
"3069","NJ","Rahway School District","35888",2021
"3070","NJ","Rancocas Valley Regional High School District","35743",2021
"3071","NJ","City of Somers Point Board of Education","82106",2021
"3072","NJ","Red Bank School District","225201",2021
"3073","NJ","Ridgefield Board of Education","35722",2021
"3074","NJ","Ridgewood Board of Education","35724",2021
"3075","NJ","Montville Township Public Schools","45257",2021
"3076","NJ","Pinelands Regional School District","35863",2021
"3077","NJ","Riverside Township Public School District","35744",2021
"3078","NJ","Morris Hills Regional School District","47195",2021
"3079","NJ","North Bergen Board of Education","35801",2021
"3080","NJ","Rutherford School District","65350",2021
"3081","NJ","North Brunswick Board of Education","225175",2021
"3082","NJ","Neptune Township School District","197040",2021
"3083","NJ","School District of Town of Westfield","82103",2021
"3084","NJ","Ramapo Indian Hills Regional High School District","225196",2021
"3085","NJ","Parsippany-Troy Hills School District","35845",2021
"3086","NJ","School District of the Chathams","35849",2021
"3087","NJ","Morris County Vocational School District","82059",2021
"3088","NJ","Northern Burlington County Regional School District","35748",2021
"3089","NJ","Scotch Plains-Fanwood Regional School District","43466",2021
"3090","NJ","Mount Olive Township School District","225169",2021
"3091","NJ","Secaucus Board of Education","42510",2021
"3092","NJ","New Hanover Township School District","225172",2021
"3093","NJ","Newark Board of Education","40456",2021
"3094","NJ","Somerville Board of Education","225209",2021
"3095","NJ","Southern Regional School District","35862",2021
"3096","NJ","North Hunterdon-Voorhees Regional High School District","99112",2021
"3097","NJ","Readington Township Public School District","225200",2021
"3098","NJ","Tenafly Board of Education","47440",2021
"3099","NJ","Oakland Board of Education","225177",2021
"3100","NJ","Township of Randolph School District","225198",2021
"3101","NJ","Northern Valley Regional High School District","35719",2021
"3102","NJ","Toms River Regional School District","35860",2021
"3103","NJ","Mullica Township School District","225170",2021
"3104","NJ","Pennsauken Township School District","197042",2021
"3105","NJ","Town of Boonton School District","81938",2021
"3106","NJ","Pemberton Township School District","225184",2021
"3107","NJ","Town of Hammonton School District","81984",2021
"3108","NJ","Pennsville Township School District","225187",2021
"3109","NJ","Town of Newton School District","82064",2021
"3110","NJ","Township of Mount Laurel School District","168112",2021
"3111","NJ","Union County Vocational-Technical Schools","40616",2021
"3112","NJ","Pittsgrove Township School District","225227",2021
"3113","NJ","Haddon Township School District","225224",2021
"3114","NM","Bernalillo Public School District","35948",2021
"3115","NJ","Mahwah Township School District","197064",2021
"3116","NM","Chama Valley Independent School District No. 19","225256",2021
"3117","NJ","Upper Township School District","197071",2021
"3118","NJ","Woodstown-Pilesgrove Regional School District","46241",2021
"3119","NJ","City of Wildwood Board of Education","91453",2021
"3120","NJ","South Hunterdon Regional School District","225212",2021
"3121","NM","Alamogordo Municipal School District No.1","35944",2021
"3122","NM","Albuquerque Municipal School District No. 12","35931",2021
"3123","NM","Artesia Public Schools","45329",2021
"3124","NJ","Sparta Township School District","225213",2021
"3125","NM","Belen Consolidated School District","225253",2021
"3126","NJ","School District of the Township of West Milford","93994",2021
"3127","NJ","Sterling High School District","225215",2021
"3128","NM","Bloomfield Municipal School District No.6","46641",2021
"3129","NJ","The Township of Springfield School District","168099",2021
"3130","NM","Cuba Independent School District No. 62","44045",2021
"3131","NM","Deming Public Schools","35942",2021
"3132","NJ","Totowa Board of Education","225220",2021
"3133","NJ","Warren Hills Regional School District","35892",2021
"3134","NJ","West Orange Board of Education","35784",2021
"3135","NJ","Township of Hillsborough Board of Education","197056",2021
"3136","NJ","Hackettstown School District","168104",2021
"3137","NJ","Robbinsville Board of Education","168094",2021
"3138","NJ","Sussex Wantage Regional School District","35878",2021
"3139","NJ","Roxbury Township School District","190473",2021
"3140","NJ","Runnemede School District","225205",2021
"3141","NJ","Wayne Township Public Schools","168122",2021
"3142","NJ","West Morris Regional High School District","225241",2021
"3143","NJ","Voorhees Township School District","197066",2021
"3144","NJ","Waldwick Board of Education","225237",2021
"3145","NJ","Wall Township School District","190497",2021
"3146","NJ","Wharton Board of Education","225245",2021
"3147","NJ","Winslow Township School District","197075",2021
"3148","NJ","Verona Board of Education","225236",2021
"3149","NJ","Wood-Ridge Board of Education","225247",2021
"3150","NM","Central Consolidated School District","42565",2021
"3151","NJ","Watchung Hills Regional High School District","225239",2021
"3152","NJ","Colts Neck Township School District","168105",2021
"3153","NJ","Township of West Deptford School District","197074",2021
"3154","NJ","School District of the Borough of Ringwood","225207",2021
"3155","NJ","Stafford Township School District","197279",2021
"3156","NJ","Washington Township School District","197067",2021
"3157","NJ","Somerset Hills School District","50279",2021
"3158","NM","Farmington Municipal School District No.5","35951",2021
"3159","NJ","Upper Freehold Regional School District","225234",2021
"3160","NM","High Plains Regional Education Cooperative No. 3","225269",2021
"3161","NJ","Union Beach School District","225231",2021
"3162","NJ","South Bound Brook School District","225210",2021
"3163","NJ","Rockaway Township School District","225203",2021
"3164","NM","Dulce Independent Schools","35947",2021
"3165","NM","Estancia Municipal Schools","46953",2021
"3166","NJ","Township of South Brunswick School District","225228",2021
"3167","NM","Gadsden Independent School District No. 16","35934",2021
"3168","NM","Gallup-Mckinley County Schools","47621",2021
"3169","NJ","Township of Union School District","225229",2021
"3170","NM","Hanáádlí Community School Dormitory Inc","91162",2021
"3171","NM","Hobbs Municipal School District 33","35939",2021
"3172","NJ","Vernon Township School District","225235",2021
"3173","NM","Las Cruces Public School District No.2","35936",2021
"3174","NM","Los Alamos Public Schools","35941",2021
"3175","NJ","Sayreville Board of Education","82096",2021
"3176","NM","Los Lunas Schools","35960",2021
"3177","NM","Lovington Municipal School District","65362",2021
"3178","NM","Mora Independent School District No. 44","35943",2021
"3179","NM","Moriarty-Edgewood School District No.8","43886",2021
"3180","NM","Penasco Independent School District","35957",2021
"3181","NM","Pojoaque Valley Schools","35954",2021
"3182","NM","Region IX Education Cooperative","46777",2021
"3183","NM","Regional Education Cooperative VII","40493",2021
"3184","NM","Reserve Independent Schools","155717",2021
"3185","NM","Roswell Independent School District No.4","46626",2021
"3186","NM","Ruidoso Municipal Schools","35940",2021
"3187","NM","Santa Fe Public Schools","35953",2021
"3188","NM","Silver Consolidated School District No. 1","82162",2021
"3189","NM","Socorro Consolidated Schools","50111",2021
"3190","NM","Truth or Consequences Municipal Schools","35955",2021
"3191","NM","Tucumcari Public Schools","35945",2021
"3192","NM","Hatch Valley Public Schools","35935",2021
"3193","NM","New Mexico Early Childhood Education and Care Department","225279",2021
"3194","NM","Tularosa Municipal School District No.4","93996",2021
"3195","NM","Zuni Public Schools","47980",2021
"3196","NV","Humboldt County School District","35530",2021
"3197","NV","Lander County School District","64961",2021
"3198","NV","Lincoln County School District","35531",2021
"3199","NV","Mineral County School District","42619",2021
"3200","NV","Nye County School District","35533",2021
"3201","NV","Pershing County School District","44987",2021
"3202","NV","Pyramid Lake Jr_Sr High School","54862",2021
"3203","NM","West Las Vegas School District","225302",2021
"3204","NV","Carson City School District","35534",2021
"3205","NV","Churchill County School District","35527",2021
"3206","NV","Clark County School District","35528",2021
"3207","NV","Elko County School District","45221",2021
"3208","NM","Rio Rancho Public School District No. 94","168136",2021
"3209","NM","Southwest Regional Education Cooperative 10","225290",2021
"3210","NV","Douglas County School District","35529",2021
"3211","NY","Addison Central School District","36388",2021
"3212","NY","Adirondack Central School District","36292",2021
"3213","NY","Akron Central School District","36186",2021
"3214","NY","Albion Central School District","36334",2021
"3215","NY","Alden Central School District","36169",2021
"3216","NV","Washoe County School District","35535",2021
"3217","NV","White Pine County School District","35536",2021
"3218","NY","Carle Place Union Free School District","225355",2021
"3219","NY","Auburn Enlarged City School District","36131",2021
"3220","NY","Bath Central School District","36389",2021
"3221","NY","Belfast Central School District","225338",2021
"3222","NY","Bolivar-Richburg Central School District","36105",2021
"3223","NY","Cattaraugus-Little Valley Central School District","36123",2021
"3224","NY","Broome-Tioga Boces","36120",2021
"3225","NY","Altmar-Parish-Williamstown Central School District","36337",2021
"3226","NY","Amherst Central School District","36190",2021
"3227","NY","Arlington Central School District","36162",2021
"3228","NY","Ausable Valley Central School District","57044",2021
"3229","NY","Averill Park Central School District","36357",2021
"3230","NY","City School District of the City of Schenectady","82228",2021
"3231","NY","Bainbridge-Guilford Central School District","64980",2021
"3232","NY","Baldwinsville Central School District","36307",2021
"3233","NY","Chappaqua Central School District","36470",2021
"3234","NY","Ballston Spa Central School District","36372",2021
"3235","NY","Beaver River Central School District","36218",2021
"3236","NY","Bedford Central School District","36465",2021
"3237","NY","Beekmantown Central School District","36148",2021
"3238","NY","Chatham Central School District","64981",2021
"3239","NY","Bethlehem Central School District","36096",2021
"3240","NY","Binghamton City School District","36110",2021
"3241","NY","Board of Education City of Buffalo","82195",2021
"3242","NY","Chautauqua Lake Central School District","36135",2021
"3243","NY","Board of Cooperative Educational Services First Supervisory District of Erie County","40354",2021
"3244","NY","Brasher Falls Central School District","36366",2021
"3245","NY","Cheektowaga Central School District","36172",2021
"3246","NY","Brentwood Union Free School District","36413",2021
"3247","NY","Brewster Central School District","82202",2021
"3248","NY","Chenango Forks Central School District","36109",2021
"3249","NY","Brighton Central School District","48507",2021
"3250","NY","Broadalbin-Perth Central School District","36195",2021
"3251","NY","Cheektowaga-Maryvale Union Free School District","36173",2021
"3252","NY","Brockport Central School District","36238",2021
"3253","NY","Brocton Central School District","64979",2021
"3254","NY","Brushton-Moira Central School District","36193",2021
"3255","NY","Chenango Valley Central School District","36113",2021
"3256","NY","Brunswick Central School District","36352",2021
"3257","NY","Byron-Bergen Central School District","36201",2021
"3258","NY","Chittenango Central School District","36225",2021
"3259","NY","Churchville-Chili Central School District","36236",2021
"3260","NY","City School District of Mount Vernon","36469",2021
"3261","NY","Avoca Central School District","225332",2021
"3262","NY","Barker Central School District","225335",2021
"3263","NY","Berlin Central School District","225340",2021
"3264","NY","City School District of New Rochelle","36471",2021
"3265","NY","Boces Second Supervisory District of Monroe and Orleans Counties","197977",2021
"3266","NY","Cambridge Central School District","190558",2021
"3267","NY","City School District of Syracuse","40233",2021
"3268","NY","Bronxville Union Free School District","225348",2021
"3269","NY","Caledonia-Mumford Central School District","225351",2021
"3270","NY","Boquet Valley Central School District","225344",2021
"3271","NY","City School District of White Plains","36476",2021
"3272","NY","City School District of Albany","225372",2021
"3273","NY","City School District of the City of Lockport","82226",2021
"3274","NY","Clarence Central School District","36175",2021
"3275","NY","Cleveland Hill Union Free School District","36174",2021
"3276","NY","Clinton-Essex-Warren-Washington Counties Boces","36154",2021
"3277","NY","Corinth Central School District","36374",2021
"3278","NY","Corning City School District","36392",2021
"3279","NY","Cobleskill-Richmondville Central School District","41640",2021
"3280","NY","Cornwall Central School District","36321",2021
"3281","NY","Cortland Enlarged City School District","36158",2021
"3282","NY","Clyde-Savannah Central School District","36458",2021
"3283","NY","Coxsackie-Athens Central School District","45218",2021
"3284","NY","Cuba-Rushford Central School District","36106",2021
"3285","NY","Dansville Central School District","36220",2021
"3286","NY","Cohoes City School District","36098",2021
"3287","NY","Copiague Union Free School District","36396",2021
"3288","NY","Commack Union Free School District","41745",2021
"3289","NY","Cooperstown Central School District","225378",2021
"3290","NY","Croton-Harmon Union Free School District","225381",2021
"3291","NY","Camden Central School District","36293",2021
"3292","NY","Dalton-Nunda Central School District","225382",2021
"3293","NY","Copenhagen Central School District","225379",2021
"3294","NY","Campbell-Savona Central School District","36390",2021
"3295","NY","Canajoharie Central School District","36243",2021
"3296","NY","Canandaigua City School District","36314",2021
"3297","NY","Canastota Central School District","36223",2021
"3298","NY","Eastchester Union Free School District","47488",2021
"3299","NY","Candor Central School District","36434",2021
"3300","NY","Canisteo-Greenwood Central School District","36391",2021
"3301","NY","Frontier Central School District","42869",2021
"3302","NY","Carmelcentral School District","36350",2021
"3303","NY","Geneva City School District","36315",2021
"3304","NY","Elwood Union Free School District","46137",2021
"3305","NY","Carthage Central School District","36213",2021
"3306","NY","Enlarged City School District of Troy","40231",2021
"3307","NY","Enlarged City School District of Middletown","36325",2021
"3308","NY","Cassadaga Valley Central School District","36134",2021
"3309","NY","Enlarged City School District of the City of Amsterdam","82245",2021
"3310","NY","Enlarged Ogdensburg City School District","36370",2021
"3311","NY","Center Moriches Union Free School District","36409",2021
"3312","NY","Fairport Central School District","36227",2021
"3313","NY","Fallsburg Central School District","36431",2021
"3314","NY","Central Square Central School District","36340",2021
"3315","NY","Farmingdale Union Free School District","36247",2021
"3316","NY","Fayetteville-Manlius Central School District","36308",2021
"3317","NY","East Syracuse Minoa Central School District","36304",2021
"3318","NY","Fulton City School District","36338",2021
"3319","NY","Gates Chili Central School District","36228",2021
"3320","NY","General Brown Central School District","36212",2021
"3321","NY","Genesee Valley Central School District","45167",2021
"3322","NY","Glen Cove City School District","36249",2021
"3323","NY","Glens Falls City School District","42887",2021
"3324","NY","Deer Park Union Free School District","36400",2021
"3325","NY","Depew Union Free School District","36177",2021
"3326","NY","Dolgeville Central School District","36208",2021
"3327","NY","Dover Union Free School District","36164",2021
"3328","NY","East Aurora Union Free School District","36178",2021
"3329","NY","Dryden Central School District","36440",2021
"3330","NY","East Hampton Union Free School District","46230",2021
"3331","NY","East Greenbush Central School District","36353",2021
"3332","NY","East Irondequoit Central School District","36230",2021
"3333","NY","Clinton Central School District","225375",2021
"3334","NY","East Rochester Union Free School District","36226",2021
"3335","NY","East Rockaway Union Free School District","46079",2021
"3336","NY","Elmont Union Free School District","36257",2021
"3337","NY","Fort Plain Central School Distict","168186",2021
"3338","NY","Fonda-Fultonville Central School District","36244",2021
"3339","NY","Ellenville Central School District","36452",2021
"3340","NY","Frankfort-Schuyler Central School District","225403",2021
"3341","NY","Frewsburg Central School District","225404",2021
"3342","NY","Gananda Central School District","225407",2021
"3343","NY","Garden City Union Free School District","197098",2021
"3344","NY","Edwards-Knox Central School District","225393",2021
"3345","NY","East Bloomfield Central School District","225390",2021
"3346","NY","Eden Central School District","168182",2021
"3347","NY","Floral Park-Bellerose Union Free School District","225401",2021
"3348","NY","Cazenovia Central School District","168171",2021
"3349","NY","Fort Edward Union Free School District","225402",2021
"3350","NY","Geneseo Central School District","225408",2021
"3351","NY","Dobbs Ferry Union Free School District","168178",2021
"3352","NY","Charlotte Valley Central School District","225361",2021
"3353","NY","Cherry Valley-Springfield Central School District","225364",2021
"3354","NY","Chester Union Free School District","225365",2021
"3355","NY","Cato-Meridian Central School District","82213",2021
"3356","IA","Cardinal of Eldon Community School District","162812",2021
"3357","NY","Grand Island Central School District","36181",2021
"3358","IA","AHSTW Community School District","162856",2021
"3359","IA","Akron-Westfield Community School District","162860",2021
"3360","NY","Homer Central School District","36159",2021
"3361","NY","Jamestown City School District","36140",2021
"3362","NY","Indian River Central School District","36211",2021
"3363","NY","Jefferson-Lewis-Hamilton-Herkimer-Oneida Boces","36216",2021
"3364","NY","Mayfield Central School District","36198",2021
"3365","NY","Gloversville Enlarged School District","36196",2021
"3366","NY","Middleburgh Central School District","36382",2021
"3367","NY","Monroe-Woodbury Central School District","36327",2021
"3368","NY","Levittown Union Free School District","36262",2021
"3369","NY","Liverpool Central School District","36310",2021
"3370","NY","Morris Central School District","51440",2021
"3371","NY","Malverne Union Free School District","36265",2021
"3372","NY","Greater Southern Tier Boces","36395",2021
"3373","NY","Island Trees Union Free School District","46096",2021
"3374","NY","Jamesville-Dewitt Central School District","36303",2021
"3375","NY","Monticello Central School District","36433",2021
"3376","NY","Mount Markham Central School District","225460",2021
"3377","NY","Ithaca City School District","36442",2021
"3378","NY","Hornell City School District","36393",2021
"3379","NY","Jasper-Troupsburg Central School District","64986",2021
"3380","NY","Kinderhook Central School District","36157",2021
"3381","NY","Naples Central School District","225462",2021
"3382","NY","New Hartford Central School District","36294",2021
"3383","NY","Mount Sinai Union Free School District","36402",2021
"3384","NY","Jordan-Elbridge Central School District","36305",2021
"3385","NY","Gorham-Middlesex Central School District","36317",2021
"3386","NY","Newark Central School District","36457",2021
"3387","NY","Newark Valley Central School District","36435",2021
"3388","NY","Kenmore-Town of Tonawanda Union Free School District","82285",2021
"3389","NY","Kings Park Central School District","36426",2021
"3390","NY","Lackawanna City School District","36184",2021
"3391","NY","Newburgh Enlarged City School District","36329",2021
"3392","NY","Mineola Union Free School District","36267",2021
"3393","NY","Lakeland Central School District","36477",2021
"3394","NY","Lansingburgh Central School District","36355",2021
"3395","NY","Newfane Central School District","36285",2021
"3396","NY","Newfield Central School District","36443",2021
"3397","NY","Leroy Central School District","36202",2021
"3398","NY","Lewiston-Porter Central School District","36283",2021
"3399","NY","Honeoye Falls-Lima Central School District","46588",2021
"3400","NY","Massena Central School District","36368",2021
"3401","NY","Mechanicville City School District","46224",2021
"3402","NY","Liberty Central School District","36432",2021
"3403","NY","Little Falls City School District","36207",2021
"3404","NY","Livonia Central School District","36221",2021
"3405","NY","Locust Valley Central School District","36281",2021
"3406","NY","Medina Central School District","43654",2021
"3407","NY","Miller Place Union Free School District","45020",2021
"3408","NY","Minisink Valley Central School District","36326",2021
"3409","NY","Longwood Central School District","36408",2021
"3410","NY","Lynbrook Union Free School District","36264",2021
"3411","NY","Lyons Central School District","36459",2021
"3412","NY","Goshen Central School District","36323",2021
"3413","NY","Marlboro Central School District","36447",2021
"3414","NY","Mahopac Central School District","36349",2021
"3415","NY","Maine-Endwell Central School District","36116",2021
"3416","NY","Malone Central School District","36192",2021
"3417","NY","Mamaroneck Union Free School District","36468",2021
"3418","NY","Moravia Central School District","36133",2021
"3419","NY","Moriah Central School District","64984",2021
"3420","NY","Manhasset Union Free School District","36266",2021
"3421","NY","Mount Morris Central School District","43250",2021
"3422","NY","Marathon Central School District","64982",2021
"3423","NY","New Paltz Central School District","36448",2021
"3424","NY","Johnson City Central School District","36115",2021
"3425","NY","Hoosick Falls Central School District","36354",2021
"3426","NY","Katonah-Lewisboro Union Free School District","43481",2021
"3427","NY","Lake George Central School District","225438",2021
"3428","NY","Lake Placid Central School District","225439",2021
"3429","NY","Merrick Union Free School District","225454",2021
"3430","NY","Manchester-Shortsville Central School District","82299",2021
"3431","NY","Morisville-Eaton Central School District","225457",2021
"3432","NY","Gouverneur Central School District","36367",2021
"3433","NY","Morristown Central School District","225459",2021
"3434","NY","Lansing Central School District","168197",2021
"3435","NY","Marion Central School District","225452",2021
"3436","NY","Letchworth Central School District","225441",2021
"3437","NY","Mexico Academy and Central School District","36341",2021
"3438","NY","Lisbon Central School District","225443",2021
"3439","NY","Gowanda Central School District","36125",2021
"3440","NY","Lyndonville Central School District","225446",2021
"3441","NY","Madison Central School District","225447",2021
"3442","NY","Madrid-Waddington Central School District","225448",2021
"3443","NY","North Bellmore Union Free School District","36255",2021
"3444","NY","North Tonawanda City School District","36288",2021
"3445","NY","Nyack Union Free School District","36361",2021
"3446","NY","Hamburg Central School District","36182",2021
"3447","NY","Horseheads Central School District","36143",2021
"3448","NY","Orchard Park Central School District","36187",2021
"3449","NY","Otsego-Northern Catskill Boces","64983",2021
"3450","NY","Pavilion Central School District","225478",2021
"3451","NY","Lowville Academy and Central School District","36217",2021
"3452","NY","Granville Central School District","36454",2021
"3453","NY","Pembroke Central School District","36203",2021
