"","state","name","census_id","id","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed"
"1","AR","Cutter-Morning Star School District No. 21",NA,167118,2021,"School District",38919,17090000,38919,0,0,0,5147715,0,0,0,0,0,0,0,17085908,989905,16096003,0,0,0,17085908,FALSE
"2","AR","Dollarway School District No.2",NA,98673,2021,"School District",259483,13050000,259483,0,0,0,13771706,0,0,0,0,0,0,0,28524178,496013,28028165,0,0,0,28524178,FALSE
"3","AR","Berryville School District No. 27",NA,98642,2021,"School District",393395,26080000,393395,0,0,0,19682212,0,0,0,0,0,0,0,30080176,1841216,28238960,0,0,0,30080176,FALSE
"4","AR","Marvell School District No. 22",NA,30755,2021,"School District",439965,4050000,439965,0,0,0,4889387,0,0,0,0,0,0,0,7869934,930832,6939102,0,0,0,7869934,FALSE
"5","AR","Blytheville School District No 5",NA,66843,2021,"School District",574558,22065000,574558,0,0,0,10803407,0,0,0,0,0,0,0,27581719,738666,26843053,0,0,0,27581719,FALSE
"6","AR","Sheridan School District No. 37",NA,98787,2021,"School District",891133,58780000,891133,0,0,0,40072661,0,0,0,0,0,0,0,91509230,-4411417,95920647,0,0,0,91509230,FALSE
"7","AR","Valley View School District No. 58",NA,98801,2021,"School District",1614463,45690000,1614463,0,0,0,27037962,0,0,0,0,0,0,0,51037409,3452137,47585272,0,0,0,51037409,FALSE
"8","AR","Vilonia School District No. 17",NA,98803,2021,"School District",552257,18810000,552257,0,0,0,33530892,0,0,0,0,0,0,0,40636211,-1295591,41931802,0,0,0,40636211,FALSE
"9","AR","Mountainburg School District No. 16",NA,98754,2021,"School District",191756,3020000,191756,0,0,0,7083495,0,0,0,0,0,0,0,16641656,132741,16508915,0,0,0,16641656,FALSE
"10","AR","Ouachita River School District",NA,52057,2021,"School District",199876,1685000,199876,0,0,0,7693261,0,0,0,0,0,0,0,10127667,823428,9304239,0,0,0,10127667,FALSE
"11","AR","Ozark School District No. 14",NA,98764,2021,"School District",156929,19070000,156929,0,0,0,18412030,0,0,0,0,0,0,0,42085905,1423726,40662179,0,0,0,42085905,FALSE
"12","AR","Riverview School District",NA,46045,2021,"School District",862087,7910000,862087,65416,0,0,14207044,0,0,0,0,0,0,0,23509723,235929,23273794,0,0,0,23509723,FALSE
"13","AR","Searcy Special School District",NA,108526,2021,"School District",2268609,21625000,2268609,0,0,0,40859800,0,0,0,0,0,0,0,60312944,12056040,48256904,0,0,0,60312944,FALSE
"14","AR","Stuttgart School District No. 22",NA,98797,2021,"School District",1231054,18345000,1231054,0,0,0,16474854,0,0,0,0,0,0,0,25037872,1437695,23600177,0,0,0,25037872,FALSE
"15","AR","Marked Tree School District No. 28",NA,98741,2021,"School District",119064,7095000,119064,0,0,0,4815757,0,0,0,0,0,0,0,6987554,-1126375,8113929,0,0,0,6987554,FALSE
"16","AR","Greenbrier School District No. 47",NA,98695,2021,"School District",5161,57074413,5161,0,0,0,36080274,0,0,0,0,0,0,0,49888011,2235919,47652092,0,0,0,49888011,FALSE
"17","AR","Genoa Central School District No. 1",NA,51148,2021,"School District",339923,11880000,339923,12941,0,0,11321592,0,0,0,0,0,0,0,27692091,-253047,27945138,0,0,0,27692091,FALSE
"18","AR","Gosnell School District No.6",NA,98692,2021,"School District",68665,0,68665,0,0,0,12868699,0,0,0,0,0,0,0,13031993,-11876,13043869,0,0,0,13031993,FALSE
"19","AR","Greenwood School District No. 25",NA,98698,2021,"School District",355050,37615000,355050,0,0,0,39674092,0,0,0,0,0,0,0,90265856,2329377,87936479,0,0,0,90265856,FALSE
"20","AR","Midland School District No. 19",NA,98748,2021,"School District",130829,5675000,130829,0,0,0,6066582,0,0,0,0,0,0,0,12681088,-61204,12742292,0,0,0,12681088,FALSE
"21","AR","Mountain Pine School District No. 46",NA,98752,2021,"School District",364771,6220000,364771,0,0,0,6848702,0,0,0,0,0,0,0,8696482,-13175,8709657,0,0,0,8696482,FALSE
"22","AR","Harmony Grove School District No.1",NA,145854,2021,"School District",0,20910000,0,66178,0,0,11635989,0,0,0,0,0,0,0,13782455,-4111373,17893828,0,0,0,13782455,FALSE
"23","AR","Jonesboro School District No.1",NA,98723,2021,"School District",1966470,60025000,1966470,0,0,0,72162490,0,0,0,0,0,0,0,150686581,31855974,118830607,0,0,0,150686581,FALSE
"24","AR","Lafayette County School District",NA,50534,2021,"School District",305676,3135000,305676,238811,0,0,7440830,0,0,0,0,0,0,0,11561820,-548862,12110682,0,0,0,11561820,FALSE
"25","AR","Helena-West Helena School District No. 2",NA,49169,2021,"School District",544190,24870000,544190,0,0,0,14848772,0,0,0,0,0,0,0,20291332,1777724,18513608,0,0,0,20291332,FALSE
"26","AR","Jacksonville/North Pulaski School District",NA,58500,2021,"School District",2315567,77755000,2315567,0,0,0,42812301,0,0,0,0,0,0,0,90676262,1958136,88718126,0,0,0,90676262,FALSE
"27","AR","Lavaca School District No.3",NA,98730,2021,"School District",115933,11090000,115933,60683,0,0,8490240,0,0,0,0,0,0,0,28032371,139781,27892590,0,0,0,28032371,FALSE
"28","AR","Mountain View School District No. 30",NA,98753,2021,"School District",1429329,0,1429329,0,0,0,18982298,0,0,0,0,0,0,0,19150418,406920,18743498,0,0,0,19150418,FALSE
"29","AR","Hampton School District No.1",NA,98704,2021,"School District",62312,6710000,62312,0,0,0,6838572,0,0,0,0,0,0,0,14444344,666111,13778233,0,0,0,14444344,FALSE
"30","AR","Harrisburg School District No.6",NA,98707,2021,"School District",475749,7610000,475749,0,0,0,14180731,0,0,0,0,0,0,0,24260038,705241,23554797,0,0,0,24260038,FALSE
"31","AR","Mulberry/Pleasant View Bi-County School District No. 101",NA,167125,2021,"School District",163585,3610000,163585,0,0,0,5238593,0,0,0,0,0,0,0,6480019,-168939,6648958,0,0,0,6480019,FALSE
"32","AR","Lee County School District No. 1",NA,45680,2021,"School District",265042,1245000,265042,0,0,0,8130976,0,0,0,0,0,0,0,10778063,873580,9904483,0,0,0,10778063,FALSE
"33","AR","Marion School District No.3",NA,98740,2021,"School District",221481,57950000,221481,0,0,0,41520053,0,0,0,0,0,0,0,65460649,2349222,63111427,0,0,0,65460649,FALSE
"34","AR","Dover School District No. 17",NA,93573,2021,"School District",212364,16160000,212364,13254,0,0,13641342,0,0,0,0,0,0,0,32024479,1436618,30587861,0,0,0,32024479,FALSE
"35","AR","Marmaduke School District No. S-2",NA,1027289,2021,"School District",76936,1145000,76936,11835,0,0,7546382,0,0,0,0,0,0,0,9960431,590040,9370391,0,0,0,9960431,FALSE
"36","AR","Fountain Lake School District No. 18",NA,98689,2021,"School District",433349,11835000,433349,0,0,0,14446076,0,0,0,0,0,0,0,38954825,384372,38570453,0,0,0,38954825,FALSE
"37","AR","West Memphis School District No. 4",NA,188495,2021,"School District",1705682,34785000,1705682,0,0,0,55386630,0,0,0,0,0,0,0,81990933,-1946259,83937192,0,0,0,81990933,FALSE
"38","AR","Bentonville School District No. 6",NA,98641,2021,"School District",10507036,324570456,10507036,0,0,284147,205718819,0,0,0,0,0,0,0,360426930,-2916351,363343281,0,0,0,360426930,FALSE
"39","AZ","Theodore Roosevelt Boarding School",NA,44599,2021,"School District",43122,0,23460,0,0,0,0,0,0,0,19662,6427,3396515,0,2718610,3393637,2727915,0,0,0,6121552,FALSE
"40","AR","North Little Rock School District No.1",NA,145855,2021,"School District",9285968,189325000,9285968,0,0,0,105632418,0,0,0,0,0,0,0,306118695,3904019,302214676,0,0,0,306118695,FALSE
"41","AR","Conway School District No.1",NA,108515,2021,"School District",2597629,145200000,2597629,0,0,0,108310758,0,0,0,0,0,0,0,142104348,332129,141772219,0,0,0,142104348,FALSE
"42","AR","Earle School District No. 1",NA,1027254,2021,"School District",105446,9675000,105446,31287,0,0,6235340,0,0,0,0,0,0,0,8095492,468471,7627021,0,0,0,8095492,FALSE
"43","AR","Des Arc School District No. 5",NA,98670,2021,"School District",92601,6570000,92601,22678,0,0,5609558,0,0,0,0,0,0,0,7912891,-16547,7929438,0,0,0,7912891,FALSE
"44","AR","Eureka Springs School District No. 21",NA,98681,2021,"School District",356964,9995000,356964,0,0,0,8428771,0,0,0,0,0,0,0,23504604,-553664,24058268,0,0,0,23504604,FALSE
"45","AR","Arkadelphia School District No. 1",NA,1027205,2021,"School District",153101,19920000,153101,0,0,0,19265446,0,0,0,0,0,0,0,46641500,3208930,43432570,0,0,0,46641500,FALSE
"46","CA","Center Joint Unified School District",NA,146004,2021,"School District",138672477,70896779,5510553,0,0,0,52808000,0,9345816,0,111329,6641499,16392543,2111372,53943477,15712002,63376889,0,0,0,79088891,FALSE
"47","AZ","Greasewood Springs Community School Inc",NA,66951,2021,"School District",84600,0,65197,0,0,0,0,0,0,0,0,102180,6205224,13624,3737662,5271906,4786784,0,0,0,10058690,FALSE
"48","AR","Bauxite School District No. 14",NA,98637,2021,"School District",698503,12460000,698503,0,0,0,14838966,0,0,0,0,0,0,0,27586768,1176187,26410581,0,0,0,27586768,FALSE
"49","AR","Caddo Hills School District No. 28",NA,98651,2021,"School District",27694,3005000,27694,0,0,0,5949450,0,0,0,0,0,0,0,7139879,-325776,7465655,0,0,0,7139879,FALSE
"50","AR","Centerpoint School District No. 43",NA,98657,2021,"School District",237645,9490000,237645,0,0,0,10598963,0,0,0,0,0,0,0,13129874,-193189,13323063,0,0,0,13129874,FALSE
"51","AR","Dawson Educational Cooperative",NA,56143,2021,"School District",162254,0,162254,0,0,528542,11096436,0,0,0,0,0,0,0,18527843,1217738,17310105,0,0,0,18527843,FALSE
"52","CA","Kings County Office of Education",NA,42904,2021,"School District",72132812,0,17377750,1599834,0,0,39766792,0,13040037,0,348399,4242760,53228885,0,9358023,2354742,64474926,0,0,0,66829668,FALSE
"53","AL","Lowndes County Board of Education Head Start",NA,223694,2021,"School District",165156,0,165156,0,0,0,0,0,0,0,0,0,0,0,2136743,0,2136743,0,0,0,2136743,FALSE
"54","AR","Farmington School District No. 6",NA,98682,2021,"School District",251635,51590700,251635,0,0,0,23873698,0,0,0,0,0,0,0,76778732,11018116,65760616,0,0,0,76778732,FALSE
"55","AR","Arkansas River Educational Service Cooperative",NA,30729,2021,"School District",391540,0,391540,0,0,0,0,0,0,0,0,0,0,0,10478125,650705,9827420,0,0,0,10478125,FALSE
"56","CA","Perris Elementary School District",NA,146498,2021,"School District",155433641,45603816,9056850,0,0,0,79527172,0,15454529,0,0,161986,27867041,17063861,67276015,19895775,92473128,0,0,0,112368903,FALSE
"57","CT","Regional School District No 6",NA,68350,2021,"School District",7482038,1875000,112333,0,0,0,1212072,0,4118145,0,119398,1653236,7184356,0,17109698,-190234,26137524,0,0,0,25947290,FALSE
"58","CT","Regional School District No 8",NA,68351,2021,"School District",15323039,5565000,2295573,0,0,213084,0,0,6108758,0,1140624,281813,4495858,0,29972382,1391361,33358692,0,0,0,34750053,FALSE
"59","CT","Regional School District No. 16",NA,49682,2021,"School District",23843578,18880000,2861604,0,0,0,176339,0,0,0,631819,261693,7342477,0,39800308,-1110342,48514820,0,0,0,47404478,FALSE
"60","CT","Amity Regional School District No 5",NA,68140,2021,"School District",33484360,24854216,5206731,892945,0,0,1379005,0,1096999,0,54464,521276,16075809,0,46928170,3315893,60209362,0,0,0,63525255,FALSE
"61","CT","Lyme-Old Lyme Regional School District No. 18",NA,68344,2021,"School District",23818095,19753014,903463,213855,0,0,0,0,2825782,0,0,290049,9685862,0,34103754,2154205,41925460,0,0,0,44079665,FALSE
"62","CT","Regional School District No. 7",NA,68355,2021,"School District",9121616,298000,148697,0,0,0,0,0,8674919,0,0,1068686,7258623,0,19931310,-389653,28648272,0,0,0,28258619,FALSE
"63","CT","Regional School District No. 13",NA,68347,2021,"School District",11451629,2033680,439998,4475199,0,0,0,453372,4460819,0,41933,835274,12499442,5160,35209138,163502,48385512,0,0,0,48549014,FALSE
"64","IA","Boyden-Hull Community School District",NA,162868,2021,"School District",14335423,8930000,428427,193436,0,0,4095803,0,674050,0,13662,864613,2412878,0,7835778,997228,10116041,0,0,0,11113269,FALSE
"65","IA","Cedar Falls Community School District",NA,33359,2021,"School District",127802320,79139300,10451303,0,0,0,35013404,0,2964534,0,233779,4431313,15288430,142140,61817109,-3801729,85480721,0,0,0,81678992,FALSE
"66","IA","Camanche Community School District",NA,162886,2021,"School District",25779132,17823877,1313122,0,0,0,5753121,0,679717,0,128833,1793419,1723656,0,10510006,-327193,14354274,0,0,0,14027081,FALSE
"67","AK","Alaska Gateway School District",NA,30400,2021,"School District",7450360,0,494213,0,0,0,6900756,0,9707,909588,45684,7999,5228689,386767,11159957,364684,16418728,0,0,0,16783412,FALSE
"68","AK","Chugach School District",NA,30407,2021,"School District",3761790,0,737409,0,0,0,3022037,0,2344,406668,0,348380,2019063,0,6136465,104295,8399613,0,0,0,8503908,FALSE
"69","AK","Anchorage School District",NA,40425,2021,"School District",1009909577,500372037,39364897,2411584,0,0,440211839,0,327849,64916861,13235031,4777343,145105380,79770,635104691,68993221,716073963,0,0,0,785067184,FALSE
"70","AK","Bering Strait School District",NA,30406,2021,"School District",37321776,0,5312561,0,0,0,30790425,0,25790,4402319,0,1561423,13742212,1310495,54900472,1581118,69933484,0,0,0,71514602,FALSE
"71","AK","Chatham School District",NA,64745,2021,"School District",2617638,0,396366,0,0,0,2219007,0,2265,300435,0,101457,1418234,0,4250065,432141,5337615,0,0,0,5769756,FALSE
"72","AK","City of Saint Mary's School District",NA,167071,2021,"School District",4115015,0,258239,0,0,0,3804704,0,4376,464172,47696,3396,2646593,810819,5767313,-15234,9243355,0,0,0,9228121,FALSE
"73","IA","Carlisle Community School District",NA,52172,2021,"School District",43152134,22615000,2967726,233503,0,2745000,12336854,0,1648348,0,10892,3149074,5484707,0,21090109,914022,28809868,0,0,0,29723890,FALSE
"74","AK","City and Borough of Juneau School District",NA,40426,2021,"School District",57905198,0,1766279,0,0,0,53776046,0,48861,7469251,2314012,995930,15998838,0,70438913,2350595,85083086,0,0,0,87433681,FALSE
"75","AK","Iditarod Area School District",NA,30412,2021,"School District",4970230,0,338659,0,0,0,4555926,0,4041,555651,71604,79668,992109,0,7872397,127485,8816689,0,0,0,8944174,FALSE
"76","AK","Kodiak Island Borough School District",NA,31584,2021,"School District",31662620,0,4942718,24937,0,0,25960297,0,29659,3690700,655588,24761,10743289,0,43274245,5517430,48524865,0,0,0,54042295,FALSE
"77","AK","Kenai Peninsula Borough School District",NA,31578,2021,"School District",98481944,0,14333986,0,0,0,80778334,0,62525,12064688,3307099,64761,23238213,0,136593007,11523085,148372896,0,0,0,159895981,FALSE
"78","AK","Delta-Greely School District",NA,93562,2021,"School District",8097797,0,462809,0,0,0,7307702,0,4586,1038405,322700,19735,2117976,0,10479096,-347836,12964643,0,0,0,12616807,FALSE
"79","AK","Lower Yukon School District",NA,30409,2021,"School District",33627488,0,5555253,114765,0,0,27368050,0,26741,3555926,562679,766455,17305525,793642,54526961,-8318231,81710814,0,0,0,73392583,FALSE
"80","AK","Ketchikan Gateway Borough School District",NA,31580,2021,"School District",33862416,0,4077000,0,0,0,26912061,0,29222,3884999,469762,51181,9909184,0,37423780,2263908,45120237,0,0,0,47384145,FALSE
"81","AK","Northwest Arctic Borough School District",NA,31582,2021,"School District",57072306,0,26683957,0,0,0,14927325,0,15461024,4393510,0,756069,14053581,18052492,49954441,16393611,66422972,0,0,0,82816583,FALSE
"82","AK","Lake and Peninsula School District",NA,31588,2021,"School District",8542080,0,1299770,0,0,0,7235505,0,6805,1017849,0,361864,2899464,1184999,15161146,2199089,17408384,0,0,0,19607473,FALSE
"83","AK","Copper River School District",NA,30411,2021,"School District",4224219,0,260268,0,0,0,3880562,0,4758,499276,78631,6742,1367616,0,7188965,-526822,9090145,0,0,0,8563323,FALSE
"84","AK","Kake City School District",NA,40239,2021,"School District",2388858,0,163416,0,0,0,2223674,0,1768,284075,0,83765,1048828,205921,3113698,352674,4099538,0,0,0,4452212,FALSE
"85","IA","Boone Community School District",NA,33363,2021,"School District",40946383,22054000,3570849,0,0,0,13939849,0,1290363,0,0,2532197,5424398,0,26734413,3453932,31237076,0,0,0,34691008,FALSE
"86","AK","Craig City School District",NA,31603,2021,"School District",4438461,0,360476,0,0,0,4064599,0,4220,574780,9166,7107,1323614,0,7717878,933375,8115224,0,0,0,9048599,FALSE
"87","AK","Dillingham City School District",NA,31592,2021,"School District",2908357,0,883809,0,0,0,2019247,0,5301,306257,0,4500,4692686,0,8985781,2726874,10956093,0,0,0,13682967,FALSE
"88","AK","Nenana City School District",NA,48865,2021,"School District",5798365,0,322862,0,0,0,5468184,0,7319,711803,0,10378,1820422,0,11997137,1977170,11850767,0,0,0,13827937,FALSE
"89","AK","Fairbanks North Star Borough School District",NA,40268,2021,"School District",163356533,0,3314746,0,0,0,146543101,0,124706,20460310,5518239,90348,30087995,0,176082227,-2101063,208361633,0,0,0,206260570,FALSE
"90","AK","Galena City School District",NA,31610,2021,"School District",15586576,0,2343047,0,0,0,12861241,0,14923,1690483,367365,5786,3822033,1278632,55140632,16846864,43400219,0,0,0,60247083,FALSE
"91","AK","Hoonah City School District",NA,31606,2021,"School District",1875166,0,275852,0,0,0,1597871,0,1443,207526,0,2272,1237190,397,3166830,619492,3787197,0,0,0,4406689,FALSE
"92","AK","Hydaburg City School District",NA,65139,2021,"School District",2928275,0,1004295,0,0,0,1921396,0,2584,270463,0,45305,3087885,0,2652169,66742,5718617,0,0,0,5785359,FALSE
"93","AK","Annette Islands School District",NA,30408,2021,"School District",5301519,0,1005145,0,0,0,4277077,0,7842,589213,11455,72635,2159828,0,10499552,1805261,10926754,0,0,0,12732015,FALSE
"94","AK","Aleutians East Borough School District",NA,31587,2021,"School District",4640892,0,178882,0,0,0,4405153,0,3661,655521,53196,145868,1316881,0,9477868,636242,10304375,0,0,0,10940617,FALSE
"95","AZ","Alhambra Elementary School District No. 68",NA,30535,2021,"School District",172138457,44003851,10975587,10081643,0,0,104976187,0,0,0,2101189,433745,42907946,4142397,86012596,5520548,127976136,0,0,0,133496684,FALSE
"96","AR","Booneville School District No. 65",NA,98646,2021,"School District",111842,11130000,111842,0,0,0,12636233,0,0,0,0,0,0,0,15914649,745893,15168756,0,0,0,15914649,FALSE
"97","AZ","Avondale Elementary School District No. 44",NA,30536,2021,"School District",89766299,36142582,3103180,2414204,0,0,46679378,0,0,0,1426955,1256592,11242183,1449107,46200936,54473,60094345,0,0,0,60148818,FALSE
"98","AR","Southside School District No. 3",NA,188489,2021,"School District",78836,10680000,78836,419695,0,0,18766473,0,0,0,0,0,0,0,24900133,2071056,22829077,0,0,0,24900133,FALSE
"99","AZ","Balsz Elementary School District No. 31",NA,1027340,2021,"School District",53569669,31060186,1791524,0,0,0,19993071,0,0,0,724888,512912,7232392,1434744,22267433,-47149,31494630,0,0,0,31447481,FALSE
"100","AR","Cabot School District No.4",NA,98650,2021,"School District",455357,53150000,455357,0,0,0,110279005,0,0,0,0,0,0,0,119913017,2022889,117890128,0,0,0,119913017,FALSE
"101","AZ","Benson Unified School District No. 9",NA,45923,2021,"School District",18101105,5755873,785482,45612,0,0,11250109,0,0,0,264029,941649,2408644,310326,10972801,-321696,14955116,0,0,0,14633420,FALSE
"102","AR","Cedarville School District No. 44",NA,98656,2021,"School District",450928,5730000,450928,0,0,0,8949417,0,0,0,0,0,0,0,10607965,-44814,10652779,0,0,0,10607965,FALSE
"103","AZ","Buckeye Union High School District No. 201",NA,1027345,2021,"School District",117364571,75656777,2905318,220668,0,0,35770601,0,2242092,0,569115,2114381,9155913,253135,47418469,-298857,59240755,0,0,0,58941898,FALSE
"104","AR","Batesville School District No.1",NA,98636,2021,"School District",436044,26705000,436044,0,490134,0,34294523,0,0,0,0,0,0,0,43607941,3106227,40501714,0,0,0,43607941,FALSE
"105","AZ","Casa Grande Elementary School District No.4",NA,45551,2021,"School District",95075660,36140567,6273983,1158823,0,0,50614230,0,0,0,888057,403800,20755742,1886993,48374170,2538988,68881717,0,0,0,71420705,FALSE
"106","AZ","Catalina Foothills Unified School District No. 16",NA,30590,2021,"School District",81477059,35016257,3741384,674834,0,0,41521273,0,0,0,523311,3661890,5929720,224759,44415414,1208061,53023722,0,0,0,54231783,FALSE
"107","AR","Lonoke School District No.1",NA,1027282,2021,"School District",814110,35655000,814110,0,0,0,17984623,0,0,0,0,0,0,0,25836902,-5023503,30860405,0,0,0,25836902,FALSE
"108","AZ","Gilbert Unified School District No. 41",NA,45751,2021,"School District",475902044,146367909,27053001,978988,0,0,289115511,0,0,0,12386635,14495584,54368656,1501749,292807340,31673545,331499784,30437266,48763,0,363173329,FALSE
"109","AR","Buffalo Island Central School District No. 40",NA,197763,2021,"School District",60189,10855000,60189,0,0,0,7717442,0,0,0,0,0,0,0,17338404,350419,16987985,0,0,0,17338404,FALSE
"110","AZ","Altar Valley Elementary School District No. 51",NA,30596,2021,"School District",6332176,0,428171,544440,0,0,5317509,0,0,0,42056,5595,2101682,212787,7138742,693195,8765611,0,0,0,9458806,FALSE
"111","AR","Charleston School District No. 9",NA,98658,2021,"School District",3760,9655000,3760,0,0,0,9574407,0,0,0,0,0,0,0,11311087,464305,10846782,0,0,0,11311087,FALSE
"112","AZ","Chinle Unified School District No. 24",NA,30511,2021,"School District",46092630,0,1372299,0,0,0,44012826,0,0,0,707505,2581615,15220693,825319,51469337,5249160,64847804,0,0,0,70096964,FALSE
"113","AR","Danville School District No. 36",NA,47163,2021,"School District",281668,3110000,281668,0,0,0,9002892,0,0,0,0,0,0,0,10036859,245325,9791534,0,0,0,10036859,FALSE
"114","AZ","Buckeye Elementary School District No. 33",NA,1027344,2021,"School District",115749289,40013276,7140311,23963000,0,0,43480902,0,0,0,1151800,319857,9202904,2548449,45251205,-739874,58062289,0,0,0,57322415,FALSE
"115","AZ","Dysart Unified School District No. 89",NA,44818,2021,"School District",352969178,117643744,21365047,19104199,0,0,190721779,0,0,0,2601881,9015632,40982988,3834920,202016115,1992262,253857393,16094550,56767,0,255849655,FALSE
"116","AZ","Glendale Union High School District No. 205",NA,1027353,2021,"School District",367487881,168139382,11855324,7782911,0,0,149321682,0,24347566,0,6041016,5064427,28820884,858131,157752126,11326879,181168689,21973280,30746,0,192495568,FALSE
"117","AZ","Cave Creek Unified School District No. 93",NA,30541,2021,"School District",87944762,30842497,3436272,10939938,0,0,41866070,0,0,0,859985,3446603,8857500,1194300,43419004,2660389,54257018,0,0,0,56917407,FALSE
"118","AR","Flippin School District No. 26",NA,98684,2021,"School District",238547,8340000,238547,0,0,0,8886586,0,0,0,0,0,0,0,19605560,-178418,19783978,0,0,0,19605560,FALSE
"119","AR","Perryville School District No.7",NA,98770,2021,"School District",53106,5765000,53106,88423,0,0,9039530,0,0,0,0,0,0,0,10276894,205900,10070994,0,0,0,10276894,FALSE
"120","AR","Gurdon School District No. 60",NA,98699,2021,"School District",92280,5420000,92280,0,0,0,8203488,0,0,0,0,0,0,0,13728187,552056,13176131,0,0,0,13728187,FALSE
"121","AZ","Fort Huachuca Accommodation School District No. 00",NA,44601,2021,"School District",11276493,0,688014,0,0,0,10352596,0,0,0,235883,31930,721407,274974,13136504,1933877,12230938,0,0,0,14164815,FALSE
"122","AR","Fordyce School District No. 39",NA,98685,2021,"School District",360360,9670000,360360,0,0,0,8003340,0,0,0,0,0,0,0,12876387,-2283868,15160255,0,0,0,12876387,FALSE
"123","AZ","Chandler Unified School District No. 80",NA,30542,2021,"School District",900379070,472180565,25954079,0,0,0,391891230,0,0,0,10353196,20443324,70410633,3739444,409294541,38758303,465129639,0,0,0,503887942,FALSE
"124","AR","Prairie Grove School District No. 23",NA,98776,2021,"School District",0,29700000,0,197795,168500,0,18705114,0,0,0,0,0,0,0,62761952,-1564249,64326201,0,0,0,62761952,FALSE
"125","AR","Star City School District No. 11",NA,98796,2021,"School District",100474,12305000,100474,0,0,0,14899750,0,0,0,0,0,0,0,18558372,-1561353,20119725,0,0,0,18558372,FALSE
"126","AZ","Camp Verde Unified School District No. 28",NA,59238,2021,"School District",14241973,0,80051,849167,0,0,12844149,0,0,0,468606,1216828,2927472,1205873,11184182,171546,16362809,0,0,0,16534355,FALSE
"127","AR","Fort Smith School District 100",NA,1027267,2021,"School District",1727059,175008504,1727059,0,0,0,178215391,0,0,0,0,0,0,0,206253187,-58288800,264541987,0,0,0,206253187,FALSE
"128","AZ","Crane Elementary School District No. 13",NA,30610,2021,"School District",60010410,9795578,2560365,3898870,0,0,42273244,0,0,0,1482353,138533,16123012,1458808,41627267,8305711,51041909,0,0,0,59347620,FALSE
"129","AZ","Coolidge Unified School District No. 21",NA,30601,2021,"School District",39626112,17126778,809847,1747968,0,0,19248031,0,0,0,693488,402981,6010067,421999,18569993,-321524,25726564,0,0,0,25405040,FALSE
"130","AR","Camden Fairview School District No. 16",NA,1027241,2021,"School District",682097,10105000,682097,397190,0,0,26646419,0,0,0,0,0,0,0,31440788,1525385,29915403,0,0,0,31440788,FALSE
"131","AZ","Creighton Elementary School District No. 14",NA,42671,2021,"School District",111282158,53124169,2102391,0,0,0,51891195,0,0,0,4164403,417868,18302689,737568,50427077,5543396,64341806,0,0,0,69885202,FALSE
"132","AR","Hackett School District No. 17",NA,98702,2021,"School District",65517,2625000,65517,0,40000,0,7944488,0,0,0,0,0,0,0,18642629,502481,18140148,0,0,0,18642629,FALSE
"133","AZ","Deer Valley Unified School District No. 97",NA,30572,2021,"School District",572101793,218535449,17441604,0,0,0,275302810,0,48637190,0,12184740,11423715,50446532,1502761,293219410,15999103,340593315,0,0,0,356592418,FALSE
"134","AZ","Douglas Unified School District No. 27",NA,30521,2021,"School District",34249164,4297425,1415984,135406,0,0,27973667,0,0,0,426682,1028553,7988116,2882896,26355494,1436734,36818325,0,0,0,38255059,FALSE
"135","AR","Maynard School District No. 15",NA,98744,2021,"School District",208034,2670000,208034,0,0,0,5074729,0,0,0,0,0,0,0,5990768,491442,5499326,0,0,0,5990768,FALSE
"136","AZ","Eloy Elementary School District No. 11",NA,91041,2021,"School District",7492317,930000,259336,67844,0,0,6097202,0,0,0,137935,95332,2832759,1630871,5910194,1916440,8552716,0,0,0,10469156,FALSE
"137","AZ","Flowing Wells Unified School District No.8",NA,30591,2021,"School District",88536092,32706507,3277841,7308885,0,0,44092528,0,0,0,1150331,2599730,10915755,1332712,40575717,2594718,52829196,0,0,0,55423914,FALSE
"138","AR","Cedar Ridge School District",NA,1027235,2021,"School District",354902,5610000,354902,0,0,0,9205898,0,0,0,0,0,0,0,12211294,536378,11674916,0,0,0,12211294,FALSE
"139","AZ","Cartwright Elementary School District No. 83",NA,30540,2021,"School District",253817788,36131584,32129605,41170000,0,0,136910696,0,0,0,7475903,905386,68591702,6061331,115385400,8665243,182278576,0,0,0,190943819,FALSE
"140","AZ","Higley Unified School District No. 60",NA,49547,2021,"School District",269067412,99736375,5492000,63620000,0,0,98804481,0,0,0,1414556,6641173,14807268,3340051,116346969,7302428,133833033,106398,24728,0,141135461,FALSE
"141","AR","Mountain Home School District No.9",NA,98751,2021,"School District",699322,36545000,699322,0,0,0,38032568,0,0,0,0,0,0,0,48121766,825471,47296295,0,0,0,48121766,FALSE
"142","AZ","Glendale Elementary School District No. 40",NA,30545,2021,"School District",163771951,45401165,12650884,3833307,5770892,0,90127359,0,3282830,0,2705514,14152508,42969455,1038128,66763353,-1422285,126345729,0,0,0,124923444,FALSE
"143","AR","Hillcrest School District No. 22",NA,1027276,2021,"School District",224870,3545000,224870,0,0,0,5069533,0,0,0,0,0,0,0,7203738,99569,7104169,0,0,0,7203738,FALSE
