"","state","name","census_id","id","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed"
"2157","MI","Charlevoix-Emmet Intermediate School District",NA,161477,2021,"School District",49715468,0,3569588,0,0,0,39857574,0,6237533,0,50773,2076486,13099622,0,24469188,80863,39564433,0,0,0,39645296,FALSE
"2158","MI","Deckerville Community Schools",NA,161677,2021,"School District",18141138,2464663,852211,0,0,0,12716096,0,1937800,0,170368,54287,2445117,0,4931733,-596815,8027952,0,0,0,7431137,FALSE
"2159","MI","Alpena-Montmorency-Alcona Educational Service District",NA,34338,2021,"School District",20581656,0,3540562,0,0,0,14698858,0,2342236,0,0,800924,2130533,0,8583061,352169,11162349,0,0,0,11514518,FALSE
"2160","MI","Clarkston Community Schools",NA,161665,2021,"School District",406184958,169188145,15201454,0,1603,0,187130467,0,29059550,0,1347360,1735134,33542037,0,87933213,-2539181,125749565,0,0,0,123210384,FALSE
"2161","MI","Chippewa Hills School District",NA,34538,2021,"School District",72333037,20867015,2716901,84634,0,0,41740563,0,6514912,0,409012,1077015,2076729,0,23058979,1440165,24772558,0,0,0,26212723,FALSE
"2162","MI","Charlevoix Public Schools",NA,161476,2021,"School District",46163484,19704662,1912344,0,0,0,20659390,0,3178231,0,708857,130400,3836866,12297,10587502,-186179,14753244,0,0,0,14567065,FALSE
"2163","MI","Cheboygan Area Schools",NA,34380,2021,"School District",44515869,4946445,1801983,46676,0,0,32037219,0,4953815,0,729731,130469,6959368,0,15339852,3439249,18990440,0,0,0,22429689,FALSE
"2164","MI","Cheboygan-Otsego-Presque Isle Educational Service District",NA,161483,2021,"School District",29369217,0,5262036,0,0,0,20776586,0,3272330,0,0,1722671,2620421,0,11490972,-762379,16596443,0,0,0,15834064,FALSE
"2165","MI","C.O.O.R. Intermediate School District",NA,34614,2021,"School District",19717840,0,4246646,0,0,0,13303352,0,2083726,0,84116,131130,8948749,0,4872136,718971,13233044,0,0,0,13952015,FALSE
"2166","MI","Colon Community Schools",NA,161667,2021,"School District",16368825,5684851,624555,0,0,0,8644963,0,1353288,0,61168,223402,2185571,0,5612260,1486608,6534625,0,0,0,8021233,FALSE
"2167","MI","Columbia School District",NA,161548,2021,"School District",64505826,29813116,1747236,0,0,0,28293366,0,4508675,0,143433,593005,5260664,0,13891449,391985,19353133,0,0,0,19745118,FALSE
"2168","MI","Clawson Public Schools",NA,34575,2021,"School District",55659994,14439645,2211210,0,662698,0,33144585,0,4945872,0,255984,856393,8846975,0,15508320,4531644,20680044,0,0,0,25211688,FALSE
"2169","MI","Climax-Scotts Community Schools",NA,161545,2021,"School District",25362179,11675729,1217290,0,0,491755,10324243,0,1653162,0,0,38905,2382452,0,6006074,421876,8005555,0,0,0,8427431,FALSE
"2170","MI","Clare Public Schools",NA,34386,2021,"School District",38207345,3644809,1907097,0,0,0,28126818,0,4350626,0,177995,495505,5531002,0,14007955,1058692,18975770,0,0,0,20034462,FALSE
"2171","MI","Greenville Public Schools",NA,34550,2021,"School District",167072313,65634333,11437777,230020,0,0,75305660,0,11727398,0,380339,700931,13431762,63262,34544061,-2318326,51058342,0,0,0,48740016,FALSE
"2172","MI","Clare-Gladwin Regional Education Service District",NA,41874,2021,"School District",38571267,620000,4562173,0,0,29839,28675622,0,4507973,0,175660,3834532,8885013,0,11259381,-83470,24062396,0,0,0,23978926,FALSE
"2173","MI","Crawford Ausable School District",NA,34392,2021,"School District",55150352,12843229,1654102,0,0,0,32747139,0,5101679,0,1910273,273587,6367446,118545,15300126,633409,21426295,0,0,0,22059704,FALSE
"2174","MI","Constantine Public Schools",NA,161669,2021,"School District",44804677,16873406,1733936,0,0,0,22579042,0,3551310,0,66983,286868,5376578,0,14022995,3103728,16582713,0,0,0,19686441,FALSE
"2175","MI","Clarenceville School District of Oakland and Wayne Counties",NA,161664,2021,"School District",51158563,0,3659125,0,0,0,40692979,0,6295148,0,511311,175923,8390635,0,17106366,1694116,23978808,0,0,0,25672924,FALSE
"2176","MA","Greater New Bedford Regional Vocational Technical High School",NA,34197,2021,"School District",137989010,2535000,4363287,0,0,0,15605367,0,113120059,0,2365297,353857,14395303,0,40364648,-10165780,65279588,0,0,0,55113808,FALSE
"2177","MI","Clintondale Community Schools",NA,34512,2021,"School District",104343610,40270202,4850165,0,0,7813915,44216727,0,6831158,0,304901,332959,9626322,0,29871239,4408198,35422322,0,0,0,39830520,FALSE
"2178","MI","Croswell-Lexington Community Schools",NA,34637,2021,"School District",59323055,13833212,3043144,0,0,117448,36433306,0,5661216,0,234729,17153,6633316,0,19235521,965054,24920936,0,0,0,25885990,FALSE
"2179","MI","Copper Country Intermediate School District",NA,34437,2021,"School District",28717077,0,3624451,0,0,0,21119595,0,3460267,0,512764,1433552,33125263,0,5887981,-631701,41078497,0,0,0,40446796,FALSE
"2180","MI","Corunna Public Schools",NA,34640,2021,"School District",58365163,13625021,3153994,0,0,0,35999490,0,5586658,0,0,701519,6591836,0,15203930,-447289,22944574,0,0,0,22497285,FALSE
"2181","MI","Decatur Public Schools",NA,99075,2021,"School District",45096792,24787248,808133,0,2572327,1500000,13053836,0,2023613,0,351635,76157,2745739,0,8227637,482795,10566738,0,0,0,11049533,FALSE
"2182","MI","Covert Public Schools",NA,64928,2021,"School District",22029361,6217159,3254991,0,0,0,10861062,0,1591796,0,104353,44152,2195558,0,5922089,1240977,6920822,0,0,0,8161799,FALSE
"2183","MI","Clinton County Regional Educational Service Agency",NA,161492,2021,"School District",42135986,0,4940952,0,0,0,31853472,0,5083884,0,257678,3457347,16423675,0,12142800,672813,31351009,0,0,0,32023822,FALSE
"2184","MI","Clio Area Schools",NA,161511,2021,"School District",84024257,20030718,3547912,0,0,51152,52209645,0,8032412,0,152418,903439,9561846,0,25428800,3012250,32881835,0,0,0,35894085,FALSE
"2185","MI","Berrien Regional Education Service Agency",NA,161444,2021,"School District",83842686,0,9150150,0,0,0,64263617,0,10093271,0,165648,1491273,31652028,0,22355058,3030939,52467420,0,0,0,55498359,FALSE
"2186","MI","Coldwater Community Schools",NA,46225,2021,"School District",100644293,36594736,3846013,49199,0,0,51432719,0,8002562,0,629315,115229,9376629,0,29972864,227075,39237647,0,0,0,39464722,FALSE
"2187","MI","Hamilton Community Schools",NA,34331,2021,"School District",110230014,31768381,6527299,0,0,0,61326358,0,9727966,0,880010,60005,11743771,0,30160467,-1070771,43035014,0,0,0,41964243,FALSE
"2188","MI","Benton Harbor Area Schools",NA,34354,2021,"School District",55799893,325000,3462124,0,15420000,0,30286832,0,5046307,0,96884,10690,15177089,0,15922977,7351202,23759554,0,0,0,31110756,FALSE
"2189","MI","Coleman Community Schools",NA,161666,2021,"School District",23641137,6628072,1370027,0,0,0,13463253,0,2075204,0,104581,537481,2552548,0,6328551,123994,9294586,0,0,0,9418580,FALSE
"2190","MI","Coloma Community Schools",NA,34357,2021,"School District",58299578,24154109,1660762,371900,0,1775000,26200983,0,4040205,0,96619,65149,7634762,0,12371247,2753939,17317219,0,0,0,20071158,FALSE
"2191","MI","Dansville Schools",NA,161551,2021,"School District",43869715,24903948,1844824,0,0,2209286,12533413,0,2000869,0,377375,105596,2193811,0,8215126,622235,9892298,0,0,0,10514533,FALSE
"2192","MI","Comstock Park Public Schools",NA,34481,2021,"School District",95476955,49480248,2923570,130599,1002,0,36843699,0,5627517,0,443320,123866,9368878,0,19940025,2233542,27199227,0,0,0,29432769,FALSE
"2193","MI","Crestwood School District",NA,34669,2021,"School District",146664099,34085000,8251955,0,0,0,89814797,0,13986847,0,68256,162902,13369882,0,41509142,-3871629,58913555,0,0,0,55041926,FALSE
"2194","MI","Kenowa Hills Public Schools",NA,34491,2021,"School District",169372095,86842269,6896172,0,0,0,64954997,0,10143690,0,534967,931699,16045283,0,30861761,-617060,48455803,0,0,0,47838743,FALSE
"2195","MI","Concord Community Schools",NA,161549,2021,"School District",22220270,5300000,889365,0,0,322094,13480913,0,2101898,0,126000,91929,2968487,0,6256440,-26267,9343123,0,0,0,9316856,FALSE
"2196","MI","Comstock Public Schools",NA,34464,2021,"School District",84366342,31485707,6606157,0,0,1800750,38306660,0,5858945,0,0,130436,9835127,0,18582518,678672,27869409,0,0,0,28548081,FALSE
"2197","MI","Eaton Rapids Public Schools",NA,34399,2021,"School District",105642619,43840474,2929516,0,6475,1968144,48996767,0,7637240,0,264003,797100,9864758,0,23375195,1381057,32655996,0,0,0,34037053,FALSE
"2198","MI","Delta-Schoolcraft Intermediate School District",NA,161499,2021,"School District",27661821,0,4190846,0,0,0,19726428,0,3079308,0,665239,611869,5626277,0,8032316,-432915,14703377,0,0,0,14270462,FALSE
"2199","MI","Johannesburg-Lewiston Area Schools",NA,161485,2021,"School District",38554859,21318674,1245255,0,0,0,13689448,0,2147827,0,71155,56919,2644081,65083,6847157,-306536,9919776,0,0,0,9613240,FALSE
"2200","MI","Farmington Public School District",NA,34576,2021,"School District",525381706,176733994,30389426,0,0,0,273709279,0,41618029,0,2410190,1011754,46092484,0,111794924,5195536,153703626,0,0,0,158899162,FALSE
"2201","MI","Detroit Community Schools",NA,58299,2021,"School District",9867341,8487000,1093253,0,0,287088,0,0,0,0,0,131634,1602215,0,5998501,652309,7080041,0,0,0,7732350,FALSE
"2202","MI","Farwell Area Schools",NA,34387,2021,"School District",49328349,19637138,1961594,568260,0,1408983,21353306,0,3247767,0,327482,187432,2651951,0,11819299,428405,14230277,0,0,0,14658682,FALSE
"2203","MI","Frankenmuth School District",NA,161700,2021,"School District",47033784,14783954,2710812,0,0,0,25403708,0,4005492,0,129818,515306,3822672,0,14071012,522115,17886875,0,0,0,18408990,FALSE
"2204","MI","Fraser Public Schools District",NA,161594,2021,"School District",235524786,84620879,9248817,0,3809799,0,117951550,0,18249307,0,1644434,2061704,19462478,0,48247550,-5985345,75757077,0,0,0,69771732,FALSE
"2205","MI","Freeland Community School District",NA,47613,2021,"School District",41756775,0,3217383,0,0,180102,32934713,0,5146758,0,277819,31431,5819644,0,18163540,247210,23767405,0,0,0,24014615,FALSE
"2206","MI","Eau Claire Public Schools",NA,34358,2021,"School District",25012092,3210000,915800,0,0,1452056,16740079,0,2647161,0,46996,42859,6517659,0,3783101,925454,9418165,0,0,0,10343619,FALSE
"2207","MI","Fennville Public Schools",NA,34332,2021,"School District",71966560,39768757,2555566,0,0,0,25609962,0,3977121,0,55154,96528,5736531,0,14805212,276031,20362240,0,0,0,20638271,FALSE
"2208","MI","Kentwood Public Schools",NA,34489,2021,"School District",334166250,72971544,14605042,0,0,0,211103638,0,33453337,0,2032689,866492,53951606,0,85165167,4454198,135529067,0,0,0,139983265,FALSE
"2209","MI","Ecorse Public Schools",NA,42501,2021,"School District",94878649,69012874,1801621,0,1820994,458175,18532704,0,2985624,0,266657,98269,7298398,0,12536504,563033,19370138,0,0,0,19933171,FALSE
"2210","MI","Dexter Community Schools",NA,161684,2021,"School District",225997401,109591977,8586914,0,1008,0,91569173,0,14508268,0,1740061,2244118,17308398,0,43273978,493718,62332776,0,0,0,62826494,FALSE
"2211","MI","Mona Shores Public Schools",NA,161772,2021,"School District",204156082,98317369,9492869,0,0,2000000,78960369,0,14571314,0,532401,2498543,15449095,0,39521998,773478,56696158,0,0,0,57469636,FALSE
"2212","MI","Fenton Area Public Schools",NA,34410,2021,"School District",103384949,20746094,4451228,0,0,0,67270560,0,10381685,0,535382,380892,12316854,0,33842779,3990718,42549807,0,0,0,46540525,FALSE
"2213","MI","Edwardsburg Public Schools",NA,34376,2021,"School District",67770011,10646297,3276961,0,0,0,46516993,0,7293010,0,36750,179779,7391973,0,24008952,460844,31119860,0,0,0,31580704,FALSE
"2214","MI","Dewitt Public Schools",NA,161493,2021,"School District",125992881,44408379,5588721,0,0,2462691,62340626,0,9747030,0,1445434,503912,7120374,0,32661203,546953,39738536,0,0,0,40285489,FALSE
"2215","MI","Godfrey-Lee Public Schools",NA,34485,2021,"School District",75541284,29354509,2463192,38247,0,0,37587781,0,5852179,0,245376,154907,10118050,0,17476895,2408022,25341830,0,0,0,27749852,FALSE
"2216","MI","Godwin Heights Public Schools",NA,34480,2021,"School District",86070341,26103623,3364421,0,0,0,48243063,0,7705831,0,653403,357863,14186931,0,18531452,-730504,33806750,0,0,0,33076246,FALSE
"2217","MI","Gogebic-Ontonagon Intermediate School District",NA,161533,2021,"School District",18776795,0,6434937,0,0,0,10493876,0,1692247,0,113735,0,6996607,0,4119897,159314,10957190,0,0,0,11116504,FALSE
"2218","MI","Galesburg-Augusta Community Schools",NA,64922,2021,"School District",43506888,16657828,1971629,0,0,1400000,20161904,0,3137610,0,22725,417285,5108533,0,10626683,-263529,16416030,0,0,0,16152501,FALSE
"2219","MI","Ferndale Public Schools",NA,34577,2021,"School District",167480149,85910570,6096153,322578,3454,0,64481128,0,10188803,0,477463,76915,14456676,0,33017280,1728289,45822582,0,0,0,47550871,FALSE
"2220","MI","Elk Rapids Schools",NA,161691,2021,"School District",54288924,22768590,2415034,14985,0,0,24858560,0,3826463,0,405292,392304,1559686,0,12824731,-1321338,16098059,0,0,0,14776721,FALSE
"2221","MI","Fitzgerald Public Schools",NA,34525,2021,"School District",102086487,27520765,6286914,0,0,2600000,56415509,0,8637089,0,626210,1438550,13054713,0,25668089,109232,40052120,0,0,0,40161352,FALSE
"2222","MI","Garden City Public Schools",NA,34672,2021,"School District",177395163,52304560,9995680,25344,0,0,97898845,0,15648810,0,1521924,187685,31757980,0,31971568,1725627,62191606,0,0,0,63917233,FALSE
"2223","MI","Grass Lake Community Schools",NA,161571,2021,"School District",51322491,15118509,1519973,0,5250678,0,24903202,0,3869268,0,325895,748198,4408651,0,13068893,743215,17482527,0,0,0,18225742,FALSE
"2224","MI","Grand Blanc Community Schools",NA,34414,2021,"School District",300750595,102914380,15937156,0,0,0,155635689,0,24527808,0,1300721,840156,23074607,0,81589734,3372551,102131946,0,0,0,105504497,FALSE
"2225","MI","Escanaba Area Public Schools",NA,34393,2021,"School District",76615758,17223478,2955312,0,0,3419599,44469541,0,7092080,0,1455748,77980,8309689,0,21345464,2317446,27415687,0,0,0,29733133,FALSE
"2226","MI","Essexville-Hampton Public Schools",NA,161446,2021,"School District",39353250,3625000,1727409,0,0,1000200,28232345,0,4287077,0,481219,204844,4125616,0,15591971,1129488,18792943,0,0,0,19922431,FALSE
"2227","MI","Flat Rock Community Schools",NA,34667,2021,"School District",67866023,21015114,2968421,0,3077901,0,35079911,0,5426276,0,298400,296360,4886940,0,21306604,1884788,24605116,0,0,0,26489904,FALSE
"2228","MI","Evart Public Schools",NA,34601,2021,"School District",29402590,7189620,1486858,0,0,0,17778230,0,2814795,0,133087,55003,3610452,0,7775818,-421107,11862380,0,0,0,11441273,FALSE
"2229","MI","Gratiot-Isabella Regional Education Service District",NA,161534,2021,"School District",58044007,0,6352481,0,0,0,44450438,0,7124604,0,116484,3546589,16211408,0,17506712,830143,36434566,0,0,0,37264709,FALSE
"2230","MI","Fruitport Community Schools",NA,34556,2021,"School District",142796718,66167348,8491981,0,0,459444,58220340,0,9087423,0,370182,868177,15024086,59108,25359172,2428721,38881822,0,0,0,41310543,FALSE
"2231","MI","Grand Haven Area Public Schools",NA,34607,2021,"School District",218608704,31442174,12142003,0,0,0,147180252,0,26749009,0,1066266,3176051,20829733,0,63534172,-4027803,91567759,0,0,0,87539956,FALSE
"2232","MI","Dundee Community Schools",NA,161687,2021,"School District",58049814,20133989,3104997,0,0,750000,29266996,0,4539416,0,254416,74720,5290632,0,17275226,195472,22445106,0,0,0,22640578,FALSE
"2233","MI","Forest Area Community Schools",NA,161696,2021,"School District",15381366,3769891,886709,0,0,0,9213250,0,1445421,0,66095,17589,2261190,32011,4824758,216516,6919032,0,0,0,7135548,FALSE
"2234","MI","Durand Area Schools",NA,34641,2021,"School District",78296896,46640511,1958344,0,114700,675042,24911474,0,3871755,0,125070,57472,4375272,73974,12585146,139420,16952444,0,0,0,17091864,FALSE
"2235","MI","East China School District",NA,34627,2021,"School District",188668934,80841988,7013569,0,0,0,86998843,0,13320991,0,493543,1022854,8689359,30305,42473582,829757,51386343,0,0,0,52216100,FALSE
"2236","MI","Forest Hills Public Schools",NA,34477,2021,"School District",442774011,169069334,23264962,0,0,0,215211777,0,33339490,0,1866459,1574246,25333479,0,119989432,5162337,141734820,0,0,0,146897157,FALSE
"2237","MI","Hancock Public Schools",NA,224798,2021,"School District",24361220,9105000,618833,0,0,904525,11830295,0,1834739,0,67828,62749,991947,0,8985212,1438914,8600994,0,0,0,10039908,FALSE
"2238","MI","Hastings Area School System",NA,1091470,2021,"School District",107822876,46301196,3250833,0,0,3297943,47180666,0,7363325,0,428913,826832,7043347,477728,25868448,1894313,32322042,0,0,0,34216355,FALSE
"2239","MI","Forest Park School District",NA,161503,2021,"School District",10873739,0,197694,0,0,0,9111691,0,1412520,0,67434,178874,1453436,23972,4376668,37554,5995396,0,0,0,6032950,FALSE
"2240","MI","Grand Ledge Public Schools",NA,34400,2021,"School District",262921805,130188780,12395653,0,0,153378,103519260,0,16228114,0,270268,1198496,17631207,0,54524300,2942293,70411710,0,0,0,73354003,FALSE
"2241","MI","Eaton Regional Education Service Agency",NA,161507,2021,"School District",54725451,3099308,6614173,0,0,0,38806616,0,6189206,0,16148,10690947,17925579,0,12649956,-2496594,43763076,0,0,0,41266482,FALSE
"2242","MI","Gaylord Community Schools",NA,34603,2021,"School District",76133163,0,5462352,0,0,18167,60749222,0,9374713,0,528709,611806,10532571,0,28744204,614263,39274318,0,0,0,39888581,FALSE
"2243","MI","East Jackson Community Schools",NA,34457,2021,"School District",52261378,26333680,1458224,0,2041284,472469,18890975,0,2889131,0,175615,137188,2411551,0,10732694,-57959,13339392,0,0,0,13281433,FALSE
"2244","MI","Northview Public Schools",NA,34490,2021,"School District",145109486,45298922,6583333,0,4000000,0,76491426,0,11893551,0,545299,70964,15179119,0,32868948,1368652,46750379,0,0,0,48119031,FALSE
"2245","MI","Eastern Upper Peninsula Intermediate School District",NA,34385,2021,"School District",33899321,0,6999436,95891,0,0,23020268,0,3686042,0,97684,7909988,11843251,0,6747616,427142,26073713,0,0,0,26500855,FALSE
"2246","MI","Eastpointe Community Schools",NA,34509,2021,"School District",80353975,11536777,4474062,0,2350843,6000000,47880999,0,7213195,0,888267,48011,10569743,0,28156364,7878995,30895123,0,0,0,38774118,FALSE
"2247","MI","Grosse Ile Schools Township",NA,161711,2021,"School District",72419703,18553805,4965963,19633,0,0,41895755,0,6566088,0,418459,400546,2134774,0,23128994,142518,25521796,0,0,0,25664314,FALSE
"2248","MI","Hemlock Public Schools",NA,161718,2021,"School District",35527130,9260012,1233448,8680,0,0,21647606,0,3351844,0,25540,851142,3831159,0,12016766,1282403,15416664,0,0,0,16699067,FALSE
"2249","MI","Grosse Pointe Public School System",NA,1091468,2021,"School District",354287534,84620530,23253207,0,0,0,209437215,0,32394124,0,675478,1873981,21305817,0,102585792,-5243452,131009042,0,0,0,125765590,FALSE
"2250","MI","Genesee Intermediate School District",NA,161515,2021,"School District",222427199,8459981,30059120,0,0,0,158602088,0,24640024,0,665986,25462374,65369435,0,93075426,2513788,181393447,0,0,0,183907235,FALSE
"2251","MI","Heritage Southwest Intermediate School District",NA,224799,2021,"School District",26959383,0,3041727,27473,0,0,20414377,0,3231502,0,244304,676702,8892144,0,4713054,307270,13974630,0,0,0,14281900,FALSE
"2252","MI","Genesee School District #6",NA,161517,2021,"School District",24958425,8610945,956338,0,0,1559644,11896637,0,1790842,0,144019,103100,2532054,0,6145976,1023294,7757836,0,0,0,8781130,FALSE
"2253","MI","Hesperia Community Schools",NA,34568,2021,"School District",43405593,17904552,1119942,0,2400180,88092,18783295,0,2927479,0,182053,31311,3596975,0,8454251,-175730,12258267,0,0,0,12082537,FALSE
"2254","MI","Dickinson-Iron Intermediate School District",NA,161502,2021,"School District",24877632,0,2189927,0,0,0,19365986,0,3110514,0,109205,1279902,5287395,0,8632524,-540163,15739984,0,0,0,15199821,FALSE
"2255","MI","Hanover-Horton School District",NA,161575,2021,"School District",31330017,4510000,1240545,0,165700,0,21910883,0,3408284,0,94605,62076,3670696,0,9806681,378318,13161135,0,0,0,13539453,FALSE
"2256","MI","Chippewa Valley Schools",NA,34508,2021,"School District",924359632,491821697,23274229,0,4837,0,348121914,0,54221916,0,1663374,5501406,55122869,0,159759217,-5717441,226100933,0,0,0,220383492,FALSE
"2257","MI","Harbor Beach Community Schools",NA,161576,2021,"School District",20073789,6953489,836675,0,0,0,10596799,0,1653162,0,33664,152219,1834882,0,5105991,-877675,7970767,0,0,0,7093092,FALSE
"2258","MI","Hale Area Schools",NA,161574,2021,"School District",8942939,616640,360660,0,0,0,6859892,0,1082548,0,23199,77672,986542,351397,4222943,634610,5003944,0,0,0,5638554,FALSE
"2259","MI","Harper Creek Community Schools",NA,34368,2021,"School District",126959743,47375362,3287119,74480,9846443,0,57393966,0,8885026,0,97347,127899,8959627,0,28291349,-878318,38257193,0,0,0,37378875,FALSE
"2260","MI","Gibraltar School District",NA,41683,2021,"School District",125221252,38157410,5992479,46432,0,0,69808023,0,11102590,0,114318,192435,8771270,0,39918178,1607581,47274302,0,0,0,48881883,FALSE
"2261","MI","Grand Rapids Public Schools",NA,34476,2021,"School District",702321518,227844125,40043697,1858604,0,0,373841016,0,54945346,0,3543529,6335418,100016406,1331198,152977146,19035830,241624338,0,0,0,260660168,FALSE
"2262","MI","Hamtramck Public Schools",NA,161714,2021,"School District",95817204,710000,5744887,0,0,0,75507538,0,11888347,0,1966432,73935,24855889,166908,28893990,3266307,50724415,0,0,0,53990722,FALSE
"2263","MI","Gladstone Area Schools",NA,161500,2021,"School District",45905692,7880431,2215843,0,0,2113000,27479682,0,4278116,0,1358356,420088,4531821,0,14002385,913856,18040438,0,0,0,18954294,FALSE
"2264","MI","Grandville Public Schools",NA,34483,2021,"School District",256754299,108506600,13380428,71384,0,0,116347340,0,18395430,0,53117,1072571,24847651,0,56414418,-3353202,85687842,0,0,0,82334640,FALSE
"2265","MI","Hart Public Schools",NA,161716,2021,"School District",48735548,16915777,2482045,0,0,137581,25097839,0,3912869,0,189437,65175,6037810,0,11792815,255794,17640006,0,0,0,17895800,FALSE
"2266","MI","Hartford Public Schools",NA,34652,2021,"School District",45540109,14904338,1812687,0,629546,160000,24131694,0,3718286,0,183558,42478,4481377,0,13159218,825558,16857515,0,0,0,17683073,FALSE
"2267","MI","Grant Public Schools",NA,161709,2021,"School District",47041047,3774057,4818189,0,0,0,33093642,0,5151065,0,204094,197385,5985321,0,14194315,-991748,21368769,0,0,0,20377021,FALSE
"2268","MI","Hartland Consolidated Schools",NA,34503,2021,"School District",285787604,142821074,6582767,0,11680255,3021788,105501936,0,16154225,0,25559,2626243,17423432,0,59074642,7228133,71896184,0,0,0,79124317,FALSE
"2269","MI","Gladwin Community Schools",NA,34424,2021,"School District",43896711,6394931,2223158,0,0,0,29494167,0,4560270,0,1224185,205983,6864605,0,14186615,-574089,21831292,0,0,0,21257203,FALSE
"2270","MI","Gobles Public Schools",NA,224795,2021,"School District",29968126,11384561,830895,0,0,0,13749030,0,2118111,0,74899,36820,2712601,0,8488087,935429,10302079,0,0,0,11237508,FALSE
"2271","MI","Fowlerville Community Schools",NA,44320,2021,"School District",165703997,84647871,4489558,0,0,10961766,56533914,0,8701712,0,369176,605553,7937423,0,29780162,421589,37901549,0,0,0,38323138,FALSE
"2272","MI","Hillman Community Schools",NA,161434,2021,"School District",11939920,1045000,505714,0,456519,0,8569964,0,1272671,0,90052,34169,2165974,7093,4437803,978094,5666945,0,0,0,6645039,FALSE
"2273","MI","Hillsdale Community Schools",NA,34434,2021,"School District",32912305,0,1789134,0,0,0,26881262,0,4179548,0,62361,185813,4620967,0,12764810,87793,17483797,0,0,0,17571590,FALSE
"2274","MI","Hillsdale County Intermediate School District",NA,161578,2021,"School District",29086086,0,4714294,0,0,0,20745299,0,3339621,0,286872,1045045,8147528,0,6789938,1078509,14904002,0,0,0,15982511,FALSE
"2275","MI","Glen Lake Community Schools",NA,47607,2021,"School District",28439864,0,1064578,0,0,0,23404650,0,3644404,0,326232,176203,3118434,0,13732143,1915348,15111432,0,0,0,17026780,FALSE
"2276","MI","Gull Lake Community Schools",NA,34468,2021,"School District",176393318,86654542,7706081,0,0,600000,69171229,0,10913195,0,421426,421529,10555213,0,37500806,-1783887,50261435,0,0,0,48477548,FALSE
"2277","MI","Fulton Schools",NA,161532,2021,"School District",30115408,9769234,1342854,0,0,1503440,14987342,0,2227566,0,284972,143733,2903736,0,5952371,607532,8392308,0,0,0,8999840,FALSE
"2278","MI","Holt Public Schools",NA,34441,2021,"School District",186543518,34741562,8516660,0,0,1923979,121098144,0,18976111,0,1287062,1435421,15848029,0,60502203,6692359,71093294,0,0,0,77785653,FALSE
"2279","MI","Holland Public Schools",NA,161722,2021,"School District",185248259,82469528,7849545,0,0,0,81905854,0,12563040,0,460292,95958,20515330,0,36207691,3691598,53127381,0,0,0,56818979,FALSE
"2280","MI","Gwinn Area Community Schools",NA,34530,2021,"School District",33308995,5485976,1284403,0,0,1232007,21590789,0,3351848,0,0,36644,5722182,0,9261126,1002222,14017730,0,0,0,15019952,FALSE
"2281","MI","Holly Area Schools",NA,161723,2021,"School District",150880383,62736102,6953656,1790674,0,2333333,66134707,0,10146883,0,527628,340111,16357865,0,34239747,-529787,51467510,0,0,0,50937723,FALSE
"2282","MI","Haslett Public Schools",NA,161577,2021,"School District",143095332,60190592,3729182,0,6791860,2850000,59232790,0,9239629,0,1061279,336732,8713757,0,32376667,150813,41276343,0,0,0,41427156,FALSE
"2283","MI","Huron Valley Schools",NA,34580,2021,"School District",395850065,136572434,18463014,0,0,4950000,202783320,0,31517050,0,1376474,3845541,40352880,0,93117748,14377436,122938733,0,0,0,137316169,FALSE
"2284","MI","Hudsonville Public Schools",NA,161725,2021,"School District",442956421,229913881,17634795,0,10836520,0,157894246,0,25032022,0,1400431,2191258,26645916,0,71983885,-8217325,109038384,0,0,0,100821059,FALSE
"2285","MI","Ionia Public Schools",NA,34449,2021,"School District",98615790,26381527,5382778,0,6741718,425728,51596471,0,8028931,0,58637,109696,11346867,0,27594060,4532385,34518238,0,0,0,39050623,FALSE
"2286","MI","Iosco Regional Educational Service Agency",NA,161589,2021,"School District",21465555,765000,5132402,0,0,0,13286331,0,2152493,0,129329,2264184,5563277,524098,2566648,-32109,10950316,0,0,0,10918207,FALSE
"2287","MI","Lake Fenton Community Schools",NA,48390,2021,"School District",66770196,15575000,3655531,0,0,0,40771725,0,6397386,0,370554,425837,6379480,0,20809743,2371825,25243235,0,0,0,27615060,FALSE
"2288","MI","Huron Intermediate School District",NA,161585,2021,"School District",38601113,2305000,4309547,0,0,0,27421570,0,4377282,0,187714,477344,1577777,0,19185177,106959,21133339,0,0,0,21240298,FALSE
"2289","MI","L'anse Area Schools",NA,34343,2021,"School District",19241796,3614528,715258,0,0,0,12784417,0,1969133,0,158460,77450,1631815,0,7423133,1073307,8059091,0,0,0,9132398,FALSE
"2290","MI","Huron School District",NA,34675,2021,"School District",139167624,57814734,9800846,0,1946780,0,59553444,0,9324004,0,676857,50065,12944540,0,25863696,-265884,39124185,0,0,0,38858301,FALSE
"2291","MI","Homer Community Schools",NA,161460,2021,"School District",43484786,14941252,1064974,0,1568226,2000000,20301366,0,3081828,0,527140,50185,3430488,0,9860296,-87106,13428075,0,0,0,13340969,FALSE
