"","state","name","id","ncesID"
"1212","VT","Windham Northeast Supervisory Union",39387,NA
"1213","VT","Windham Southeast School District",169242,NA
"1214","VT","Windham Southeast Supervisory Union",39388,NA
"1215","VT","Windham Southwest Supervisory Union",46659,NA
"1216","VT","Windsor Central Supervisory Union",48634,NA
"1217","VT","Windsor Southeast Supervisory Union",39390,NA
"1218","WA","North Central Educational Service District No. 171",48842,NA
"1219","WA","Olympic Educational Service District No. 114",39652,NA
"1220","WA","United Schools Insurance Program",89386,NA
"1221","WI","Kenosha Unified School District",39994,NA
"1222","WV","Southern Educational Services Cooperative",66409,NA
"1223","WY","Big Horn County School District No. 2",40142,NA
