"","ncesID","nces_original_name","county_name","city","state","students"
"1746","4647100","Menno School District 33-2","Hutchinson County","Menno","SD",277
"1747","2007440","Rural Vista","Morris County","White City","KS",277
"1748","4665180","Scotland School District 04-3","Bon Homme County","Scotland","SD",277
"1749","5513980","Solon Springs School District","Douglas County","Solon Springs","WI",277
"1750","3405460","Franklin Township School District","Hunterdon County","Quakertown","NJ",276
"1751","3502160","QUESTA INDEPENDENT SCHOOLS","Taos County","QUESTA","NM",276
"1752","2311010","RSU 88/MSAD 24","Aroostook County","Van Buren","ME",276
"1753","2930990","WALNUT GROVE R-V","Greene County","WALNUT GROVE","MO",276
"1754","4603720","Arlington School District 38-1","Kingsbury County","Arlington","SD",275
"1755","3016770","Lincoln County H S","Lincoln County","Eureka","MT",275
"1756","2921480","MOUND CITY R-II","Holt County","MOUND CITY","MO",275
"1757","2011400","Satanta","Haskell County","Satanta","KS",275
"1758","2700107","GREENBUSH-MIDDLE RIVER SCHOOL DIST.","Roseau County","GREENBUSH","MN",274
"1759","5507830","Laona School District","Forest County","Laona","WI",274
"1760","3304260","Lincoln-Woodstock School District","Grafton County","Lincoln","NH",274
"1761","3100178","SOUTHWEST PUBLIC SCHOOLS","Red Willow County","BARTLEY","NE",274
"1762","5504170","Elcho School District","Langlade County","Elcho","WI",273
"1763","3628800","TOWN OF WEBB UNION FREE SCHOOL DISTRICT","Herkimer County","OLD FORGE","NY",273
"1764","3411130","Neptune City School District","Monmouth County","Neptune City","NJ",272
"1765","5900191","To'hajiilee Day School","Bernalillo County","ToHajiilee","NM",272
"1766","0805850","West End School District No. Re-2","Montrose County","NUCLA","CO",272
"1767","5513470","Seneca Area School District","Crawford County","Seneca","WI",271
"1768","2906030","BRUNSWICK R-II","Chariton County","BRUNSWICK","MO",270
"1769","2004380","Caldwell","Sumner County","Caldwell","KS",270
"1770","4503907","GOVERNOR'S SCHOOL FOR SCIENCE AND MATHEMATICS","Darlington County","Hartsville","SC",270
"1771","5500056","Gresham School District","Shawano County","Gresham","WI",270
"1772","2010590","Peabody-Burns","Marion County","Peabody","KS",270
"1773","4220760","Salisbury-Elk Lick SD","Somerset County","Salisbury","PA",270
"1774","3626130","SCHROON LAKE CENTRAL SCHOOL DISTRICT","Essex County","SCHROON LAKE","NY",270
"1775","1801170","Cannelton City Schools","Perry County","Cannelton","IN",269
"1776","1729100","Oak Grove SD 68 Bartonville","Lake County","Bartonville","IL",269
"1777","2921420","SCOTT CO. CENTRAL","Scott County","SIKESTON","MO",269
"1778","2923190","SOUTH HOLT CO. R-I","Holt County","OREGON","MO",269
"1779","2011880","St Francis Comm Sch","Cheyenne County","St Francis","KS",269
"1780","4680190","Woonsocket School District 55-4","Sanborn County","Woonsocket","SD",269
"1781","4600042","Agar-Blunt-Onida School District 58-3","Sully County","Onida","SD",268
