"","state","name","census_id","id","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed"
"3534","NE","Central Valley School District 60",NA,108912,2020,"School District",11085,7350000,11085,0,0,0,1693953,0,0,0,0,66207,634456,0,8249102,1302380,7647385,0,0,0,8949765,FALSE
"3535","NE","Cross County Community Schools",NA,108935,2020,"School District",0,9530000,0,405000,0,0,1564581,0,0,0,0,212365,511102,0,6924887,-117925,7766278,0,0,0,7648354,FALSE
"3536","NE","Elba School District No.103",NA,109090,2020,"School District",0,0,0,0,0,0,675725,0,0,0,0,17564,236985,0,2540788,217481,2577856,0,0,0,2795337,FALSE
"3537","NE","Elwood Public Schools",NA,109097,2020,"School District",0,0,0,1646500,0,0,914222,0,0,0,0,122220,439329,0,3985894,12015,4535428,0,0,0,4547443,FALSE
"3538","NE","Fullerton Public Schools",NA,109140,2020,"School District",0,0,0,91496,0,0,1290663,0,0,0,0,108674,458599,0,4648820,-5440,5221533,0,0,0,5216093,FALSE
"3539","NE","Friend Public Schools",NA,109137,2020,"School District",0,5500000,0,0,0,0,1062198,0,0,0,0,156758,480267,0,4611836,270332,4978530,0,0,0,5248862,FALSE
"3540","NE","Fillmore County School District 25",NA,109121,2020,"School District",0,0,0,0,0,0,2090190,0,0,0,0,279866,2020813,0,8521650,489241,10333088,0,0,0,10822329,FALSE
"3541","NE","School District 37-Gretna Public Schools",NA,109176,2020,"School District",0,178870000,0,0,0,0,15044057,0,0,0,0,1489126,4395522,0,118352741,8302980,115934409,0,0,0,124237389,FALSE
"3542","OH","Buckeye Local School District",NA,37130,2020,"School District",41584806,9004822,2848251,0,0,0,25122738,0,1957150,1541612,1431845,2841032,1545460,0,25771525,1247727,28910290,0,0,0,30158017,FALSE
"3543","NE","Eustis-Farnam Public Schools District No. 95",NA,109104,2020,"School District",17844,0,0,17844,0,0,951043,0,0,0,0,41563,371568,345813,3093026,246814,3605156,0,0,0,3851970,FALSE
"3544","VT","Southwest Vermont Supervisory Union",NA,46360,2020,"School District",3327274,0,809640,0,0,0,1958801,0,0,0,558833,22924,27066321,0,8308516,1333129,34064632,0,0,0,35397761,FALSE
"3545","GA","Fulton County Board of Education",NA,70979,2020,"School District",1976650177,11495000,147758512,0,0,0,1091755582,0,660783856,0,40915749,30751388,497555673,40654865,840970045,92816105,1317115866,0,0,0,1409931971,FALSE
"3546","PA","Southern Tioga School District",NA,38145,2020,"School District",77455291,16755718,3989021,0,0,0,39586000,0,16169557,0,954995,351718,7955975,789759,25616084,3688722,31024814,0,0,0,34713536,FALSE
"3547","GA","Lowndes County Board of Education",NA,103362,2020,"School District",208221367,15813894,19573304,8241154,0,0,94392785,0,70200231,0,0,1858612,72025413,790791,55659253,12780259,117553810,0,0,0,130334069,FALSE
"3548","TX","Orange Grove Independent School District",NA,52107,2020,"School District",26890381,13499145,1784945,0,0,0,4839477,0,6766814,0,0,520924,3923028,0,17611236,37420,22017768,0,0,0,22055188,FALSE
"3549","TX","Quitman Independent School District",NA,65080,2020,"School District",20663364,13060645,637349,0,0,0,2829106,0,4136264,0,0,300867,2401914,0,14083442,1184113,15602110,0,0,0,16786223,FALSE
"3550","TX","Port Neches-Groves Independent School District",NA,39041,2020,"School District",184887070,153313852,5983896,0,0,0,13027087,0,17172611,0,555498,1196793,5633705,0,59545662,1678097,64698063,0,0,0,66376160,FALSE
"3551","NC","Hyde County Board of Education",NA,89873,2020,"School District",15307110,0,908078,0,0,0,3681306,0,9954086,13437,697470,403226,10072769,7908658,4067066,7355682,15096037,0,0,0,22451719,FALSE
"3552","TX","Aledo Independent School District",NA,45484,2020,"School District",379187581,338209701,8114441,0,0,0,14949001,0,17914438,0,0,2644661,7781023,0,75114496,1638976,83901204,58621,0,0,85540180,FALSE
"3553","OH","Career and Technology Education Centers of Licking County",NA,37146,2020,"School District",30446004,10265795,1189170,0,0,0,16536943,0,1414275,968251,1039821,2532188,2025201,0,17905629,3519646,18943372,0,0,0,22463018,FALSE
"3554","TX","Fredericksburg Independent School District",NA,47631,2020,"School District",45055086,21005000,3987026,0,0,0,7974442,0,12088618,0,0,2610218,5551911,0,50922767,3258538,55826358,0,0,0,59084896,FALSE
"3555","TX","Galena Park Independent School District",NA,38986,2020,"School District",663322333,466113669,22244836,0,0,0,81472130,0,92060087,0,1431611,3473226,60970808,0,258483044,13049258,309877820,0,0,0,322927078,FALSE
"3556","CA","Fillmore Unified School District",NA,146134,2020,"School District",92198785,27939501,5560548,0,0,0,46999700,0,11415356,0,283680,598537,10863569,6037853,45945733,3066011,60379681,0,0,0,63445692,FALSE
"3557","IL","Bureau, Henry, and Stark Counties Regional Office of Education No. 28",NA,47467,2020,"School District",652887,0,191573,0,0,0,19961,3868,369500,0,71853,29466,3131594,0,778790,45217,3894633,0,0,0,3939850,FALSE
"3558","GA","Rabun County Board of Education",NA,70950,2020,"School District",70826451,18575000,3251815,48358,0,0,26053541,0,22897737,0,0,398368,12895105,843852,27207568,3964101,37380792,0,0,0,41344893,FALSE
"3559","PA","Chestnut Ridge School District",NA,37874,2020,"School District",44157853,10371000,2550380,0,0,0,27882000,0,3140000,0,180961,285055,6436118,469182,15639709,406527,22423537,0,0,0,22830064,FALSE
"3560","NY","Boces Genesee Livingston Steuben and Wyoming Counties",NA,36222,2020,"School District",53596254,12195000,20694159,0,0,3700000,6085267,1834420,9298365,0,1623463,64467856,1865517,0,46123,-957408,67336904,0,0,0,66379496,FALSE
"3561","AR","Helena-West Helena School District No. 2",NA,49169,2020,"School District",577752,25475000,577752,0,0,0,12387790,0,0,0,0,0,0,0,18811547,-3982157,22793704,0,0,0,18811547,FALSE
"3562","TN","Johnson City Schools",NA,107048,2020,"School District",18527,0,18527,0,0,0,0,0,0,0,0,0,0,0,1974355,215276,1759079,0,0,0,1974355,FALSE
"3563","TN","Johnson County Schools",NA,107051,2020,"School District",6811,0,6811,0,0,0,0,0,0,0,0,0,0,0,802587,11912,790675,0,0,0,802587,FALSE
"3564","TN","Knox County Schools",NA,107065,2020,"School District",21977,0,21977,0,0,0,0,0,0,0,0,0,0,0,19174061,1662732,17511329,0,0,0,19174061,FALSE
"3565","CA","Fort Sage Unified School District",NA,146144,2020,"School District",3387630,0,918531,0,0,0,2454892,0,0,0,14207,0,949606,0,3182920,352562,3779964,0,0,0,4132526,FALSE
"3566","CA","Fremont Unified School District",NA,146150,2020,"School District",1170307566,456435745,54018125,0,0,0,458190448,0,137367513,0,2505735,4443584,84457867,0,389615947,-11700055,490217453,0,0,0,478517398,FALSE
"3567","WA","Southside School District No 42",NA,151612,2020,"School District",3568,850000,3568,0,0,0,810867,0,0,0,130705,0,0,0,3387116,-64421,3451537,0,0,0,3387116,FALSE
"3568","CA","Gilroy Unified School District",NA,146168,2020,"School District",452573323,281248116,7918279,0,0,0,132222286,0,0,0,132583,2581476,24718046,0,137057015,11544283,152812254,0,0,0,164356537,FALSE
"3569","CA","Glendale Unified School District",NA,146169,2020,"School District",913199403,431700397,59188156,0,790980,0,298101876,0,118969097,0,4448897,11356554,68829722,0,279945575,-27842362,387974213,0,0,0,360131851,FALSE
"3570","CA","Golden Valley Unified School District",NA,146175,2020,"School District",120159147,89064613,4957089,0,1662244,0,20010138,0,0,0,56364,2583565,3030389,8457810,23250240,9136811,28185193,0,0,0,37322004,FALSE
"3571","CA","Goleta Union School District",NA,146176,2020,"School District",77531213,12573876,1237419,0,0,0,63137291,0,297199,0,285428,1229008,10621467,0,52073278,-3169733,67093486,0,0,0,63923753,FALSE
"3572","CA","Arcohe Union School District",NA,145901,2020,"School District",7034849,0,366084,0,0,0,4863579,0,1777356,0,27830,122293,930409,0,4749296,-623074,6425072,0,0,0,5801998,FALSE
"3573","CA","Bradley Union Elementary School District",NA,145957,2020,"School District",3073807,1572175,432553,0,0,0,1069079,0,0,0,0,3060,111030,0,916366,-208135,1238591,0,0,0,1030456,FALSE
"3574","CA","Bakersfield City School District",NA,145911,2020,"School District",671058923,121107736,37356682,2317244,0,0,386111108,0,110140997,0,1868405,1160899,93087913,5809912,361572263,-3935824,465566811,2532756,333124,0,461630987,FALSE
"3575","CA","Bangor Union Elementary School District",NA,145915,2020,"School District",1494859,0,330451,0,0,61364,1080552,0,0,0,2492,10820,303434,0,1151106,-42101,1507461,0,0,0,1465360,FALSE
"3576","CA","Mupu Elementary School District",NA,146417,2020,"School District",1513916,0,290169,0,0,0,1223747,0,0,0,0,19604,253774,0,1645154,-100472,2019004,0,0,0,1918532,FALSE
"3577","CA","Solvang Elementary School District",NA,146660,2020,"School District",13575621,6421140,119736,0,0,0,5334943,0,0,0,30633,180904,981638,0,6467087,-303478,7933107,0,0,0,7629629,FALSE
"3578","CA","Natomas Unified School District",NA,146422,2020,"School District",584023571,299260983,49813121,167091,16177517,0,153625108,0,22529341,0,174683,7034288,38048700,8485250,164893240,1423887,217037591,0,0,0,218461478,FALSE
"3579","CA","Sonora Union High School District",NA,146663,2020,"School District",39753852,22566293,839478,2442568,0,0,12482852,0,856098,0,281868,422520,1320859,0,13346646,-1393019,16483044,0,0,0,15090025,FALSE
"3580","CA","Sonora School District",NA,146662,2020,"School District",18485628,8970026,583614,1500000,0,0,6997003,0,421019,0,13966,44515,850341,0,7270902,-694708,8860466,0,0,0,8165758,FALSE
"3581","CA","New Haven Unified School District",NA,146428,2020,"School District",521228576,335062889,16456284,0,0,0,145968452,0,22309709,0,1431242,1402000,30999441,0,132927241,2024556,163304126,1546215,0,0,165328682,FALSE
"3582","CA","Nicasio Elementary School District",NA,146435,2020,"School District",2086816,1205000,134796,0,0,0,734395,0,0,0,0,0,151429,0,1224911,237864,1138476,0,0,0,1376340,FALSE
"3583","CA","Spreckels Union Elementary School District",NA,146677,2020,"School District",20421010,9148783,817690,93889,0,0,8967811,0,1338422,0,54415,40076,1198276,8,9935027,-157590,11330977,0,0,0,11173387,FALSE
"3584","CA","Northern Humboldt Union High School District",NA,146440,2020,"School District",58624869,30524343,1526965,0,0,0,21444208,0,5059323,0,70030,477216,5172169,0,19530075,-2597146,27776606,0,0,0,25179460,FALSE
"3585","CA","Stanislaus Union School District",NA,146681,2020,"School District",65088200,20601273,4141494,0,0,0,37381324,0,2964109,0,0,1053763,6544282,0,38901702,-2972988,49472735,0,0,0,46499747,FALSE
"3586","CA","Novato Unified School District",NA,146442,2020,"School District",274711272,165169923,16280051,0,0,0,91291158,0,1230069,0,540071,1045369,14443488,1428480,95137738,-214318,112269393,0,9,0,112055075,FALSE
"3587","CA","Tipton Elementary School District",NA,146710,2020,"School District",13442179,4771814,560118,1158800,0,0,6329950,0,608452,0,13045,18962,1611197,86,6499949,13247,8116947,0,0,0,8130194,FALSE
"3588","CA","Oakley Union Elementary School District",NA,146452,2020,"School District",122637236,44230149,6061019,157963,0,0,58064909,0,14006337,0,116859,2412619,5589632,25287,54839606,-5362562,68229706,0,0,0,62867144,FALSE
"3589","CA","Oak View Union Elementary School District",NA,146450,2020,"School District",8534267,4416649,233554,0,0,0,3880061,0,0,0,4003,62156,456141,0,3758854,-425900,4703051,0,0,0,4277151,FALSE
"3590","CA","Rim of the World Unified School District",NA,146555,2020,"School District",73256759,22924019,4030670,0,0,0,32439563,0,11775056,0,180599,219636,6639154,40254,34441305,1791037,39549312,0,0,0,41340349,FALSE
"3591","CA","Orange Center Elementary School District",NA,146458,2020,"School District",5551308,0,560346,0,0,0,3728870,0,1220986,0,41106,337,1073127,0,4344019,329127,5088356,0,0,0,5417483,FALSE
"3592","CA","Torrance Unified School District",NA,146711,2020,"School District",886992712,519667592,49492318,944511,0,0,285484446,0,5325741,0,3400047,7657186,31622384,7622216,270098621,-9755085,326755492,0,0,0,317000407,FALSE
"3593","CA","Rio Elementary School District",NA,146559,2020,"School District",198323745,92958922,11168624,0,0,0,59044094,0,31836227,0,373857,780980,17837424,16851,60942298,-6365233,85942786,0,0,0,79577553,FALSE
"3594","CA","Ripon Unified School District",NA,146560,2020,"School District",76267430,35494851,4849024,0,0,0,32326065,0,3327100,0,138481,1105184,5904524,570518,34136103,5452294,36264035,0,0,0,41716329,FALSE
"3595","CA","Pacifica School District",NA,146476,2020,"School District",101788767,47029408,4411260,0,2000000,0,30189188,0,17928205,0,230706,464667,3345373,0,35755250,-3260084,42825374,0,0,0,39565290,FALSE
"3596","CA","Travis Unified School District",NA,146714,2020,"School District",109421722,0,5096674,13238941,0,0,63108281,0,2168479,0,414220,2065846,8182995,0,61160175,1821860,69587156,0,0,0,71409016,FALSE
"3597","CA","Tracy Unified School District",NA,146712,2020,"School District",363493650,159060565,20979710,164964,0,0,165060886,0,18215398,0,12127,4279514,28194030,7323393,160403779,-2035165,202235881,0,0,0,200200716,FALSE
"3598","WY","Lincoln County School District No.2",NA,40160,2020,"School District",33909371,0,854853,0,0,0,30153526,0,0,37360,2900992,373301,2585541,0,48058198,1204505,49812535,373301,586246,0,51017040,FALSE
"3599","CA","Blake Elementary School District",NA,145948,2020,"School District",173839,0,13577,0,0,0,160262,0,0,0,0,0,36104,0,198533,-36290,270927,0,0,0,234637,FALSE
"3600","CA","Riverdale Joint Unified School District",NA,146563,2020,"School District",24348107,1276297,1671634,0,0,0,18053974,0,3264008,0,82194,166746,3775069,1907637,19559011,1687636,23720827,0,0,0,25408463,FALSE
"3601","CA","Black Oak Mine Unified School District",NA,145947,2020,"School District",19482583,5751202,440942,0,0,0,13260822,0,0,0,29617,204824,1468837,0,13623582,-903747,16200990,0,0,0,15297243,FALSE
"3602","IL","Dolton School District 149",NA,32898,2020,"School District",50492195,18425000,2472726,0,0,0,5911526,0,23627126,0,55817,4471,22161899,0,36000829,449585,57717614,0,0,0,58167199,FALSE
"3603","CA","Rockford Elementary School District",NA,146567,2020,"School District",3796545,0,276704,0,0,0,3519841,0,0,0,0,28944,365929,27,3288567,-282790,3966257,0,0,0,3683467,FALSE
"3604","VA","Greensville County School Board",NA,145838,2020,"School District",29494666,0,4029817,451008,0,0,21052026,0,3961815,0,0,3416453,11024633,0,14591624,-470317,29503027,0,0,0,29032710,FALSE
"3605","CT","Stafford","7300700900000",32168,2020,"School District",54272121,14753223,5161919,14320221,0,4385000,11426230,0,3720669,0,504859,5248436,18277235,0,29859271,-3622459,57007401,0,0,0,53384942,FALSE
"3606","NJ","Scotch Plains-Fanwood Regional School District",NA,43466,2020,"School District",49196191,3308391,4070139,928107,0,0,22266327,0,17101210,0,1522017,1619145,27573466,0,93183812,1871233,120505190,0,0,0,122376423,FALSE
"3607","CA","San Ysidro School District",NA,146615,2020,"School District",312584019,173832412,3539597,1447791,0,0,63801611,0,17019214,0,554053,2509442,11078020,0,60145130,-8448198,82180790,0,0,0,73732592,FALSE
"3608","CA","Brea Olinda Unified School District",NA,145960,2020,"School District",116133703,26603884,4057279,0,0,0,65092668,0,8055766,0,623189,3297733,11607344,0,72142952,5731830,81316199,0,0,0,87048029,FALSE
"3609","CA","Bass Lake Joint Union Elementary School District",NA,145919,2020,"School District",26757781,17542170,699461,0,124622,0,8338846,0,0,22745,52682,38331,1189937,0,9485413,-1447266,12160947,0,0,0,10713681,FALSE
"3610","AR","Lakeside School District No. 9",NA,98728,2020,"School District",88935,7285000,88935,0,0,0,25362492,0,0,0,0,0,0,0,44938349,-7264646,52202995,0,0,0,44938349,FALSE
"3611","AR","Texarkana Arkansas School District No. 7",NA,98798,2020,"School District",1763059,47385000,1763059,0,0,0,35658874,0,0,0,0,0,0,0,53625409,-9762451,63387860,0,0,0,53625409,FALSE
"3612","CA","Big Oak Flat-Groveland Unified School District",NA,145938,2020,"School District",14143752,8719540,187598,60915,0,0,4926432,0,235007,0,14260,52762,546188,0,6626448,295260,6930138,0,0,0,7225398,FALSE
"3613","NH","Hinsdale, New Hampshire School District","30300300700000",81897,2020,"School District",16733603,5282104,1141447,7743,0,0,8561845,0,1365356,0,147651,132525,927534,462803,11831291,-594359,13948512,0,0,0,13354153,FALSE
"3614","CA","San Ramon Valley Unified School District",NA,146614,2020,"School District",889283293,468964637,17149685,11048881,0,0,342173644,0,47204309,0,2610472,6854961,62433793,1926125,351008266,-16967705,439190850,0,0,0,422223145,FALSE
"3615","CA","Harmony Union Elementary School District",NA,146200,2020,"School District",11808038,6834553,836255,0,0,0,3844256,0,292974,0,0,42114,318455,0,4796598,-950313,6107480,0,0,0,5157167,FALSE
"3616","CA","Guadalupe Union School District",NA,146190,2020,"School District",29464315,7765110,1438092,0,0,0,16360357,0,551484,0,39606,294417,2721726,158350,18000836,-80441,21255770,0,0,0,21175329,FALSE
"3617","CA","Anderson Valley Unified School District",NA,145894,2020,"School District",14747652,7476909,338787,0,0,0,6799250,0,0,0,0,405514,1448312,0,6641375,-273552,8768753,0,0,0,8495201,FALSE
"3618","CA","Berryessa Union School District",NA,145934,2020,"School District",242268164,103398612,4237984,48106,801016,0,82064761,0,51436919,0,280766,1192303,7502544,0,73086756,-19984979,101766582,0,0,0,81781603,FALSE
"3619","CA","Holtville Unified School District",NA,146215,2020,"School District",40936154,12102533,1994276,204834,0,0,21354164,0,1197104,0,5521,288243,4600788,0,18827935,246089,23470877,0,0,0,23716966,FALSE
"3620","TX","Cleveland Independent School District",NA,39071,2020,"School District",330109182,277949637,9338635,0,0,0,19785166,0,23035744,0,0,166561,18101614,0,79759317,5572494,92454998,0,0,0,98027492,FALSE
"3621","CA","Belmont Redwood Shores School District",NA,145929,2020,"School District",194654886,129415370,10260337,0,0,0,51418963,0,3344500,0,215716,205888,6213391,0,55066195,-3765381,65250855,0,0,0,61485474,FALSE
"3622","AR","Harmony Grove School District No.1",NA,145854,2020,"School District",88759,9920000,88759,0,0,0,7430440,0,0,0,0,0,0,0,19878539,96997,19781542,0,0,0,19878539,FALSE
"3623","PA","The Solanco School District",NA,38037,2020,"School District",110789287,0,8157909,0,0,20803929,74571000,0,6111597,0,458517,720189,14253881,39232,45562793,4127087,56449008,0,0,0,60576095,FALSE
"3624","AR","South Side School District No. 2",NA,145861,2020,"School District",62436,2205000,62436,0,0,0,5159850,0,0,0,0,0,0,0,7683014,330625,7352389,0,0,0,7683014,FALSE
"3625","NJ","South River Borough Board of Education",NA,35819,2020,"School District",13429834,6693856,2555915,0,0,0,3671234,0,0,0,508828,295136,3715164,0,40630962,901238,43740024,0,0,0,44641262,FALSE
"3626","NH","Salem, New Hampshire School District","30300803100000",48086,2020,"School District",131440930,68270331,1858246,350457,0,0,49701650,0,10123333,0,1136913,1332267,3967189,351347,68527210,3340861,70837152,0,0,0,74178013,FALSE
"3627","CA","Santa Barbara County Education Office",NA,146618,2020,"School District",65208528,0,11149974,0,0,0,52869477,0,1156418,0,32659,8430505,45916750,0,26920774,6447263,74820766,0,0,0,81268029,FALSE
"3628","MI","Garden City Public Schools",NA,34672,2020,"School District",178909423,54493354,8157269,78841,0,0,93240391,0,21425633,0,1513935,604036,27435550,0,31080426,373975,58746037,0,0,0,59120012,FALSE
"3629","CA","Santa Barbara Unified School District",NA,146619,2020,"School District",545462538,335220010,14199147,1250124,0,0,186505629,0,6008981,0,2278647,5504200,37016234,3877447,176049930,-6676079,229123890,0,0,0,222447811,FALSE
"3630","CA","Santa Clara Unified School District",NA,146621,2020,"School District",1487421077,1098930870,35748752,0,0,0,316042000,0,17340798,0,1800657,11947115,62337111,0,405665669,80256783,399693112,0,0,0,479949895,FALSE
"3631","MD","Charles County Public Schools",NA,41712,2020,"School District",488701968,0,49306697,0,0,0,9914047,0,420009395,0,9471829,4273720,121133608,24877241,321006114,30362774,440927909,0,0,0,471290683,FALSE
"3632","MI","Battle Creek Public Schools",NA,34367,2020,"School District",174622678,50872804,15711309,314189,0,0,88100662,0,18988405,0,635309,2033975,33302012,0,38908293,389886,73854394,0,0,0,74244280,FALSE
"3633","MI","Forest Hills Public Schools",NA,34477,2020,"School District",402682977,113505000,16310338,0,0,0,210690414,0,45457453,0,1873185,3498653,20183849,0,117745776,484685,140943593,0,0,0,141428278,FALSE
"3634","MI","Greenville Public Schools",NA,34550,2020,"School District",169812472,71311665,8899848,304618,0,0,72378055,0,15787181,0,363737,1243269,7911993,0,36672851,-2384035,48212148,0,0,0,45828113,FALSE
"3635","NE","Platte County School District No.1 Columbus Public Schools",NA,108922,2020,"School District",0,53385000,0,1141958,0,0,13212270,0,0,0,0,741185,7047212,0,44461389,1912651,50337135,0,0,0,52249786,FALSE
"3636","SC","Greenwood School District Number 50",NA,58334,2020,"School District",319548438,103686276,12856788,0,0,0,111498999,0,89931941,0,1574434,291790,59416693,0,47228246,-1690488,108627217,0,0,0,106936729,FALSE
"3637","NE","Douglas County School District No. 54",NA,109441,2020,"School District",353775,13050000,353775,0,0,0,0,0,0,0,0,1858208,5921567,0,38753740,1896038,44637477,0,0,0,46533515,FALSE
"3638","CA","Tehachapi Unified School District",NA,146702,2020,"School District",66883605,6842000,4921887,44995,0,0,43430406,0,9891701,0,497186,279395,8964080,0,44304799,-190291,53738565,0,0,0,53548274,FALSE
"3639","CA","Taft City School District",NA,146698,2020,"School District",77878816,32139305,3420387,2957597,0,1092893,24659652,0,13484289,0,124693,829849,7443371,1712912,30350792,7453833,32883091,0,0,0,40336924,FALSE
"3640","CA","Summerville Union High School District",NA,146688,2020,"School District",26637364,16552303,1568074,0,0,0,7749510,0,744903,0,22574,118050,784673,0,10015143,372980,10544886,0,0,0,10917866,FALSE
"3641","CA","Tahoe Truckee Unified School District",NA,146700,2020,"School District",354661136,224263681,14655174,554417,0,0,70462000,0,5497006,0,343858,3047699,11592678,939576,84596063,4410566,95765450,0,0,0,100176016,FALSE
"3642","CA","Sunnyvale School District",NA,146691,2020,"School District",354540583,233808438,8088514,0,0,0,102239383,0,9732257,0,671991,2021451,14053777,0,110252618,-6173758,132501604,0,0,0,126327846,FALSE
"3643","CA","Sylvan Union School District",NA,146697,2020,"School District",161188107,45998282,7015154,1766434,1242446,0,93573526,0,11219356,0,372909,2454484,13503313,121,80570550,-6176013,102704481,879514,23798,0,96528468,FALSE
"3644","CA","Susanville School District",NA,146694,2020,"School District",22912204,8715061,1442510,0,0,0,9639437,0,2991976,0,123220,77812,2099328,0,11128246,-211975,13517361,0,0,0,13305386,FALSE
"3645","UT","Daggett School District",NA,102371,2020,"School District",3889580,2003000,643768,0,0,43535,1083334,0,0,0,111088,410229,1116224,50000,3603162,533701,4645914,0,0,0,5179615,FALSE
"3646","MI","Evart Public Schools",NA,34601,2020,"School District",29476199,7449863,1305779,0,0,0,16898347,0,3663609,0,158601,128242,3390156,0,7588956,120814,10986540,0,0,0,11107354,FALSE
"3647","NE","Falls City Public Schools District No. 74-0056",NA,109117,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,150491,1653705,0,11804684,322950,13285930,0,0,0,13608880,FALSE
"3648","SC","Greenwood County School District 52",NA,151719,2020,"School District",53204643,19845078,1948350,0,0,0,17415790,0,13995425,0,0,168930,8165610,0,11461471,1251325,18544686,0,0,0,19796011,FALSE
"3649","CA","Burnt Ranch Elementary School District",NA,145973,2020,"School District",1478843,0,133123,0,0,0,1311528,0,34192,0,0,10386,390174,0,1283196,195787,1487969,0,0,0,1683756,FALSE
"3650","CA","Tres Pinos Union Elementary School District",NA,146715,2020,"School District",948541,0,45526,0,0,0,903015,0,0,0,0,0,145708,0,1055174,-22085,1222967,0,0,0,1200882,FALSE
"3651","CA","Tulare Joint Union High School District",NA,146721,2020,"School District",143370136,48525979,6636067,62976,0,0,70374419,0,17388574,0,382121,1991723,18561848,179,73364668,-4220847,98139265,0,0,0,93918418,FALSE
"3652","MS","Coahoma County School District",NA,34997,2020,"School District",31939873,0,1395348,0,0,4510000,24269534,0,1676282,0,88709,113842,4360834,0,14586586,1615878,17445384,0,0,0,19061262,FALSE
"3653","CA","Tulare City School District",NA,146720,2020,"School District",146081940,0,6105885,765336,0,2368420,108536263,0,20507066,0,307545,2051241,27793391,8,103415909,3774251,129486298,0,0,0,133260549,FALSE
"3654","CA","Burlingame School District",NA,145972,2020,"School District",205641600,152164731,5488325,0,0,0,41281557,0,6678210,0,28777,391359,10443806,0,43335080,-4727679,58897924,0,0,0,54170245,FALSE
"3655","MN","Independent School District No. 717",NA,47471,2020,"School District",76356967,56017872,2895995,38436,55022,0,13604699,0,2401523,0,100305,1896094,4348916,328559,21407051,-811063,28791683,0,0,0,27980620,FALSE
"3656","CA","Cascade Union Elementary School District",NA,145999,2020,"School District",28427173,13040780,1150367,0,0,0,13687548,0,424142,0,124336,342662,3761610,14,12994328,-500054,17598668,0,0,0,17098614,FALSE
"3657","CA","Vacaville Unified School District",NA,146737,2020,"School District",436322632,241795000,23107328,0,0,0,133741213,0,17915436,0,828835,3771114,23123715,0,140182391,8211419,158865801,0,0,0,167077220,FALSE
"3658","CA","Two Rock Union Elementary School District",NA,146729,2020,"School District",1888208,0,238259,0,0,0,1643828,0,0,0,0,392549,0,0,2181119,349871,2223797,0,0,0,2573668,FALSE
"3659","CA","Chatom Union Elementary School District",NA,146014,2020,"School District",14718521,6414295,427411,0,0,0,6932292,0,931595,0,12928,21104,1761898,0,7592417,436307,8939112,0,0,0,9375419,FALSE
"3660","CA","Ventura Unified School District",NA,146744,2020,"School District",261835359,45861196,11261604,0,591653,0,190414823,0,12032945,0,1250138,3575146,41281813,0,172877137,-3468791,221202887,0,0,0,217734096,FALSE
"3661","CA","Cajon Valley Union School District",NA,145981,2020,"School District",492070010,194606804,16950009,17849424,0,0,210664146,0,49900221,0,2099406,5345132,40322801,0,193709977,-4951004,244328914,22458977,109521,0,239377910,FALSE
"3662","CA","Campbell Union School District",NA,145987,2020,"School District",397093946,256619245,14745081,0,7616709,0,106567652,0,11142444,0,402815,5671342,18349882,0,110966629,-8384481,143372334,921375,0,0,134987853,FALSE
"3663","CA","Columbia Union School District",NA,146040,2020,"School District",10858813,5192988,484245,0,0,0,5176380,0,0,0,5200,20890,690182,0,5548473,-656125,6915670,0,0,0,6259545,FALSE
"3664","CA","Cupertino Union School District",NA,146057,2020,"School District",562739965,303751204,28016913,528069,0,0,228496000,0,0,0,1947779,4210544,30267249,0,185272154,-29196137,248946084,1362951,0,0,219749947,FALSE
"3665","CT","Regional School District No 19",NA,68348,2020,"School District",7815873,941344,4027992,0,0,0,2664516,0,0,40832,182021,3193496,4776100,3383186,18999517,1753655,28598644,0,0,0,30352299,FALSE
"3666","CA","Etiwanda School District",NA,146118,2020,"School District",283856605,98548542,16375864,0,0,0,150412115,0,17992554,0,527530,2173972,24176671,1774903,147687293,-14056399,189869238,0,0,0,175812839,FALSE
"3667","CA","Cypress School District",NA,146062,2020,"School District",115256227,55524596,2457493,0,0,0,42251286,0,9639270,0,393582,801043,6603554,78,43051671,-3061875,53518221,0,0,0,50456346,FALSE
"3668","CA","Gravenstein Union Elementary School District",NA,146183,2020,"School District",15825642,6248931,796285,0,0,0,8060961,0,690439,0,29026,48653,1018412,0,9769217,6873,10829409,0,0,0,10836282,FALSE
"3669","CA","Fullerton School District",NA,146156,2020,"School District",245524984,28574087,8423118,589605,157301,0,153648221,0,43957696,0,2199209,1305762,28790538,0,129331941,-13787779,173216020,0,0,0,159428241,FALSE
"3670","CA","East Whittier City School District",NA,146095,2020,"School District",197581011,76173955,12581960,0,0,0,95728668,0,12650143,0,446285,1519217,13437367,0,90472249,-6570319,111999152,700492,42441,0,105428833,FALSE
"3671","CA","Del Mar Union School District",NA,146066,2020,"School District",204767345,117207214,4269656,642811,0,0,67610723,0,14621450,0,415491,4216926,6158365,0,67420755,2949196,74846850,3565289,33562,0,77796046,FALSE
