"","state.x","name.x","census_id.x","id","year.x","category.x","total_liabilities.x","bonds_outstanding.x","current_liabilities.x","leases.x","loans_outstanding.x","notes_outstanding.x","net_pension_liability.x","net_pension_assets.x","net_opeb_liability.x","net_opeb_assets.x","compensated_absences.x","charges_for_services.x","operating_grants.x","capital_grants.x","general_revenue.x","change_in_net_position.x","expenses.x","total_operating_revenues.x","non_operating_revenues.x","capital_contributions.x","revenues.x","has_unconfirmed.x","state.y","name.y","census_id.y","year.y","category.y","total_liabilities.y","bonds_outstanding.y","current_liabilities.y","leases.y","loans_outstanding.y","notes_outstanding.y","net_pension_liability.y","net_pension_assets.y","net_opeb_liability.y","net_opeb_assets.y","compensated_absences.y","charges_for_services.y","operating_grants.y","capital_grants.y","general_revenue.y","change_in_net_position.y","expenses.y","total_operating_revenues.y","non_operating_revenues.y","capital_contributions.y","revenues.y","has_unconfirmed.y"
"532","IN","Community School Corporation of Southern Hancock County",NA,49226,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,49604963,-1048954,50653917,0,0,0,49604963,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","AZ","Hotevilla Bacavi Community School",NA,40530,2020,"School District",1413758,0,0,0,0,0,0,0,0,0,0,0,2553829,0,40015,-100054,2693898,0,0,0,2593844,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","IN","Gary Community School Corporation",NA,44619,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","VT","Grand Isle Supervisory Union",NA,39374,2020,"School District",1306408,0,1018289,0,0,0,238119,0,0,0,50000,3446845,3655549,0,36222,467422,6671194,0,0,0,7138616,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","IN","South Bend Community School Corporation",NA,109873,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","IN","Greenwood Community School Corporation",NA,43792,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,44837797,1039281,43798516,0,0,0,44837797,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","OH","Lighthouse Community School",NA,83554,2020,"School District",1343909,0,86430,0,0,0,1154066,0,103413,67641,0,0,0,160068,840768,-200059,1200895,0,0,0,1000836,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","NM","Ch'ooshgai Community School Board of Education, Inc",NA,82134,2020,"School District",352661,0,352661,0,0,0,0,0,0,0,0,18274,2802899,267662,5997126,-1022066,10108027,0,0,0,9085961,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","UT","Carbon School District",NA,39312,2020,"School District",56229526,37678243,5357443,0,0,0,9982442,0,2783905,0,427493,242289,13589507,54942,27774868,735805,40925801,0,0,0,41661606,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","OH","Clay Avenue Community School",NA,53699,2020,"School District",178621,0,178621,0,0,0,3812305,0,455911,206213,0,0,1174827,0,7521753,3858664,4837916,0,0,0,8696580,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","OH","Washington Park Community School",NA,84700,2020,"School District",1986155,0,116750,0,0,0,1751522,0,117883,110438,0,0,0,0,2093651,359340,1734311,1688350,0,0,2093651,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","MI","Carney-Nadeau Public Schools",NA,161632,2020,"School District",7207271,88268,244133,0,0,0,5603746,0,1271124,0,0,27086,1943214,0,2214988,128126,4057162,0,0,0,4185288,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","MA","Seven Hills Charter Public School",NA,189865,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12226895,79153,0,12306048,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","MI","Burr Oak Community School District",NA,161630,2020,"School District",6127940,0,240591,0,0,0,4838301,0,1049048,0,0,41093,844071,0,2329028,-154209,3368401,0,0,0,3214192,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","MI","Carsonville-Port Sanilac Schools",NA,161633,2020,"School District",9886268,2232454,343866,0,0,92339,5897984,0,1271781,0,47844,45412,1160411,0,3750884,441524,4515183,0,0,0,4956707,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","MI","Alba Public Schools",NA,161637,2020,"School District",3916811,850000,149183,0,0,26049,2367330,0,524249,0,0,4380,565887,0,1193716,33279,1730704,0,0,0,1763983,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","MI","Branch Line School",NA,161644,2020,"School District",84637,0,84637,0,0,0,0,0,0,0,0,0,175297,0,1154226,103559,1225964,0,0,0,1329523,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","MI","Bellaire Public Schools",NA,161642,2020,"School District",19258243,10640000,657929,0,0,0,6299056,0,1407289,0,40500,63598,871123,3349,4892165,239638,5590597,0,0,0,5830235,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","MI","Buckley Community Schools",NA,161646,2020,"School District",12344304,2895000,573550,0,0,0,6809112,0,1546439,0,21800,52798,1086954,0,4022504,22960,5139296,0,0,0,5162256,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","MI","Honey Creek Community School",NA,161653,2020,"School District",8235677,0,463816,0,0,442275,6022340,0,1307246,0,0,232440,868074,0,1891505,-554814,3546833,0,0,0,2992019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","MI","Mason County Eastern School District",NA,161656,2020,"School District",9683944,0,463580,0,0,0,7568940,0,1627459,0,23965,39554,1422671,0,3652840,28507,5086558,0,0,0,5115065,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","MI","Pentwater Public School District",NA,161657,2020,"School District",10256922,2442977,338769,0,0,80171,6088914,0,1306091,0,0,10421,548101,0,3121548,-365658,4045728,0,0,0,3680070,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","MI","Cornerstone Health & Technology High School",NA,161671,2020,"School District",977179,0,977179,0,0,248534,0,0,0,0,0,39084,909694,0,4999734,-23972,5972484,0,0,0,5948512,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","MO","Barton County R-1 School District",NA,190080,2020,"School District",0,7465000,0,0,0,0,10144413,0,0,0,0,1723217,2393461,0,10356689,-7394539,21867906,0,0,0,14473367,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","MI","Colon Community Schools",NA,161667,2020,"School District",17304434,6626822,596964,0,0,0,8219361,0,1787856,0,73431,150295,1840819,15600,5569924,572843,7003795,0,0,0,7576638,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","MI","Deckerville Community Schools",NA,161677,2020,"School District",15830142,163989,537830,0,0,0,12268628,0,2676553,0,183142,104091,2007294,0,4865813,-918122,7895320,0,0,0,6977198,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","SC","Union County Schools",NA,38372,2020,"School District",114176329,27973070,4745205,9825,0,0,45000213,0,36448016,0,0,90023,26748640,0,16411266,-428132,43678061,0,0,0,43249929,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","MT","Bitterroot Special Education Cooperative",NA,190128,2020,"School District",3173560,0,35275,0,0,0,2934821,0,51464,0,152000,155009,2997931,0,647974,-116584,3917498,0,0,0,3800914,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","MS","Greenwood-Leflore Consolidated School District",NA,190123,2020,"School District",87555319,3000000,943985,255887,0,710000,77241077,0,5308862,0,95508,387992,14000714,0,35655989,-2503133,52547828,0,0,0,50044695,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","MI","Frankfort-Elberta Area Schools",NA,161701,2020,"School District",17973549,1680689,947335,0,0,0,12517145,0,2770599,0,57781,538686,1416859,68596,6808818,-115536,8948495,0,0,0,8832959,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","MI","Excelsior District No. 1",NA,161693,2020,"School District",895012,0,77110,0,0,0,665376,0,152526,0,0,0,86738,0,398950,-56091,541779,0,0,0,485688,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","NE","Ewing Public Schools District No. 29",NA,190272,2020,"School District",0,0,0,0,0,0,0,0,0,0,0,18818,214493,0,1968210,73293,2128228,0,0,0,2201521,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","MI","Hemlock Public Schools",NA,161718,2020,"School District",37656124,11000029,1322886,15160,0,0,20836018,0,4447148,0,34883,678526,2770407,0,11666721,-173068,15288722,0,0,0,15115654,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","MI","School District of the City of Highland Park",NA,161720,2020,"School District",12495300,1910000,4535300,0,6050000,0,0,0,0,0,0,0,0,0,2148928,1012198,1136730,0,0,0,2148928,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","MI","Ida Public Schools",NA,161727,2020,"School District",34748336,0,1705526,0,0,0,27095026,0,5811563,0,136221,392320,2766951,0,12437124,-1028654,16625049,0,0,0,15596395,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","MI","Kingsbury Country Day School",NA,161737,2020,"School District",299563,0,226830,0,0,72733,0,0,0,0,0,0,181003,0,2824681,-37269,3042953,0,0,0,3005684,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","MI","Breckenridge Community School District",NA,160817,2020,"School District",18549970,2736170,659288,7900,0,0,12209472,0,2592903,0,149357,171512,572801,0,7315101,-223213,8282627,0,0,0,8059414,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","MI","Mcbain Rural Agricultural School",NA,161760,2020,"School District",26059625,735000,1030313,0,0,0,19927043,0,4254526,0,112743,146706,1278362,0,10172527,-1359279,12956874,0,0,0,11597595,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","MI","Mendon Community Schools",NA,161764,2020,"School District",31394067,18931151,687946,0,1000,800000,9027433,0,1933581,0,0,161623,1458009,41585,5522293,481990,6701520,0,0,0,7183510,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","MI","Morrice Area Schools",NA,161776,2020,"School District",25187073,10715000,601477,0,1254411,0,10135980,0,2167152,0,67530,95504,1720550,23205,4925402,-347552,7112213,0,0,0,6764661,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","MI","New Lothrop Area Public Schools",NA,161791,2020,"School District",38934088,13537327,1531591,0,0,4450187,15880405,0,3423993,0,110585,257163,1255497,249400,8988576,-520845,11271481,0,0,0,10750636,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","MI","School District of the City of Muskegon Heights",NA,161783,2020,"School District",37229371,17681234,610577,0,0,18751317,136503,0,49740,0,0,154615,0,0,2830702,833517,2151800,0,0,0,2985317,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","MI","North Adams-Jerome Public Schools",NA,161800,2020,"School District",7287893,0,377336,0,0,607500,5179465,0,1113306,0,10286,88904,911512,0,2485209,-156052,3641677,0,0,0,3485625,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","MI","North Central Area Schools",NA,161801,2020,"School District",10905871,1945010,338904,1066,0,505038,6567443,0,1391941,0,157535,185040,1129239,0,3053101,-268732,4636112,0,0,0,4367380,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","MI","NexTech High School",NA,161797,2020,"School District",139151,0,66427,0,72724,0,0,0,0,0,0,1421,331037,0,986006,105790,1212674,0,0,0,1318464,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","MI","Nottawa Community School",NA,161806,2020,"School District",2725438,0,85421,0,0,0,2153784,0,466975,0,0,0,307826,0,1161394,30529,1438691,0,0,0,1469220,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","MI","Old Mission Peninsula School",NA,161809,2020,"School District",242482,0,242482,0,0,0,0,0,0,0,0,29236,257605,0,1633153,305183,1614811,0,0,0,1919994,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","MI","Northport Public School",NA,161805,2020,"School District",8590562,0,453800,0,0,0,6581180,0,1451178,0,104404,12577,958361,0,4360644,773716,4557866,0,0,0,5331582,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","NH","School Administration Unit 24",NA,190413,2020,"School District",2222677,0,75806,3000,0,0,1947785,0,196086,0,0,29906,791997,0,1306116,-308949,2436968,0,0,0,2128019,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","MI","Ontonagon Area School District",NA,161812,2020,"School District",8347410,1108685,278378,0,0,13155,5678235,0,1218136,0,17487,98945,482990,0,3114752,234081,3462606,0,0,0,3696687,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","IA","Diagonal Community School District",NA,162818,2020,"School District",1712597,605000,211303,0,23700,0,872594,0,0,0,0,416423,332239,4555,1640579,19725,2374071,0,0,0,2393796,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","IA","Cardinal Community School District",NA,162812,2020,"School District",13629991,6875000,1356936,0,0,185000,4213778,0,744296,0,5521,3655884,1482480,0,7927666,1000839,12065191,0,0,0,13066030,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","IA","Colo-Nesco Community School District",NA,162816,2020,"School District",5962883,2081000,1552690,0,0,0,2256247,0,72946,0,0,388435,690028,0,5989543,-527832,7595838,0,0,0,7068006,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","MI","Onekama Consolidated Schools",NA,161810,2020,"School District",22136482,12934246,693004,0,0,52479,6843646,0,1465344,0,147763,278924,766354,37673,5363272,323877,6122346,0,0,0,6446223,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","IA","Charter Oak-Ute Community School District",NA,162813,2020,"School District",2174651,185000,406199,0,0,0,1369121,0,189385,0,0,314761,587932,0,3506114,336248,4072559,0,0,0,4408807,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","MI","Owendale-Gagetown Area Schools",NA,161814,2020,"School District",6874334,2642255,200153,0,0,187000,3129247,0,673120,0,42559,45806,778428,0,1448942,-93873,2367049,0,0,0,2273176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","MI","Pittsford Area Schools",NA,161822,2020,"School District",12573236,450000,450000,0,0,403969,9181571,0,1927935,0,65000,35014,1121609,0,3568419,-399996,5125038,0,0,0,4725042,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","MI","Peck Community Schools",NA,161818,2020,"School District",10028017,2803684,348500,0,0,0,5625348,0,1197922,0,52563,95060,2229999,0,1718478,-97758,4141295,0,0,0,4043537,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","MI","Powell Township School District",NA,161825,2020,"School District",2524777,0,176928,0,0,0,1931601,0,416248,0,0,7418,224081,0,1098540,-32345,1362384,0,0,0,1330039,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","IA","Baxter Community School District",NA,162825,2020,"School District",11343944,8105000,520097,0,0,0,2461615,0,257232,0,0,1129421,465380,0,4221935,-318499,6135235,0,0,0,5816736,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","MI","Republic-Michigamme Schools",NA,161830,2020,"School District",6629031,1405000,222121,0,0,0,4109569,0,881860,0,10481,14547,669607,0,2280541,157700,2806995,0,0,0,2964695,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","IA","Andrew Community School District",NA,162821,2020,"School District",1836783,0,625300,0,0,0,1129588,0,81805,0,0,616229,474523,0,3218917,-151680,4461349,0,0,0,4309669,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","MI","Adams Schools",NA,161847,2020,"School District",874328,0,87382,0,0,0,639721,0,147225,0,0,0,9342,0,600054,134183,475213,0,0,0,609396,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","MI","Eccles School",NA,161848,2020,"School District",625700,0,27095,0,0,0,484566,0,114039,0,0,0,17761,0,289246,-33926,340933,0,0,0,307007,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","MI","School District of the City of Inkster",NA,161845,2020,"School District",40948962,5534000,42680,0,35372282,0,0,0,0,0,0,0,0,0,1783662,502673,1280989,0,0,0,1783662,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","MI","Stephenson Area Public Schools",NA,161857,2020,"School District",11262515,0,734691,0,0,0,8644419,0,1844988,0,38417,180770,2626639,0,4381716,96491,7092634,0,0,0,7189125,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","MI","Superior Central School District",NA,161861,2020,"School District",9372042,749040,290087,0,0,50650,6603709,0,1451996,0,0,74439,1280099,0,3214654,-332972,4902164,0,0,0,4569192,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","MI","Traverse Bay Area Intermediate School District",NA,161871,2020,"School District",149309402,0,12716270,0,0,0,110384328,0,24129268,0,1037136,2588818,31331154,0,45816402,-5772708,85509082,0,0,0,79736374,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","MI","The James and Grace Lee Boggs School",NA,161866,2020,"School District",167192,0,167192,0,0,0,0,0,0,0,0,0,422409,0,1203810,63857,1562362,0,0,0,1626219,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","MI","The Greenspire School",NA,161865,2020,"School District",1492881,0,44079,0,954652,130000,0,0,0,0,0,62187,57999,0,1057066,66265,1110987,0,0,0,1177252,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","NJ","Township of Randolph School District",NA,190468,2020,"School District",71556534,38538980,2790518,3164088,0,0,25903365,0,0,0,1159583,2429661,30828140,0,87424431,6073120,114609112,0,0,0,120682232,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","IA","Bcluw Community School District",NA,162849,2020,"School District",5328848,0,757626,0,0,436000,3108317,0,999829,0,0,1048029,910763,5500,6743884,841940,7866236,0,0,0,8708176,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","NJ","Roxbury Township School District",NA,190473,2020,"School District",28575727,10791710,1346770,1361912,0,0,13803244,0,0,0,1272091,6430212,24010703,2039065,68446151,7185295,93740836,0,0,0,100926131,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","MI","Wakefield-Marenisco School District",NA,161891,2020,"School District",8088147,160000,418992,0,0,0,6131973,0,1318057,0,59125,37655,769578,3223,2621929,-304955,3737340,0,0,0,3432385,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","MI","Waldron Area Schools",NA,161893,2020,"School District",8131137,3811207,279277,0,0,101650,3226663,0,683958,0,28382,161192,758525,0,2112657,-190,3032564,0,0,0,3032374,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","MI","Verona Mills School",NA,161884,2020,"School District",494455,0,16653,0,0,0,393846,0,83956,0,0,0,20471,0,206358,-37966,264795,0,0,0,226829,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","MI","Webberville Community Schools",NA,161902,2020,"School District",28510551,15670484,920222,0,882711,402686,8698684,0,1855443,0,75105,127039,1629536,0,6149451,428758,7477268,0,0,0,7906026,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
