"","state","name","census_id","id","ncesID","is_city","is_county","is_intergovernmental","is_special_district","is_state","is_tribal","year","category","total_liabilities","bonds_outstanding","current_liabilities","leases","loans_outstanding","notes_outstanding","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","compensated_absences","charges_for_services","operating_grants","capital_grants","general_revenue","change_in_net_position","expenses","total_operating_revenues","non_operating_revenues","capital_contributions","revenues","has_unconfirmed","component_unit_of_id"
"1","AZ","Greasewood Springs Community School Inc",NA,66951,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",84600,0,65197,0,0,0,0,0,0,0,0,102180,6205224,13624,3737662,5271906,4786784,0,0,0,10058690,FALSE,NA
"2","CO","St. Vrain Valley School District RE-1J",NA,1266165,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",1136809462,499985768,49244572,10163052,0,0,550847978,0,20023290,0,6544802,9009296,71056254,2092018,389038759,176718152,294478175,0,0,0,471196327,FALSE,NA
"3","CA","Mountain View-Los Altos Union High School District",NA,31473,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",373817393,248520541,14346138,1071345,0,0,102993000,0,4863474,0,487895,2112143,22271309,0,126384875,18630453,132137874,0,0,0,150768327,FALSE,NA
"4","IL","Ball-Chatham Community Unit School No. 5",NA,33131,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",38140158,38120000,20158,0,0,0,2088136,725037,21511256,0,0,0,0,0,61945664,9155128,52790536,0,0,0,61945664,FALSE,NA
"5","IL","Cass Elementary School District No. 63",NA,224080,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",7587180,7305000,0,282180,0,0,0,0,0,0,0,398077,5828030,0,10355575,824330,15757352,0,0,0,16581682,FALSE,NA
"6","IL","Bunker Hill Community Unit School District No. 8",NA,224073,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2253007,1922000,52594,278413,0,0,328218,389659,0,0,0,0,0,0,10835168,521075,10314093,0,0,0,10835168,FALSE,NA
"7","IL","Brooklyn Unit School District No. 188",NA,33119,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",1962752,1962752,0,0,0,0,0,0,0,0,0,0,0,0,3347853,98777,3249076,0,0,0,3347853,FALSE,NA
"8","IL","Casey-Westfield Community Unit School District C-4",NA,42094,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",4709894,4415000,22633,201801,70460,0,0,0,0,0,0,0,0,0,17009404,821063,16188341,0,0,0,17009404,FALSE,NA
"9","IL","Avoca Public School District No. 37",NA,224058,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",21231029,8651937,1974758,0,0,0,916633,813901,9687701,0,0,464631,8777623,34407,14935899,-297958,24510518,0,0,0,24212560,FALSE,NA
"10","IL","Boubonnais Elementary School District No. 53",NA,224070,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",12737199,8790000,3703380,243819,0,0,1153675,652722,0,0,0,452394,15246229,0,23299787,2310243,36688168,0,0,0,38998411,FALSE,NA
"11","IL","Benton Consolidated High School District No. 103",NA,224064,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2421276,2416473,4803,0,0,0,372637,271238,3808232,0,0,0,0,0,12974146,-1157366,14131512,0,0,0,12974146,FALSE,NA
"12","IL","Bradley Bourbonnais Community High School #307",NA,93828,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",9065000,9065000,0,0,0,0,1107916,0,0,0,0,0,0,0,36688869,-169354,36858223,0,0,0,36688869,FALSE,NA
"13","IL","Bradley School District No. 61",NA,33026,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",8960,1795000,8960,166328,0,0,824504,0,0,0,0,0,0,0,26645413,1394512,25250901,0,0,0,26645413,FALSE,NA
"14","IL","Bushnell-Prairie City Community Unit School District No. 170",NA,224075,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",1082400,1082400,0,0,0,0,337339,346729,3475540,0,0,0,0,0,12545613,1360125,11185488,0,0,0,12545613,FALSE,NA
"15","IL","Central Community Unit School District No. 301",NA,49299,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",39910017,35360542,99475,0,4450000,0,0,0,0,0,0,0,0,0,96235680,8886763,87348917,0,0,0,96235680,FALSE,NA
"16","IL","Century Unit School District No. 100",NA,224085,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2627728,2615000,1669,0,0,0,0,0,99772,0,0,0,0,0,6454432,298453,6155979,0,0,0,6454432,FALSE,NA
"17","IL","Central City School District No. 133",NA,224082,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",337040,197000,0,140040,0,0,0,0,0,0,0,0,0,0,4610330,211485,4398845,0,0,0,4610330,FALSE,NA
"18","IL","Chaney-Monge School District No. 88",NA,224088,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",3652000,3652000,0,0,0,0,612765,0,2676503,0,0,0,0,0,9177532,160796,9016736,0,0,0,9177532,FALSE,NA
"19","IL","Chicago Ridge Public School District No. 127.5",NA,46398,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",6275146,6082945,192201,0,0,0,873581,365979,9000010,0,0,153691,3426516,0,18546394,3604042,18522559,0,0,0,22126601,FALSE,NA
"20","IL","Harmony-Emge School District No. 175",NA,50749,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",3591,4672724,3591,422334,0,0,0,0,0,0,0,671026,2212003,0,9420805,1074692,11229142,0,0,0,12303834,FALSE,NA
"21","IL","East Dubuque Unit School District No. 119",NA,224112,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",3207197,0,-2803,0,0,0,316940,0,0,0,0,0,0,0,14208529,3643511,10565018,0,0,0,14208529,FALSE,NA
"22","IL","Galena Unit School District No. 120",NA,224123,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",13288479,13277000,11479,90140,0,0,548436,202452,0,0,0,0,0,0,31712819,15700050,16012770,0,0,0,31712820,FALSE,NA
"23","IL","Community Unit School District No. 1",NA,32892,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",4177469,4160000,0,17469,0,0,0,0,0,0,0,0,0,0,9754154,382397,9371757,0,0,0,9754154,FALSE,NA
"24","IL","Gavin School District No. 37",NA,224125,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",5729372,5625000,104372,0,0,0,686579,0,4795360,0,0,164041,5316019,25916,8940349,1128818,13317507,0,0,0,14446325,FALSE,NA
"25","IL","Gillespie Community Unit School District No. 7",NA,93849,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",11998326,11320000,1616,101981,0,574729,770119,0,0,0,0,0,0,0,22419621,396216,22023405,0,0,0,22419621,FALSE,NA
"26","IL","Glen Ellyn School District No. 41",NA,224126,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",63553945,22373755,4012452,0,0,4371000,3588318,0,29208420,0,0,377380,27563199,0,51953704,2240489,77653794,0,0,0,79894283,FALSE,NA
"27","IL","Eastland Community Unit School District No. 308",NA,224113,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",6424611,6425000,-389,0,0,0,380901,183642,0,0,0,0,0,0,14312821,-5938074,20250895,0,0,0,14312821,FALSE,NA
"28","IL","Dwight Common School District No. 232",NA,224111,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,93317,0,0,228072,114499,2462297,0,0,0,0,0,8637560,1058367,7579193,0,0,0,8637560,FALSE,NA
"29","IL","Community High School District No. 128",NA,53408,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",61589285,0,8197501,0,0,0,4358315,494178,47597480,0,179203,1622784,42096135,0,86044502,3364929,126398492,0,0,0,129763421,FALSE,NA
"30","IL","Greenfield Community Unit School District No. 10",NA,224129,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",8124996,2733000,-5036,15000,0,0,0,0,0,0,0,0,0,0,8021432,-486731,8508163,0,0,0,8021432,FALSE,NA
"31","IL","Fulton County Community Unit School District No. 3",NA,224122,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,2145000,0,0,55000,0,718777,0,0,0,0,619176,3169231,0,4906631,63549,8631489,0,0,0,8695038,FALSE,NA
"32","IL","Hall High School District No. 502",NA,224131,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",42265000,42265000,0,0,0,0,0,0,0,0,0,0,0,0,11376560,795072,10581488,0,0,0,11376560,FALSE,NA
"33","IL","Egyptian Community Unit School District No. 5",NA,32880,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",92977,0,0,0,92977,0,0,0,0,0,0,0,0,0,7349931,429722,6920209,0,0,0,7349931,FALSE,NA
"34","IL","Fairfield Public School District No. 112",NA,224117,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",4768414,4511600,0,256814,0,0,0,0,0,0,0,0,0,0,8008749,-1952109,9960858,0,0,0,8008749,FALSE,NA
"35","IL","Lake County Area Vocational System",NA,42100,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",1026,0,1026,0,0,0,0,0,0,0,0,0,0,0,14721326,-723222,15444548,0,0,0,14721326,FALSE,NA
"36","IL","Lincolnshire Prairie-View School Disitrct No. 103",NA,224147,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",12621291,7107414,22953,230924,5260000,0,0,0,0,0,0,1021019,18221038,17000,34297011,2932768,50623300,0,0,0,53556068,FALSE,NA
"37","IL","Lindop School District No. 92-Cook County No 92",NA,224148,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",4661888,795000,132501,33750,0,0,327421,0,3373216,0,0,155768,3854962,0,7690828,964594,10736964,0,0,0,11701558,FALSE,NA
"38","IL","LaGrange Area Department of Special Education",NA,40326,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",11638580,0,590682,0,0,0,957236,7660343,10090662,0,0,22533029,11661548,0,77415,-2339431,36611423,0,0,0,34271992,FALSE,NA
"39","IL","Lena-Winslow Community Unit School District No. 202",NA,224144,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2794615,0,4615,0,0,0,415766,0,0,0,0,0,0,0,13357331,315163,13042168,0,0,0,13357331,FALSE,NA
"40","IL","Milford Area Public School District No. 124",NA,224154,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",16843330,16843330,0,0,0,0,325499,0,0,0,0,0,0,0,12318285,755617,11562668,0,0,0,12318285,FALSE,NA
"41","IL","Norris City-Omaha-Enfield Community Unit School District No. 3",NA,224166,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",1006389,665000,0,0,0,341389,289139,429885,0,0,0,0,0,0,10363297,437353,9925944,0,0,0,10363297,FALSE,NA
"42","IL","Neoga Community Unit School District No. 3",NA,224165,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",965336,942856,7296,15184,0,0,0,0,0,0,0,0,0,0,9507186,361139,9146047,0,0,0,9507186,FALSE,NA
"43","IL","Homewood-Flossmoor Community High School District No. 233",NA,93855,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",17405000,0,0,0,17405000,0,0,0,0,0,0,0,0,0,86477880,1804153,84673727,0,0,0,86477880,FALSE,NA
"44","IL","North Mac Community Unit School District No. 34",NA,224167,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",18255000,18255000,0,0,0,0,845764,0,0,0,0,0,0,0,23227298,-804971,24032269,0,0,0,23227298,FALSE,NA
"45","IL","Morton Grove Public School District No. 70",NA,224160,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2267615,2250255,17360,0,0,0,0,0,0,0,0,128027,7339086,0,14608896,815099,21260910,0,0,0,22076009,FALSE,NA
"46","IL","Mt. Vernon City Schools District No. 80",NA,33014,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",7383393,5495000,205393,0,1683000,0,903869,179672,0,0,0,0,0,0,32831820,1838358,30993462,0,0,0,32831820,FALSE,NA
"47","IL","Northwestern Community Unit School District No. 2",NA,224169,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",481469,430000,0,51469,0,0,220879,0,0,0,0,0,0,0,7324537,16321,7308216,0,0,0,7324537,FALSE,NA
"48","IL","Riverside Brookfield Township High School District No. 208",NA,224196,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",45180712,29993365,152681,80408,0,0,923776,661213,14026311,0,4171,2566718,11904745,0,29448668,4633238,39286893,0,0,0,43920131,FALSE,NA
"49","IL","Peru Elementary School District No. 124",NA,224177,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",12020000,12020000,0,0,0,0,0,0,0,0,0,0,0,0,16271287,-269373,16540660,0,0,0,16271287,FALSE,NA
"50","IL","River Ridge Community Unit School District No. 210",NA,224195,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,1025521,0,0,0,0,0,0,0,13029759,-182196,13211955,0,0,0,13029759,FALSE,NA
"51","IL","Pinckneyville School District No. 50",NA,224178,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",257000,257000,0,0,0,0,0,0,0,0,0,0,0,0,7815089,284215,7530874,0,0,0,7815089,FALSE,NA
"52","IL","Rhodes Public School District No. 84.5",NA,167518,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",5259444,5255000,4444,0,0,0,1188525,0,5334616,0,0,144913,5664332,0,12635415,3077734,15366926,0,0,0,18444660,FALSE,NA
"53","IL","Salt Creek School District No. 48",NA,224205,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",4182170,4155859,26311,0,0,0,0,0,0,0,0,0,0,0,18097005,786532,17310473,0,0,0,18097005,FALSE,NA
"54","IL","Rantoul Township High School District No. 193",NA,224186,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2947352,2923000,24352,0,0,0,0,0,0,0,0,0,0,0,19513570,3500042,16013528,0,0,0,19513570,FALSE,NA
"55","IL","Sangamon Valley Community Unit School District No. 9",NA,224206,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",8479288,8460000,19288,0,0,0,0,0,0,0,0,0,0,0,12804703,-5650564,18455267,0,0,0,12804703,FALSE,NA
"56","IL","Southeastern Community Unit School District No. 337",NA,224214,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",574971,0,91687,0,0,483284,239121,65060,0,0,0,0,0,0,9379701,681670,8698031,0,0,0,9379701,FALSE,NA
"57","IL","South Central Community Unit School District No. 401",NA,33089,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",4716932,4696600,0,20332,0,0,0,0,0,0,0,0,0,0,10971095,87861,10883234,0,0,0,10971095,FALSE,NA
"58","IL","South Beloit Community Unit School District No. 320",NA,224210,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",6522000,6522000,0,0,0,0,492522,452161,5073923,0,0,50126,6971985,0,11500616,1306939,17215788,0,0,0,18522727,FALSE,NA
"59","IL","River Bend Community Unit School District No. 2",NA,224193,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",3645635,3620000,0,25635,0,0,462974,546173,0,0,0,0,0,0,15301315,923586,14377729,0,0,0,15301315,FALSE,NA
"60","IL","Streator Elementary School District No. 44",NA,33051,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2906403,2905000,1403,0,0,0,0,0,0,0,0,0,0,0,27847500,973939,26873561,0,0,0,27847500,FALSE,NA
"61","IL","Spring Valley Elementary CCSD No. 99",NA,224215,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",7885638,7670000,90216,125422,0,0,304329,85642,0,0,0,0,0,0,9965108,-927239,10892347,0,0,0,9965108,FALSE,NA
"62","IL","Vienna High School District No. 13-3",NA,224233,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2535444,2535380,64,0,0,0,88126,0,93205,0,0,0,0,0,7481122,659318,6821804,0,0,0,7481122,FALSE,NA
"63","IL","V.I.T. Commumity Unit School District No. 2",NA,224239,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7122472,-89404,7211876,0,0,0,7122472,FALSE,NA
"64","IL","Washington Grade School District No. 52",NA,224243,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2585000,2585000,0,0,0,0,360052,52593,34076,0,0,0,0,0,12276011,716407,11559604,0,0,0,12276011,FALSE,NA
"65","IL","West Central Community Unit School District No. 235",NA,224248,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",7743639,2131500,51760,0,0,0,439539,0,4523450,0,0,0,0,0,14277121,629208,13647913,0,0,0,14277121,FALSE,NA
"66","IL","West Northfield School District No. 31",NA,224249,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",23043338,11652584,576963,372035,0,0,895578,0,9463165,0,83013,535419,9740712,0,17748844,-547241,28572216,0,0,0,28024975,FALSE,NA
"67","IL","Wilmette Public Schools District No. 39",NA,50638,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",66994002,11504245,8970188,0,0,3945000,3317445,0,39257124,0,0,2723911,31247414,0,59908736,1305610,92574451,0,0,0,93880061,FALSE,NA
"68","IL","Union School District 81",NA,224230,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",2297430,2049083,108347,0,140000,0,0,0,0,0,0,0,0,0,7061752,140020,6921732,0,0,0,7061752,FALSE,NA
"69","IL","Woodland Community Unit School District No. 5",NA,224256,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",5157000,0,0,0,0,0,80654,0,0,0,0,0,0,0,11168221,-1612893,12781114,0,0,0,11168221,FALSE,NA
"70","IN","Cook County School District 130",NA,224263,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",18381332,18362620,18712,0,0,0,0,0,0,0,0,472891,11370741,167052,51860372,11897793,51973263,0,0,0,63871056,FALSE,NA
"71","KS","Fairfield Unified School District No. 310",NA,224284,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,6659541,0,62968,0,0,3774223,0,0,0,0,0,0,0,7859768,74272,7785496,0,0,0,7859768,FALSE,NA
"72","KS","Unified School District No. 473",NA,1265681,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,5140000,0,0,0,0,9908231,0,0,0,0,0,0,0,18950402,532861,18417541,0,0,0,18950402,FALSE,NA
"73","KS","East Central Cooperative in Education",NA,224283,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,331978,0,0,0,0,0,0,0,7977679,634379,7343300,0,0,0,7977679,FALSE,NA
"74","KS","Unified School District No. 112",NA,224278,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,569714,0,0,5448832,0,0,0,0,0,0,0,12843326,-4960,12848286,0,0,0,12843326,FALSE,NA
"75","IL","Zeigler-Royalton Community Unit School District No. 188",NA,224257,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",3556000,3556000,0,0,0,0,321846,58324,3314702,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,NA
"76","IN","Vanguard Collegiate of Indianapolis",NA,107879,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,NA
"77","KS","Unified Scholl District No. 413",NA,33535,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,40740000,0,0,0,0,15202469,0,0,0,0,0,0,0,35662708,-4152412,39815120,0,0,0,35662708,FALSE,NA
"78","KS","Haven Unified School District No. 312",NA,224285,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,11443217,0,0,0,0,7644908,0,0,0,0,0,0,0,16005711,-133983,16139694,0,0,0,16005711,FALSE,NA
"79","KS","USD 415 - Hiawatha",NA,224286,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,6845000,0,0,0,0,8824053,0,0,0,0,0,0,0,17728296,574221,17154075,0,0,0,17728296,FALSE,NA
"80","KS","Unified School District No. 497",NA,33500,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,172885000,0,16225410,0,0,116437365,0,0,0,419349,0,0,0,216233884,3588041,212645843,0,0,0,216233884,FALSE,NA
"81","KS","Northwest Kansas Educational Service Center Interlocal District No. 602",NA,33524,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,60842,0,0,893270,0,0,0,88005,0,0,0,15409898,183755,15226143,0,0,0,15409898,FALSE,NA
"82","KS","North Central Kansas Special Education Cooperative Interlocal 636",NA,48557,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,23163,0,0,0,0,0,0,0,9694347,318036,9376311,0,0,0,9694347,FALSE,NA
"83","KS","Unified School District No. 376 Sterling",NA,224295,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,20505000,0,33500,0,0,4944252,0,0,0,0,0,0,0,26786316,165171,26621145,0,0,0,26786316,FALSE,NA
"84","KS","Unified School District No. 461",NA,167599,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,4250000,0,1545000,0,0,7202495,0,0,0,0,0,0,0,13566065,173712,13392353,0,0,0,13566065,FALSE,NA
"85","KS","Unified School District No. 483",NA,224311,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,1311623,0,0,8026350,0,0,0,72004,0,0,0,13636764,231653,13405111,0,0,0,13636764,FALSE,NA
"86","KS","Unified School District No. 235",NA,224303,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,2600000,0,340000,0,0,4717031,0,0,0,17378,0,0,0,9141580,17264,9124316,0,0,0,9141580,FALSE,NA
"87","KS","Unified School District No. 246",NA,224307,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,5158921,0,0,0,0,0,0,0,10303241,-17086,10320327,0,0,0,10303241,FALSE,NA
"88","KS","Three Lakes Educational Cooperative",NA,224302,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,782610,0,0,0,0,0,0,0,8221870,164512,8057358,0,0,0,8221870,FALSE,NA
"89","KS","Unified School District No. 362",NA,224320,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,11170000,0,0,0,0,11494896,0,0,0,33117,0,0,0,28966787,7729205,21237582,0,0,0,28966787,FALSE,NA
"90","KS","Unified School District No. 206",NA,224312,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,14175000,0,0,0,0,5505469,0,0,0,0,0,0,0,10502371,-6179025,16681396,0,0,0,10502371,FALSE,NA
"91","KS","Unified School District No. 251",NA,224313,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,4282688,0,0,0,0,0,0,0,8235749,314035,7921714,0,0,0,8235749,FALSE,NA
"92","KS","South Barber Unified School District No. 255",NA,224299,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,23558,0,0,2691016,0,0,0,0,0,0,0,6047290,431387,5615903,0,0,0,6047290,FALSE,NA
"93","KS","Unified School District No. 343",NA,224309,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,4265000,0,487619,0,0,7066879,0,103800,0,0,0,0,0,15699687,745080,14954607,0,0,0,15699687,FALSE,NA
"94","KS","Unified School District No. 404",NA,224310,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,10490000,0,0,0,0,7664933,0,0,0,0,0,0,0,13578249,424665,13153584,0,0,0,13578249,FALSE,NA
"95","KS","Unified School District No. 287",NA,224316,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,12515000,0,302838,0,0,6856768,0,0,0,0,0,0,0,19520274,-81072,19601346,0,0,0,19520274,FALSE,NA
"96","KS","Unified School District No. 265",NA,224315,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,121925000,0,123626940,0,0,48569952,0,0,0,0,0,0,0,92411876,-4242737,96654613,0,0,0,92411876,FALSE,NA
"97","KS","Unified School District No. 247",NA,224308,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,1080000,0,0,5742296,0,0,0,0,0,0,0,9828327,47286,9781041,0,0,0,9828327,FALSE,NA
"98","KS","Unified School District No. 254",NA,224314,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,1152104,0,0,4927964,0,0,0,0,0,0,0,9589192,-491999,10081191,0,0,0,9589192,FALSE,NA
"99","KS","Unified School District No. 331",NA,224318,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,1500000,0,0,8635835,0,0,0,0,0,0,0,17248666,230753,17017913,0,0,0,17248666,FALSE,NA
"100","KS","Unified School District No. 337",NA,33512,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,835000,0,0,8774290,0,0,0,0,0,0,0,15686343,138344,15547999,0,0,0,15686343,FALSE,NA
"101","KS","Unified School District No. 352",NA,224319,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,11475000,0,430719,0,0,9124425,0,0,0,0,0,0,0,17931043,-552959,18484002,0,0,0,17931043,FALSE,NA
"102","KS","Unified School District No. 389",NA,224321,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,4800000,0,0,0,0,6118478,0,0,0,0,0,0,0,14394335,650841,13743494,0,0,0,14394335,FALSE,NA
"103","KS","Unified School District No. 492",NA,224322,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,4205000,0,1612633,0,0,3111537,0,0,0,0,0,0,0,6667551,-1829745,8497296,0,0,0,6667551,FALSE,NA
"104","KS","Unified School District No. 214",NA,33508,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,0,0,0,0,0,14227904,0,0,0,0,0,0,0,27510341,-104149,27614490,0,0,0,27510341,FALSE,NA
"105","KS","Unified School District No. 320",NA,33538,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2021,"School District",0,27735000,0,1254777,0,0,18739084,0,0,0,18400,0,0,0,31021847,141860,30879987,0,0,0,31021847,FALSE,NA
