"","id","state","name","ncesID","nces_original_name","students"
"1837","65519","IA","Eagle Grove Community School District","1909990","Eagle Grove Comm School District","1008"
"1838","162936","IA","Earlham Community School District","1910050","Earlham Comm School District","631"
"1839","162937","IA","East Buchanan Community School District","1910110","East Buchanan Comm School District","612"
"1840","162938","IA","East Marshall Community School District","1900040","East Marshall Comm School District","824"
"1841","162939","IA","East Mills Community School District","1918240","East Mills Comm School District","440"
"1842","162940","IA","East Sac County Community School District","1929580","East Sac County Comm School District","850"
"1843","162941","IA","East Union Community School District","1910350","East Union Comm School District","552"
"1844","162942","IA","Eastern Allamakee Community School District","1910410","Eastern Allamakee Comm School District","334"
"1845","162944","IA","Easton Valley Community School District","1910130","Easton Valley Comm School District","478"
"1846","162945","IA","Eddyville-Blakesburg-Fremont Community School District","1904950","Eddyville-Blakesburg- Fremont CSD","1014"
"1847","162946","IA","Edgewood-Colesburg Community School District","1910500","Edgewood-Colesburg Comm School District","529"
"1848","162948","IA","Eldora-New Providence Community School District","1910690","Eldora-New Providence Comm School District","574"
"1849","162951","IA","Emmetsburg Community School District","1910950","Emmetsburg Comm School District","826"
"1850","162953","IA","English Valleys Community School District","1910980","English Valleys Comm School District","472"
"1851","162954","IA","Essex Community School District","1911040","Essex Comm School District","171"
"1852","44460","IA","Estherville Lincoln Central Community School District","1911070","Estherville Lincoln Central Com Sch Dist","1313"
"1853","162957","IA","Exira-Elk Horn-Kimballton Community School District","1911250","Exira-Elk Horn- Kimballton Comm Sch Dist","400"
"1854","33387","IA","Fairfield Community School District","1911340","Fairfield Comm School District","1640"
"1855","162962","IA","Forest City Community School District","1911790","Forest City Comm School District","1159"
"1856","33433","IA","Fort Dodge Community School District","1911820","Fort Dodge Comm School District","3841"
"1857","33389","IA","Fort Madison Community School District","1911850","Fort Madison Comm School District","1881"
"1858","162964","IA","Fremont-Mills Community School District","1912120","Fremont-Mills Comm School District","527"
"1859","162966","IA","Galva-Holstein Community School District","1912230","Galva-Holstein Comm School District","450"
"1860","162968","IA","George-Little Rock Community School District","1912480","George-Little Rock Comm School District","412"
"1861","162969","IA","Gilbert Community School District","1912510","Gilbert Comm School District","1591"
"1862","162971","IA","Gilmore City-Bradgate Community School District","1912600","Gilmore City-Bradgate Comm School District","136"
"1863","162972","IA","Gladbrook-Reinbeck Community School District","1912660","Gladbrook-Reinbeck Comm School District","492"
"1864","33401","IA","Glenwood Community School District","1912690","Glenwood Comm School District","2077"
"1865","162974","IA","Glidden-Ralston Community School District","1912750","Glidden-Ralston Comm School District","345"
"1866","162965","IA","Gmg Community School District","1900060","GMG Comm School District","509"
"1867","162977","IA","Graettinger-Terril Community School District","1912810","Graettinger-Terril Comm School District","348"
"1868","57201","IA","Greene County Community School District","1915210","Greene County Comm School District","1274"
"1869","64880","IA","Grinnell-Newburg Community School District","1913200","Grinnell-Newburg Comm School District","1754"
"1870","162982","IA","Griswold Community School District","1913230","Griswold Comm School District","460"
"1871","163364","IA","Hamburg Community School District","1913440","Hamburg Comm School District","154"
"1872","33381","IA","Hampton-Dumont Community School District","1913470","Hampton-Dumont Comm School District","1332"
"1873","162991","IA","Harlan Community School District","1913500","Harlan Comm School District","1533"
"1874","162993","IA","Harris-Lake Park Community School District","1916140","Harris-Lake Park Comm School District","334"
"1875","162995","IA","Hartley-Melvin-Sanborn Community School District","1913660","Hartley-Melvin-Sanborn Comm School District","639"
"1876","163001","IA","Highland Community School District","1914010","Highland Comm School District","614"
"1877","163002","IA","Hinton Community School District","1914160","Hinton Comm School District","801"
"1878","162988","IA","hlv community school district","1913380","H-L-V Comm School District","338"
"1879","33384","IA","Howard-Winneshiek Community School District","1914280","Howard-Winneshiek Comm School District","1096"
"1880","163004","IA","Hubbard-Radcliffe Community School District","1914310","Hubbard-Radcliffe Comm School District","398"
"1881","163005","IA","Hudson Community School District","1914340","Hudson Comm School District","786"
"1882","65381","IA","Humboldt Community School District","1914370","Humboldt Comm School District","1518"
"1883","163008","IA","Ikm-Manning Community School District","1914880","IKM-Manning Comm School District","705"
"1884","163010","IA","Independence Community School District","1914580","Independence Comm School District","1496"
"1885","163368","IA","Indianola Community School District","1914640","Indianola Comm School District","3663"
"1886","163012","IA","Interstate 35 Community School District","1914670","Interstate 35 Comm School District","848"
"1887","33388","IA","Iowa City Community School District","1914700","Iowa City Comm School District","14939"
"1888","163020","IA","Iowa Falls Community School District","1914730","Iowa Falls Comm School District","1314"
"1889","163031","IA","Iowa Valley Community School District","1914850","Iowa Valley Comm School District","580"
"1890","163036","IA","Jesup Community School District","1915330","Jesup Comm School District","1063"
"1891","33411","IA","Johnston Community School District","1915450","Johnston Comm School District","7517"
"1892","33390","IA","Keokuk Community School District","1915630","Keokuk Comm School District","1892"
"1893","163044","IA","Keota Community School District","1915660","Keota Comm School District","332"
"1894","163045","IA","Kingsley-Pierson Community School District","1915750","Kingsley-Pierson Comm School District","437"
"1895","33398","IA","Knoxville Community School District","1915840","Knoxville Comm School District","1721"
"1896","163373","IA","Lake Mills Community School District","1916110","Lake Mills Comm School District","700"
"1897","163374","IA","Lamoni Community School District","1916320","Lamoni Comm School District","337"
"1898","163053","IA","Laurens-Marathon Community School District","1916420","Laurens-Marathon Comm School District","154"
"1899","163054","IA","Lawton-Bronson Community School District","1916440","Lawton-Bronson Comm School District","700"
"1900","33408","IA","Le Mars Community School District","1916530","Le Mars Comm School District","2283"
"1901","163376","IA","Lenox Community School District","1916620","Lenox Comm School District","508"
"1902","33419","IA","Lewis Central Community School District","1916680","Lewis Central Comm School District","3017"
"1903","33393","IA","Linn-Mar Community School District","1917220","Linn-Mar Comm School District","7937"
"1904","282171","IA","Lisbon Community School District","1917250","Lisbon Comm School District","698"
"1905","163059","IA","Logan-Magnolia Community School District","1917460","Logan-Magnolia Comm School District","699"
"1906","163060","IA","Lone Tree Community School District","1917550","Lone Tree Comm School District","483"
"1907","163063","IA","Louisa-Muscatine Community School District","1917820","Louisa-Muscatine Comm School District","862"
"1908","163064","IA","Luverne Community School District","1917880","LuVerne Comm School District","49"
"1909","163066","IA","Lynnville-Sully Community School District","1918030","Lynnville-Sully Comm School District","553"
"1910","163070","IA","Madrid Community School District","1918180","Madrid Comm School District","723"
"1911","163072","IA","Manson Northwest Webster Community School District","1918330","Manson Northwest Webster Comm School District","801"
"1912","163073","IA","Maple Valley-Anthon Oto Community School District","1918480","Maple Valley-Anthon Oto Comm School District","661"
"1913","33385","IA","Maquoketa Community School District","1918510","Maquoketa Comm School District","1405"
"1914","163076","IA","Maquoketa Valley Community School District","1918540","Maquoketa Valley Comm School District","732"
"1915","163078","IA","Marcus-Meriden-Cleghorn Community School District","1918630","Marcus-Meriden-Cleghorn Comm School District","349"
"1916","163080","IA","Marion Independent School District","1918690","Marion Independent School District","2184"
"1917","33399","IA","Marshalltown Community School District","1918720","Marshalltown Comm School District","5230"
"1918","33367","IA","Mason City Community School District","1918780","Mason City Comm School District","3924"
"1919","163083","IA","Mediapolis Community School District","1918930","Mediapolis Comm School District","899"
"1920","163084","IA","Melcher-Dallas Community School District","1918960","Melcher-Dallas Comm School District","347"
"1921","93810","IA","Mid-Prairie Community School District","1919140","Mid-Prairie Comm School District","1474"
"1922","163088","IA","Midland Community School District","1919200","Midland Comm School District","479"
"1923","163091","IA","Missouri Valley Community School District","1919440","Missouri Valley Comm School District","799"
"1924","163068","IA","mocfloyd valley community school district","1918840","MOC-Floyd Valley Comm School District","1532"
"1925","163095","IA","Montezuma Community School District","1919590","Montezuma Comm School District","490"
"1926","163097","IA","Monticello Community School District","1919650","Monticello Comm School District","1049"
"1927","113387","IA","Moravia Community School District","1919710","Moravia Comm School District","383"
"1928","163099","IA","Mormon Trail Community School District","1919740","Mormon Trail Comm School District","215"
"1929","163100","IA","Morning Sun Community School District","1919770","Morning Sun Comm School District","130"
"1930","163380","IA","Moulton-Udell Community School District","1919800","Moulton-Udell Comm School District","182"
"1931","163101","IA","Mount Ayr Community School District","1919860","Mount Ayr Comm School District","647"
"1932","33383","IA","Mount Pleasant Community School District","1919890","Mount Pleasant Comm School District","2000"
"1933","163103","IA","Mount Vernon Community School District","1920040","Mount Vernon Comm School District","1415"
"1934","163105","IA","Murray Community School District","1920100","Murray Comm School District","298"
"1935","33403","IA","Muscatine Community School District","1920130","Muscatine Comm School District","4925"
"1936","163108","IA","Nashua-Plainfield Community School District","1920190","Nashua-Plainfield Comm School District","600"
"1937","163109","IA","Nevada Community School District","1920250","Nevada Comm School District","1592"
"1938","163110","IA","New Hampton Community School District","1920340","New Hampton Comm School District","1036"
"1939","163112","IA","New London Community School District","1920460","New London Comm School District","556"
"1940","163114","IA","Newell-Fonda Community School District","1920580","Newell-Fonda Comm School District","526"
"1941","33386","IA","Newton Community School District","1920610","Newton Comm School District","2931"
"1942","163116","IA","Nodaway Valley Community School District","1913110","Nodaway Valley Comm School District","640"
"1943","163117","IA","North Butler Community School District","1903450","North Butler Comm School District","569"
"1944","163118","IA","North Cedar Community School District","1917100","North Cedar Comm School District","666"
"1945","163119","IA","North Fayette Valley Community School District","1900006","North Fayette Valley Comm School District","1128"
"1946","163120","IA","North Iowa Community School District","1905750","North Iowa Comm School District","483"
"1947","163123","IA","North Kossuth Community School District","1920830","North Kossuth Comm School District","324"
"1948","163124","IA","North Linn Community School District","1920820","North Linn Comm School District","609"
"1949","163125","IA","North Mahaska Community School District","1920850","North Mahaska Comm School District","604"
"1950","163126","IA","North Polk Community School District","1920910","North Polk Comm School District","1927"
"1951","33423","IA","North Scott Community School District","1920940","North Scott Comm School District","3299"
"1952","163127","IA","North Tama County Community School District","1921000","North Tama County Comm School District","480"
"1953","163128","IA","North Union Community School District","1903850","North Union Comm School District","343"
"1954","163130","IA","Northeast Community School District","1921090","Northeast Comm School District","908"
"1955","163139","IA","Northwood-Kensett Community School District","1921210","Northwood-Kensett Comm School District","599"
"1956","45314","IA","Norwalk Community School District","1921240","Norwalk Comm School District","3334"
"1957","163140","IA","Odebolt Arthur Battle Creek Ida Grove Community School District","1921600","Odebolt Arthur Battle Creek Ida Grove Comm School District","1010"
"1958","42930","IA","Oelwein Community School District","1921630","Oelwein Comm School District","1325"
"1959","163141","IA","Ogden Community School District","1921660","Ogden Comm School District","762"
"1960","163143","IA","Okoboji Community School District","1900021","Okoboji Comm School District","1177"
"1961","163383","IA","Olin Consolidated Independent School","1921720","Olin Consolidated School District","88"
"1962","163146","IA","Orient-Macksburg Community School District","1921810","Orient-Macksburg Comm School District","161"
"1963","163147","IA","Osage Community School District","1921840","Osage Comm School District","990"
"1964","42877","IA","Oskaloosa Community School District","1921870","Oskaloosa Comm School District","2196"
"1965","33430","IA","Ottumwa Community School District","1922110","Ottumwa Comm School District","4713"
"1966","163155","IA","Panorama Community School District","1900025","Panorama Comm School District","730"
"1967","163156","IA","Paton-Churdan Community School District","1922380","Paton-Churdan Comm School District","238"
"1968","163152","IA","pcm community school district","1999017","PCM Comm School District","1131"
"1969","163159","IA","Pekin Community School District","1922440","Pekin Comm School District","719"
"1970","163160","IA","Pella Community School District","1922470","Pella Comm School District","2471"
"1971","43572","IA","Perry Community School District","1922530","Perry Comm School District","1780"
"1972","33425","IA","Pleasant Valley Community School District","1923110","Pleasant Valley Comm School District","5244"
"1973","163164","IA","Pleasantville Community School District","1912330","Garner-Hayfield-Ventura Comm School District","1006"
"1974","163166","IA","Pocahontas Area Community School District","1923190","Pocahontas Area Comm School District","721"
"1975","48607","IA","Postville Community School District","1923340","Postville Comm School District","767"
"1976","163169","IA","Prairie Valley Community School District","1900028","Prairie Valley Comm School District","551"
"1977","33402","IA","Red Oak Community School District","1924000","Red Oak Comm School District","1075"
"1978","163178","IA","Remsen-Union Community School District","1924120","Remsen-Union Comm School District","336"
"1979","163180","IA","Riceville Community School District","1924150","Riceville Comm School District","377"
"1980","163182","IA","River Valley Community School District","1910340","River Valley Comm School District","391"
"1981","163183","IA","Riverside Community School District","1900027","Riverside Comm School District","641"
"1982","163185","IA","Rock Valley Community School District","1924660","Rock Valley Comm School District","966"
"1983","163186","IA","Roland-Story Community School District","1924870","Roland-Story Comm School District","1139"
"1984","163187","IA","Rudd-Rockford-Marble Rock Community School District","1924960","Rudd-Rockford-Marble Rk Comm School District","439"
"1985","163188","IA","Ruthven-Ayrshire Community School District","1925050","Ruthven-Ayrshire Comm School District","194"
"1986","33413","IA","Saydel Community School District","1925320","Saydel Comm School District","1413"
"1987","163190","IA","Schaller Crestland Community School District","1925380","Schaller-Crestland Comm School District","401"
"1988","163191","IA","Schleswig Community School District","1925410","Schleswig Comm School District","185"
"1989","163193","IA","Sergeant Bluff-Luton Community School District","1925590","Sergeant Bluff-Luton Comm School District","1709"
"1990","163194","IA","Seymour Community School District","1925620","Seymour Comm School District","251"
"1991","163197","IA","Sheldon Community School District","1925980","Sheldon Comm School District","1180"
"1992","33407","IA","Shenandoah Community School District","1926070","Shenandoah Comm School District","1136"
"1993","163198","IA","Sibley-Ocheyedan Community School District","1900015","Sibley-Ocheyedan Comm School District","769"
"1994","163199","IA","Sidney Community School District","1926250","Sidney Comm School District","514"
"1995","163200","IA","Sigourney Community School District","1926280","Sigourney Comm School District","585"
"1996","65576","IA","Sioux Center Community School District","1926370","Sioux Center Comm School District","1611"
"1997","163202","IA","Sioux Central Community School District","1900023","Sioux Central Comm School District","682"
"1998","33436","IA","Sioux City Community School District","1926400","Sioux City Comm School District","15354"
"1999","163206","IA","Solon Community School District","1926580","Solon Comm School District","1529"
"2000","163388","IA","South Central Calhoun Community School District","1900024","South Central Calhoun Comm School District","937"
"2001","163211","IA","South Hamilton Community School District","1926640","South Hamilton Comm School District","721"
"2002","163216","IA","South Page Community School District","1926670","South Page Comm School District","118"
"2003","33427","IA","South Tama County Community School District","1926730","South Tama County","1557"
"2004","163217","IA","South Winneshiek Community School District","1926790","South Winneshiek Comm School District","534"
"2005","33412","IA","Southeast Polk Community School District","1926820","Southeast Polk Comm School District","7297"
"2006","163218","IA","Southeast Warren Community School District","1926850","Southeast Warren Comm School District","517"
"2007","163219","IA","Southeast Webster-Grand Community School District","1999019","Southeast Webster Grand Comm School District","569"
"2008","33370","IA","Spencer Community School District","1926910","Spencer Comm School District","2247"
"2009","163228","IA","Spirit Lake Community School District","1927000","Spirit Lake Comm School District","1299"
"2010","163230","IA","Springville Community School District","1927060","Springville Comm School District","433"
"2011","163231","IA","St. Ansgar Community School District","1925200","St Ansgar Comm School District","603"
"2012","163232","IA","Stanton Community School District","1927240","Stanton Comm School District","259"
"2013","163233","IA","Starmont Community School District","1927270","Starmont Comm School District","622"
"2014","33364","IA","Storm Lake Community School District","1927390","Storm Lake Comm School District","2811"
"2015","163238","IA","Stratford Community School District","1927480","Stratford Comm School District","65"
"2016","163243","IA","Sumner-Fredericksburg Community School District","1927600","Sumner-Fredericksburg Comm School District","839"
"2017","163247","IA","Tipton Community School District","1927870","Tipton Comm School District","1007"
"2018","163250","IA","Treynor Community School District","1927960","Treynor Comm School District","822"
"2019","163252","IA","Tri-County Community School District","1928020","Tri-County Comm School District","243"
"2020","163253","IA","Tripoli Community School District","1928050","Tripoli Comm School District","404"
"2021","163254","IA","Turkey Valley Community School District","1928110","Turkey Valley Comm School District","348"
"2022","163256","IA","Twin Cedars Community School District","1928170","Twin Cedars Comm School District","339"
"2023","163257","IA","Twin Rivers Community School District","1928200","Twin Rivers Comm School District","56"
"2024","163258","IA","Underwood Community School District","1928230","Underwood Comm School District","798"
"2025","163259","IA","Union Community School District","1900022","Union Comm School District","1071"
"2026","163260","IA","United Community School District","1928560","United Comm School District","376"
"2027","33414","IA","Urbandale Community School District","1928680","Urbandale Comm School District","4288"
"2028","197948","IA","Van Buren County Community School District","1928980","Van Buren County Comm School District","842"
"2029","163265","IA","Van Meter Community School District","1929010","Van Meter Comm School District","895"
"2030","163267","IA","Villisca Community School District","1929280","Villisca Comm School District","305"
"2031","224052","IA","Vinton-Shellsburg Community School District","1929310","Vinton-Shellsburg Comm School District","1513"
"2032","162880","IA","Waco Community School District","1929490","Waco Comm School District","505"
"2033","163397","IA","Wapello Community School District","1929730","Wapello Comm School District","565"
"2034","163269","IA","Wapsie Valley Community School District","1929760","Wapsie Valley Comm School District","753"
"2035","33432","IA","Washington Community School District","1930240","Washington Comm School District","1763"
"2036","33360","IA","Waterloo Community School District","1930480","Waterloo Comm School District","11059"
"2037","48591","IA","Waukee Community School District","1930510","Waukee Comm School District","11518"
"2038","64877","IA","Waverly-Shell Rock Community School District","1930540","Waverly-Shell Rock Comm School District","2378"
"2039","163276","IA","Wayne Community School District","1930560","Wayne Comm School District","650"
"2040","33382","IA","Webster City Community School District","1930630","Webster City Comm School District","1904"
"2041","163280","IA","West Bend-Mallard Community School District","1930720","West Bend-Mallard Comm School District","351"
"2042","163398","IA","West Branch Community School District","1930750","West Branch Comm School District","836"
"2043","163281","IA","West Burlington Independent School District","1930780","West Burlington Ind School District","974"
"2044","163282","IA","West Central Community School District","1930870","West Central Comm School District","290"
"2045","163284","IA","West Central Valley Community School District","1927500","West Central Valley Comm School District","876"
"2046","1240477","IA","West Delaware County Community School District","1930900","West Delaware County Comm School District","1440"
"2047","33415","IA","West Des Moines Community School District","1930930","West Des Moines Comm School District","9351"
"2048","163286","IA","West Fork Community School District","1925920","West Fork Comm School District","738"
"2049","163287","IA","West Hancock Community School District","1905430","West Hancock Comm School District","620"
"2050","163288","IA","West Harrison Community School District","1930960","West Harrison Comm School District","297"
"2051","33404","IA","West Liberty Community School District","1930990","West Liberty Comm School District","1372"
"2052","163290","IA","West Marshall Community School District","1931080","West Marshall Comm School District","1017"
"2053","163291","IA","West Monona Community School District","1931110","West Monona Comm School District","648"
"2054","64881","IA","West Sioux Community School District","1931290","West Sioux Comm School District","879"
"2055","33378","IA","Western Dubuque County Community School District","1931350","Western Dubuque Comm School District","3642"
"2056","163292","IA","Westwood Community School District","1931470","Westwood Comm School District","614"
"2057","163293","IA","Whiting Community School District","1931620","Whiting Comm School District","198"
"2058","163294","IA","Williamsburg Community School District","1931680","Williamsburg Comm School District","1238"
"2059","163295","IA","Wilton Community School District","1931800","Wilton Comm School District","940"
"2060","163297","IA","Winfield-Mt. Union Community School District","1931830","Winfield-Mt Union Comm School District","429"
"2061","33397","IA","Winterset Community School District","1931860","Winterset Comm School District","1795"
"2062","163400","IA","Woodbine Community School District","1931920","Woodbine Comm School District","512"
"2063","163301","IA","Woodbury Central Community School District","1931950","Woodbury Central Comm School District","620"
"2064","163302","IA","Woodward-Granger Community School District","1932010","Woodward-Granger Comm School District","1278"
"2065","71133","ID","Aberdeen School District 58","1600030","ABERDEEN DISTRICT","705"
"2066","32744","ID","American Falls School District No. 381","1600060","AMERICAN FALLS JOINT DISTRICT","1552"
"2067","32703","ID","Bear Lake School District No. 33","1600240","BEAR LAKE COUNTY DISTRICT","1172"
"2068","32707","ID","Blackfoot School District No. 55","1600270","BLACKFOOT DISTRICT","3813"
"2069","32711","ID","Blaine County School District No. 61","1600300","BLAINE COUNTY DISTRICT","3389"
"2070","32712","ID","Bonneville Joint School District No. 93","1600930","BONNEVILLE JOINT DISTRICT","13382"
"2071","32714","ID","Boundary County School District No. 101","1600420","BOUNDARY COUNTY DISTRICT","1446"
"2072","64812","ID","Bruneau-Grand View Joint School District No. 365","1600450","BRUNEAU-GRAND VIEW JOINT SCHOOL DISTRICT","310"
"2073","32746","ID","Buhl Joint School District No. 412","1600480","BUHL JOINT DISTRICT","1301"
"2074","42677","ID","Cassia County Jt. School District 151","1600660","CASSIA COUNTY JOINT DISTRICT","5564"
"2075","32730","ID","Coeur d'Alene School District No. 271","1600780","COEUR D'ALENE DISTRICT","11017"
"2076","167411","ID","Emmett Joint School District No 221","1601020","EMMETT INDEPENDENT DISTRICT","2668"
"2077","196557","ID","filer school district 413","1601050","FILER DISTRICT","1645"
"2078","167412","ID","Fremont County School District No. 215","1601110","FREMONT COUNTY JOINT DISTRICT","2196"
"2079","32742","ID","Fruitland School District No. 373","1601140","FRUITLAND DISTRICT","1661"
"2080","32726","ID","Gooding Joint School District 231","1601260","GOODING JOINT DISTRICT","1379"
"2081","32713","ID","Idaho Falls School District No. 91","1601530","IDAHO FALLS DISTRICT","10286"
"2082","32698","ID","Independent School District of Boise City","1600360","BOISE INDEPENDENT DISTRICT","25673"
"2083","32727","ID","Jefferson Joint School District No. 251","1601570","JEFFERSON COUNTY JOINT DISTRICT","6280"
"2084","32721","ID","Joint School District No. 171","1602100","JOINT SCHOOL DISTRICT NO. 2","40600"
"2085","32734","ID","Kamiah Joint School District No. 304","1601620","KAMIAH JOINT DISTRICT","406"
"2086","32745","ID","Kellogg Joint School District No. 391","1601650","KELLOGG JOINT DISTRICT","1090"
"2087","32747","ID","Kimberly School District No. 414","1601710","KIMBERLY DISTRICT","2101"
"2088","167414","ID","Kuna Joint School District No. 3","1601770","KUNA JOINT DISTRICT","5604"
"2089","46517","ID","Lake Pend Oreille School District No. 84","1600002","LAKE PEND OREILLE SCHOOL DISTRICT","3654"
"2090","32728","ID","Lakeland Joint School District No. 272","1601800","LAKELAND DISTRICT","4533"
"2091","32738","ID","Lapwai School District No. 341","1601830","LAPWAI DISTRICT","519"
"2092","32735","ID","Madison School District No. 321","1601920","MADISON DISTRICT","5406"
"2093","32741","ID","Marsing Joint School District No. 363","1601980","MARSING JOINT DISTRICT","847"
"2094","32748","ID","Mccall-Donnelly Joint School District No. 421","1602030","MCCALL-DONNELLY JOINT SCHOOL DISTRICT","1314"
"2095","32717","ID","Middleton School District No. 134","1602130","MIDDLETON DISTRICT","4039"
"2096","32737","ID","Minidoka Joint School District No. 331","1602190","MINIDOKA COUNTY JOINT DISTRICT","4370"
"2097","32732","ID","Moscow School District No. 281","1602220","MOSCOW DISTRICT","2470"
"2098","1238127","ID","Mountain Home School District No. 193","1602250","MOUNTAIN HOME DISTRICT","3915"
"2099","52589","ID","mountain view school district 244","1600139","MOUNTAIN VIEW SCHOOL DISTRICT","1224"
"2100","32718","ID","Nampa School District No. 131","1602340","NAMPA SCHOOL DISTRICT","15699"
"2101","167415","ID","Oneida School District No. 351","1602490","ONEIDA COUNTY DISTRICT","3367"
"2102","32719","ID","Parma School District No. 137","1602550","PARMA DISTRICT","1046"
"2103","32743","ID","Payette Joint School District No. 371","1602580","PAYETTE JOINT DISTRICT","1390"
"2104","167416","ID","Plummer Worley Joint School Distrcit No 44","1600815","PLUMMER-WORLEY JOINT DISTRICT","380"
"2105","32702","ID","Pocatello/Chubbuck School District No. 25","1602640","POCATELLO DISTRICT","12502"
"2106","32729","ID","Post Falls School District No. 273","1602670","POST FALLS DISTRICT","6150"
"2107","32723","ID","Preston School District No. 201","1600960","PRESTON JOINT DISTRICT","2448"
"2108","32733","ID","Salmon School District No. 291","1602850","SALMON DISTRICT","777"
"2109","32708","ID","Shelley Joint School District No. 60","1602910","SHELLEY JOINT DISTRICT","2323"
"2110","32710","ID","Snake River School District No. 52","1602970","SNAKE RIVER DISTRICT","1817"
"2111","399354","ID","St. Maries Joint School District No. 41","1603060","ST MARIES JOINT DISTRICT","974"
"2112","32736","ID","Sugar-Salem Joint School District No. 322","1603090","SUGAR-SALEM JOINT DISTRICT","1591"
"2113","46223","ID","Teton County School District No. 401","1603180","TETON COUNTY DISTRICT","1876"
"2114","32720","ID","Vallivue School District No. 139","1600600","VALLIVUE SCHOOL DISTRICT","9924"
"2115","32749","ID","Weiser School District No. 431","1603330","WEISER DISTRICT","1558"
"2116","46365","ID","West Bonner County School District No. 83","1600001","WEST BONNER COUNTY DISTRICT","1034"
"2117","42481","IL","A.E.R.O Special Education Cooperative","1700024","A E R O Spec Educ Coop","213"
"2118","32980","IL","addison school district 4","1703150","Addison SD 4","3843"
"2119","169683","IL","Adlai E.Stevenson High School District No. 125","1732580","Adlai E Stevenson HSD 125","4271"
"2120","33076","IL","alton community unit school district 11","1703600","Alton CUSD 11","6084"
"2121","197183","IL","Anna CC School District 37","1703750","Anna CCSD 37","649"
"2122","49303","IL","Antioch Community Consolidated School District No. 34","1703840","Antioch CCSD 34","2783"
"2123","45061","IL","Arbor Park School District No. 145","1703930","Arbor Park SD 145","1250"
"2124","32895","IL","argo community high school district 217","1704020","Argo CHSD 217","1934"
"2125","197784","IL","arlington heights school district 25","1704140","Arlington Heights SD 25","5527"
"2126","32979","IL","arthur community unit school district 305","1704260","Arthur CUSD 305","1147"
"2127","33018","IL","aurora east school district 131","1704680","Aurora East USD 131","13571"
"2128","33045","IL","Barrington Community Unit School District No. 220","1705050","Barrington CUSD 220","8557"
"2129","33016","IL","batavia public school district 101","1705220","Batavia USD 101","5527"
"2130","50096","IL","beach park community consolidated school district 3","1700010","Beach Park CCSD 3","2093"
"2131","196559","IL","Beardstown Community Unit School District No. 15","1705310","Beardstown CUSD 15","1527"
"2132","33117","IL","Belle Valley School District No. 119","1705580","Belle Valley SD 119","1053"
"2133","45609","IL","belleville public schools district 118","1705610","Belleville SD 118","3669"
"2134","224063","IL","Belleville Township High School District No. 201","1705640","Belleville Twp HSD 201","4677"
"2135","169381","IL","Bellwood School District No. 88","1705760","Bellwood SD 88","2392"
"2136","32882","IL","Belvidere Community Unit School District No. 100","1705790","Belvidere CUSD 100","7685"
"2137","41763","IL","bensenville elementary school district 2","1705910","Bensenville SD 2","2184"
"2138","196560","IL","Benton Community Consolidated Schools District No. 47","1705950","Benton CCSD 47","1178"
"2139","32899","IL","Berkeley School District No. 87","1706000","Berkeley SD 87","2505"
"2140","42496","IL","Berwyn North School District No. 98","1706060","Berwyn North SD 98","2812"
"2141","32900","IL","Berwyn South School District No. 100","1706090","Berwyn South SD 100","3520"
"2142","33077","IL","bethalto community unit school district 8","1706120","Bethalto CUSD 8","2422"
"2143","33153","IL","Bi-County Special Education Cooperative","1700227","Bi-County Special Educ Coop","170"
"2144","167424","IL","Big Hollow School District No. 38","1706270","Big Hollow SD 38","1787"
"2145","61524","IL","Black Hawk Area Special Education District Joint Agreement No. 865","1700084","Black Hawk Area Sp Ed District","200"
"2146","224664","IL","bloom township high school district 206","1706420","Bloom Twp HSD 206","2788"
"2147","33066","IL","Bloomington Public Schools District No. 87","1706480","Bloomington SD 87","5208"
"2148","169382","IL","Board of Education of the City of Peoria District No. 150","1731230","Peoria SD 150","12924"
"2149","151224","IL","bond county community unit school district 2","1717730","Bond County CUSD 2","1720"
"2150","167429","IL","Bourbonnais Elementary Scool District No. 53","1706750","Bourbonnais SD 53","2466"
"2151","43259","IL","Bradley Bourbonnais Community High School District No. 307","1706960","Bradley Bourbonnais CHSD 307","1944"
"2152","32904","IL","bremen community high school district 228","1707050","Bremen CHSD 228","4970"
"2153","167431","IL","brookfieldlagrange park school district 95","1707320","Brookfield Lagrange Park SD 95","1309"
"2154","32906","IL","Brookwood School District No. 167","1716950","Brookwood SD 167","1167"
"2155","32953","IL","burbank school district number 111","1736810","Burbank SD 111","3517"
"2156","1266453","IL","bureau, henry, and stark counties regional office of education 28","1700168","Bureau/Henry/Stark ROE","7"
"2157","33120","IL","Cahokia Community Unit School District No. 187","1708040","Cahokia CUSD 187","3262"
"2158","32879","IL","Cairo School District No.1","1708070","Cairo USD 1","304"
"2159","32907","IL","calumet city school district 155","1741520","Calumet City SD 155","1090"
"2160","32909","IL","Calumet Public School District No. 132","1708130","Calumet Public SD 132","1034"
"2161","33001","IL","Canton Union School District No. 66","1708280","Canton Union SD 66","2348"
"2162","33009","IL","carbondale community high school district 165","1708370","Carbondale CHSD 165","989"
"2163","33010","IL","carbondale elementary school district 95","1708340","Carbondale ESD 95","1534"
"2164","196562","IL","Carlinville Community Unit School District No. 1","1708430","Carlinville CUSD 1","1381"
"2165","33150","IL","carmiwhite county community unit school district 5","1708500","Carmi-White County CUSD 5","1399"
