"","id","state","name","ncesID","nces_original_name","students"
"1","30400","AK","Alaska Gateway School District","0200050","Alaska Gateway School District","409"
"2","31587","AK","Aleutians East Borough School District","0200007","Aleutians East Borough School District","234"
"3","40425","AK","Anchorage School District","0200180","Anchorage School District","46143"
"4","91417","AK","Annette Islands School District","0200525","Annette Island School District","310"
"5","30406","AK","Bering Strait School District","0200020","Bering Strait School District","1900"
"6","223680","AK","Bristol Bay Borough School District","0200030","Bristol Bay Borough School District","113"
"7","64745","AK","Chatham School District","0200730","Chatham School District","152"
"8","30407","AK","Chugach School District","0200800","Chugach School District","510"
"9","40426","AK","City and Borough of Juneau School District","0200210","Juneau Borough School District","4725"
"10","30411","AK","Copper River School District","0200070","Copper River School District","446"
"11","44336","AK","Cordova School District","0200060","Cordova City School District","336"
"12","31603","AK","Craig City School District","0200090","Craig City School District","560"
"13","223681","AK","Denali Borough School District","0200770","Denali Borough School District","993"
"14","31592","AK","Dillingham City School District","0200120","Dillingham City School District","442"
"15","40268","AK","Fairbanks North Star Borough School District","0200600","Fairbanks North Star Borough School District","13319"
"16","31610","AK","Galena City School District","0200130","Galena City School District","5326"
"17","31606","AK","Hoonah City School District","0200300","Hoonah City School District","127"
"18","65139","AK","Hydaburg City School District","0200330","Hydaburg City School District","112"
"19","30412","AK","Iditarod Area School District","0200520","Iditarod Area School District","320"
"20","40239","AK","Kake City School District","0200360","Kake City School District","103"
"21","30415","AK","Kashunamiut School District","0200005","Kashunamiut School District","313"
"22","31578","AK","Kenai Peninsula Borough School District","0200390","Kenai Peninsula Borough School District","8774"
"23","31580","AK","Ketchikan Gateway Borough School District","0200150","Ketchikan Gateway Borough School District","2291"
"24","45184","AK","Klawock City School District","0200450","Klawock City School District","131"
"25","31584","AK","Kodiak Island Borough School District","0200480","Kodiak Island Borough School District","2308"
"26","30404","AK","Kuspuk School District","0200760","Kuspuk School District","406"
"27","31588","AK","lake and peninsula school district","0200485","Lake and Peninsula Borough School District","361"
"28","223683","AK","Lower Kuskokwim School District","0200001","Lower Kuskokwim School District","4245"
"29","30409","AK","Lower Yukon School District","0200003","Lower Yukon School District","2027"
"30","48865","AK","Nenana City School District","0200540","Nenana City School District","1442"
"31","40367","AK","Nome Public Schools","0200570","Nome Public Schools","710"
"32","31586","AK","North Slope Borough School District","0200610","North Slope Borough School District","2170"
"33","31582","AK","Northwest Arctic Borough School District","0200625","Northwest Arctic Borough School District","2097"
"34","64747","AK","Petersburg School District","0200660","Petersburg Borough School District","469"
"35","30401","AK","Pribilof School District","0200670","Pribilof School District","65"
"36","31605","AK","Sitka School District","0200240","Sitka School District","1203"
"37","65158","AK","Southeast Island School District","0200700","Southeast Island School District","175"
"38","30403","AK","Southwest Region Schools","0200710","Southwest Region School District","636"
"39","167076","AK","Valdez City Schools","0200780","Valdez City School District","718"
"40","30413","AK","Yukon Flats School District","0200775","Yukon Flats School District","211"
"41","30402","AK","Yupiit School District","0200004","Yupiit School District","463"
"42","1036511","AL","Alabaster City Board of Education","0100190","Alabaster City","6293"
"43","1017280","AL","Albertville City Board of Education","0100005","Albertville City","5824"
"44","30388","AL","Alexander City Board of Education","0100030","Alexander City","3036"
"45","30326","AL","Andalusia City Board of Education","0100060","Andalusia City","1839"
"46","30311","AL","Anniston City Board of Education","0100090","Anniston City","1887"
"47","1017281","AL","Arab City Board of Education","0100100","Arab City","2696"
"48","66515","AL","Athens City Board of Education","0100120","Athens City","4505"
"49","30337","AL","Attalla City Board of Education","0100180","Attalla City","1490"
"50","30361","AL","Auburn City Board of Education","0100210","Auburn City","8930"
"51","1017588","AL","Autauga County Board of Education","0100240","Autauga County","9120"
"52","30308","AL","Baldwin County Board of Education","0100270","Baldwin County","30602"
"53","93563","AL","Barbour County Board of Education","0100300","Barbour County","703"
"54","30349","AL","Bessemer City Board of Education","0100330","Bessemer City","3524"
"55","1017227","AL","Bibb County Board of Education","0100360","Bibb County","3243"
"56","44946","AL","Birmingham City Board of Education","0100390","Birmingham City","22726"
"57","43842","AL","Blount County Board of Education","0100420","Blount County","7653"
"58","51184","AL","Boaz City Board of Education","0100012","Boaz City","2440"
"59","30335","AL","Brewton City Board of Education","0100450","Brewton City","1163"
"60","44359","AL","Bullock County Board of Education","0100480","Bullock County","1459"
"61","30310","AL","Butler County Board of Education","0100510","Butler County","2952"
"62","43147","AL","Calhoun County Board of Education","0100540","Calhoun County","8495"
"63","1017594","AL","Chambers County Board of Education","0100600","Chambers County","3479"
"64","30316","AL","Cherokee County Board of Education","0100630","Cherokee County","3897"
"65","56195","AL","Chickasaw Board of Education","0100188","Chickasaw City","1514"
"66","43262","AL","Chilton County Board of Education","0100660","Chilton County","7831"
"67","44455","AL","Choctaw County Board of Education","0100690","Choctaw County","1242"
"68","1017595","AL","Clarke County Board of Education","0100720","Clarke County","2362"
"69","43900","AL","Clay County Board of Education","0100750","Clay County","1840"
"70","30319","AL","Cleburne County Board of Education","0100780","Cleburne County","2539"
"71","30320","AL","Coffee County Board of Education","0100810","Coffee County","2467"
"72","30321","AL","Colbert County Board of Education","0100840","Colbert County","2720"
"73","45002","AL","Conecuh County Board of Education","0100870","Conecuh County","1955"
"74","1017596","AL","Coosa County Board of Education","0100900","Coosa County","794"
"75","30327","AL","Covington County Board of Education","0100930","Covington County","3056"
"76","1017605","AL","Crenshaw County Board of Education","0100960","Crenshaw County","2249"
"77","30328","AL","Cullman City Board of Education","0100990","Cullman City","3157"
"78","44986","AL","Dale County Board of Education","0101050","Dale County","3259"
"79","1036512","AL","Daleville City Board of Education","0101080","Daleville City","1142"
"80","45126","AL","Dallas County Board of Education","0101110","Dallas County","2880"
"81","1017646","AL","Decatur City Board of Education","0101170","Decatur City","8842"
"82","41932","AL","Dekalb County Board of Education","0101140","DeKalb County","8973"
"83","30365","AL","Demopolis City Board of Education","0101200","Demopolis City","2236"
"84","1017648","AL","Dothan City Board of Education","0101230","Dothan City","8701"
"85","49861","AL","Elba City Board of Education","0101260","Elba City","624"
"86","43195","AL","Elmore County Board of Education","0101290","Elmore County","11557"
"87","49654","AL","Enterprise City Board of Education","0101320","Enterprise City","6839"
"88","1035657","AL","Escambia County Board of Education","0101350","Escambia County","4176"
"89","1017650","AL","Etowah County Board of Education","0101380","Etowah County","8614"
"90","30309","AL","Eufaula City Board of Education","0101410","Eufaula City","5700"
"91","30350","AL","Fairfield City Board of Education","0101440","Fairfield City","1639"
"92","30339","AL","Fayette County Board of Education","0101470","Fayette County","2230"
"93","1017478","AL","Florence City Board of Education","0101530","Florence City","4484"
"94","30333","AL","Fort Payne City Board of Education","0101560","Fort Payne City","3385"
"95","30340","AL","Franklin County Board of Education","0101590","Franklin County","3674"
"96","46876","AL","Gadsden City Board of Education","0101620","Gadsden City","5098"
"97","44349","AL","Geneva County Board of Education","0101660","Geneva County","2717"
"98","43086","AL","Greene County Board of Education","0101680","Greene County","1012"
"99","188449","AL","Gulf Shores City Schools Board of Education","0100202","Gulf Shores City","2221"
"100","30370","AL","Guntersville City Board of Education","0101690","Guntersville City","1853"
"101","1017641","AL","Hale County Board of Education","0101710","Hale County","2473"
"102","1017481","AL","Haleyville City Board of Education","0101720","Haleyville City","1614"
"103","30374","AL","Hartselle City Board of Education","0101730","Hartselle City","3519"
"104","30344","AL","Henry County Board of Education","0101740","Henry County","2528"
"105","30354","AL","Homewood City Board of Education","0101760","Homewood City","4217"
"106","1017275","AL","Hoover City Board of Education","0100007","Hoover City","14061"
"107","1017655","AL","Houston County Board of Education","0101770","Houston County","6479"
"108","30363","AL","Huntsville City Board of Education","0101800","Huntsville City","23882"
"109","1017656","AL","Jackson County Board of Education","0101830","Jackson County","5188"
"110","1036513","AL","Jacksonville City Board of Education","0101860","Jacksonville City","1639"
"111","30390","AL","Jasper City Board of Education","0101890","Jasper City","2734"
"112","1017598","AL","Jefferson County Board of Education","0101920","Jefferson County","36359"
"113","30356","AL","Lamar County Board of Education","0101950","Lamar County","2292"
"114","30315","AL","Lanett City Board of Education","0101980","Lanett City","953"
"115","30358","AL","Lauderdale County Board of Education","0102010","Lauderdale County","8160"
"116","42558","AL","Lawrence County Board of Education","0102040","Lawrence County","4658"
"117","30359","AL","Lee County Board of Education","0102070","Lee County","9508"
"118","66751","AL","Leeds Board of Education","0100011","Leeds City","2076"
"119","43887","AL","Limestone County Board of Education","0102100","Limestone County","11042"
"120","30366","AL","Linden City Board of Education","0102130","Linden City","486"
"121","223694","AL","Lowndes County Board of Education","0102160","Lowndes County","1281"
"122","1017599","AL","Macon County Board of Education","0102190","Macon County","1862"
"123","1017555","AL","Madison City Board of Education","0100008","Madison City","11695"
"124","1017600","AL","Madison County Board of Education","0102220","Madison County","19478"
"125","43883","AL","Marengo County Board of Education","0102250","Marengo County","1018"
"126","44465","AL","Marion County Board of Education","0102310","Marion County","3280"
"127","30367","AL","Marshall County Board of Education","0100006","Marshall County","5764"
"128","98626","AL","Midfield City Board of Education","0102350","Midfield City","1025"
"129","1017229","AL","Mobile County Board of School Commissioners","0102370","Mobile County","53941"
"130","1017661","AL","Monroe County Board of Education","0102400","Monroe County","3307"
"131","30372","AL","Montgomery County Board of Education","0102430","Montgomery County","28185"
"132","1017601","AL","Morgan County Board of Education","0102480","Morgan County","7616"
"133","1017776","AL","Mountain Brook City Board of Education","0102490","Mountain Brook City","4367"
"134","30324","AL","Muscle Shoals City Board of Education","0102520","Muscle Shoals City","2828"
"135","43630","AL","Oneonta City Board of Education","0102550","Oneonta City","1488"
"136","30360","AL","Opelika City Board of Education","0102580","Opelika City","4616"
"137","44048","AL","Opp City Board of Education","0102610","Opp City","1308"
"138","1017284","AL","Oxford City Board of Education","0102635","Oxford City","4265"
"139","30330","AL","Ozark City Board of Education","0102640","Ozark City","2089"
"140","57508","AL","Pelham City Board of Education","0100194","Pelham City","3383"
"141","30381","AL","Pell City Board of Education","0102650","Pell City","4148"
"142","30375","AL","Perry County Board of Education","0102670","Perry County","1178"
"143","1017779","AL","Phenix City Board of Education","0102700","Phenix City","7449"
"144","30376","AL","Pickens County Board of Education","0102730","Pickens County","2458"
"145","30313","AL","Piedmont City Board of Education","0102760","Piedmont City","1116"
"146","94067","AL","Pike County Board of Education","0102790","Pike County","2215"
"147","188453","AL","Pike Road Board of Education","0100195","Pike Road City","2228"
"148","43836","AL","Randolph County Board of Education","0102820","Randolph County","2176"
"149","48644","AL","Roanoke City Board of Education","0102850","Roanoke City","1501"
"150","1017773","AL","Russell County Board of Education","0102880","Russell County","3509"
"151","30341","AL","Russellville City Board of Education","0102910","Russellville City","2541"
"152","53559","AL","Saraland Board of Education","0100185","Saraland City","3233"
"153","56285","AL","Satsuma City Board of Education","0100189","Satsuma City","1592"
"154","30348","AL","Scottsboro City Board of Education","0102940","Scottsboro City","2463"
"155","1036029","AL","Selma City Board of Education","0102970","Selma City","2852"
"156","30322","AL","Sheffield City Board of Education","0103000","Sheffield City","1037"
"157","30382","AL","Shelby County Board of Education","0103030","Shelby County","20991"
"158","1017820","AL","St. Clair County Board of Education","0103062","St Clair County","9634"
"159","30383","AL","Sumter County Board of Education","0103090","Sumter County","1223"
"160","93565","AL","Sylacauga City Board of Education","0103120","Sylacauga City","2113"
"161","30385","AL","Talladega City Board of Education","0103150","Talladega City","1889"
"162","30386","AL","Talladega County Board of Education","0103180","Talladega County","7320"
"163","30387","AL","Tallapoosa County Board of Education","0103210","Tallapoosa County","2865"
"164","30334","AL","Tallassee City Board of Education","0103240","Tallassee City","1678"
"165","30352","AL","Tarrant City Board of Education","0103270","Tarrant City","1285"
"166","1027219","AL","Troy City Board of Education","0103330","Troy City","1776"
"167","51807","AL","Trussville City Board of Education","0100013","Trussville City","4823"
"168","1027220","AL","Tuscaloosa City Board of Education","0103360","Tuscaloosa City","10910"
"169","42910","AL","Tuscaloosa County Board of Education","0103390","Tuscaloosa County","19052"
"170","30323","AL","Tuscumbia City Board of Education","0103420","Tuscumbia City","1477"
"171","1027204","AL","Vestavia Hills Board of Education","0103430","Vestavia Hills City","7137"
"172","30391","AL","Walker County Board of Education","0103450","Walker County","7492"
"173","44370","AL","Washington County Board of Education","0103480","Washington County","2618"
"174","1017603","AL","Wilcox County Board of Education","0103510","Wilcox County","1490"
"175","58092","AL","Winfield City Board of Education","0103540","Winfield City","1272"
"176","44363","AL","Winston County Board of Education","0103580","Winston County","2292"
"177","1027222","AR","Alma School District No. 30","0502250","ALMA SCHOOL DISTRICT","3297"
"178","98628","AR","Alpena School District No.5","0502280","ALPENA SCHOOL DISTRICT","514"
"179","1027205","AR","Arkadelphia School District No 1","0502430","ARKADELPHIA SCHOOL DISTRICT","1815"
"180","1027223","AR","armorel school district 9","0502550","ARMOREL SCHOOL DISTRICT","423"
"181","1027224","AR","ashdown school district 31","0502580","ASHDOWN SCHOOL DISTRICT","1406"
"182","1027225","AR","atkins school district 18","0502610","ATKINS SCHOOL DISTRICT","986"
"183","1027226","AR","Augusta School District No. 10","0502670","AUGUSTA SCHOOL DISTRICT","358"
"184","30787","AR","Bald Knob School District","0502700","BALD KNOB SCHOOL DISTRICT","1212"
"185","1027228","AR","Barton-Lexa School District No.4","0502730","BARTON-LEXA SCHOOL DISTRICT","733"
"186","98636","AR","Batesville School District No.1","0500019","BATESVILLE SCHOOL DISTRICT","3414"
"187","98637","AR","bauxite school district 14","0502790","BAUXITE SCHOOL DISTRICT","1680"
"188","98638","AR","bay school district 21","0502820","BAY SCHOOL DISTRICT","621"
"189","98639","AR","Bearden School District No.53","0500032","BEARDEN SCHOOL DISTRICT","488"
"190","1027237","AR","Beebe School District","0502880","BEEBE SCHOOL DISTRICT","3356"
"191","98640","AR","benton school district 8","0502960","BENTON SCHOOL DISTRICT","5648"
"192","98641","AR","Bentonville School District No. 6","0503060","BENTONVILLE SCHOOL DISTRICT","17848"
"193","1027231","AR","Bergman School District No. 3","0503090","BERGMAN SCHOOL DISTRICT","1176"
"194","98642","AR","Berryville School District No. 27","0503150","BERRYVILLE SCHOOL DISTRICT","1880"
"195","98643","AR","Bismarck School District No. 25","0503240","BISMARCK SCHOOL DISTRICT","1017"
"196","98644","AR","Blevins School District No. 2","0503300","BLEVINS SCHOOL DISTRICT","524"
"197","66843","AR","blytheville school district 5","0503320","BLYTHEVILLE SCHOOL DISTRICT","1900"
"198","98646","AR","Booneville School District No. 65","0503450","BOONEVILLE SCHOOL DISTRICT","1272"
"199","1027232","AR","Bradford School District","0503480","BRADFORD SCHOOL DISTRICT","494"
"200","98648","AR","Brookland School District No. 14","0503640","BROOKLAND SCHOOL DISTRICT","2816"
"201","30772","AR","Bryant School District No. 25","0503690","BRYANT SCHOOL DISTRICT","9459"
"202","197763","AR","Buffalo Island Central School District No. 40","0503710","BUFFALO IS. CENTRAL SCH. DIST.","766"
"203","98650","AR","cabot school district 4","0503750","CABOT SCHOOL DISTRICT","10851"
"204","98651","AR","Caddo Hills School District No. 28","0503770","CADDO HILLS SCHOOL DISTRICT","586"
"205","93569","AR","Calico Rock School District No. 50","0503840","CALICO ROCK SCHOOL DISTRICT","371"
"206","1027241","AR","Camden Fairview School District No. 16","0506060","CAMDEN FAIRVIEW SCHOOL DIST.","2387"
"207","98654","AR","Carlisle School District No. 3","0503960","CARLISLE SCHOOL DISTRICT","706"
"208","1027234","AR","Cave City School District No. 2a","0504050","CAVE CITY SCHOOL DISTRICT","1237"
"209","1027235","AR","Cedar Ridge School District","0500070","CEDAR RIDGE SCHOOL DISTRICT","699"
"210","98656","AR","Cedarville School District No. 44","0504080","CEDARVILLE SCHOOL DISTRICT","765"
"211","1027236","AR","Centerpoint School District No. 43","0506690","CENTERPOINT SCHOOL DISTRICT","1037"
"212","98658","AR","Charleston School District No. 9","0504200","CHARLESTON SCHOOL DISTRICT","914"
"213","98659","AR","clarendon school district 6","0504350","CLARENDON SCHOOL DISTRICT","434"
"214","98660","AR","Clarksville School District No. 17","0504380","CLARKSVILLE SCHOOL DISTRICT","2539"
"215","1027261","AR","Cleveland County School District","0500067","CLEVELAND COUNTY SCHOOL DIST.","840"
"216","93571","AR","clinton school district 1","0504410","CLINTON SCHOOL DISTRICT","1346"
"217","98661","AR","Concord School District No. 3","0504560","CONCORD SCHOOL DISTRICT","433"
"218","108515","AR","conway school district 1","0504590","CONWAY SCHOOL DISTRICT","10393"
"219","98662","AR","corning school district 8","0500009","CORNING SCHOOL DISTRICT","895"
"220","1027255","AR","Cossatot River School District","0500405","COSSATOT RIVER SCHOOL DISTRICT","967"
"221","98663","AR","Cotter School District No. 60","0504680","COTTER SCHOOL DISTRICT","801"
"222","98664","AR","County Line School District No. 1","0504740","COUNTY LINE SCHOOL DISTRICT","512"
"223","98666","AR","Crossett School District No. 52","0504800","CROSSETT SCHOOL DISTRICT","1780"
"224","167118","AR","Cutter-Morning Star School District No. 21","0504860","CUTTER-MORNING STAR SCH. DIST.","695"
"225","47163","AR","Danville School District No. 36","0504890","DANVILLE SCHOOL DISTRICT","861"
"226","149821","AR","Dardanelle School District No. 15","0504930","DARDANELLE SCHOOL DISTRICT","2098"
"227","93572","AR","De Queen School District No. 17","0500049","DEQUEEN SCHOOL DISTRICT","2382"
"228","98668","AR","Decatur School District No. 17","0504980","DECATUR SCHOOL DISTRICT","572"
"229","1027259","AR","Deer-Mt Judea School District","0500072","DEER/MT. JUDEA SCHOOL DISTRICT","454"
"230","1036892","AR","Dermott Special School District","0505170","DERMOTT SCHOOL DISTRICT","349"
"231","98670","AR","Des Arc School District No. 5","0505190","DES ARC SCHOOL DISTRICT","573"
"232","98671","AR","dewitt school district 1","0500001","DEWITT SCHOOL DISTRICT","1225"
"233","98672","AR","Dierks School District No. 2","0505340","DIERKS SCHOOL DISTRICT","543"
"234","98673","AR","dollarway school district 2","0505410","DOLLARWAY SCHOOL DISTRICT","1020"
"235","93573","AR","Dover School District No. 17","0505430","DOVER SCHOOL DISTRICT","1344"
"236","98674","AR","drew central school district 5","0505470","DREW CENTRAL SCHOOL DISTRICT","1141"
"237","98675","AR","dumas school district 6","0505500","DUMAS SCHOOL DISTRICT","1207"
"238","1027254","AR","earle school district 1","0505550","EARLE SCHOOL DISTRICT","540"
"239","98676","AR","east end school district 1","0505580","EAST END SCHOOL DISTRICT","660"
"240","98677","AR","East Poinsett County School District No. 14","0500048","EAST POINSETT CO. SCHOOL DIST.","735"
"241","98678","AR","El Dorado School District No. 15","0505680","EL DORADO SCHOOL DISTRICT","4220"
"242","98679","AR","Elkins School District No. 10","0505760","ELKINS SCHOOL DISTRICT","1290"
"243","1036914","AR","Emerson-Taylor-Bradley School District","0500068","EMERSON-TAYLOR SCHOOL DISTRICT","1034"
"244","98680","AR","england school district 2","0505850","ENGLAND SCHOOL DISTRICT","661"
"245","98681","AR","Eureka Springs School District No. 21","0505970","EUREKA SPRINGS SCHOOL DISTRICT","688"
"246","98682","AR","Farmington School District No. 6","0506090","FARMINGTON SCHOOL DISTRICT","2556"
"247","98683","AR","Fayetteville School District No. 1","0506120","FAYETTEVILLE SCHOOL DISTRICT","10628"
"248","98684","AR","Flippin School District No. 26","0506150","FLIPPIN SCHOOL DISTRICT","947"
"249","98685","AR","Fordyce School District No. 39","0506210","FORDYCE SCHOOL DISTRICT","778"
"250","98686","AR","Foreman School District No. 25","0506240","FOREMAN SCHOOL DISTRICT","496"
"251","98687","AR","forrest city school district 7","0506270","FORREST CITY SCHOOL DISTRICT","2495"
"252","1027267","AR","Fort Smith School District No. 100","0506330","FORT SMITH SCHOOL DISTRICT","14748"
"253","98688","AR","Fouke School District No. 15","0506360","FOUKE SCHOOL DISTRICT","1169"
"254","98689","AR","Fountain Lake School District No. 18","0506420","FOUNTAIN LAKE SCHOOL DISTRICT","1407"
"255","51148","AR","Genoa Central School District No. 1","0504110","GENOA CENTRAL SCHOOL DISTRICT","1168"
"256","98690","AR","Gentry School District No. 19","0506540","GENTRY SCHOOL DISTRICT","1466"
"257","98691","AR","glen rose school district 3","0506630","GLEN ROSE SCHOOL DISTRICT","1063"
"258","98692","AR","gosnell school district 6","0500029","GOSNELL SCHOOL DISTRICT","1215"
"259","30680","AR","Gravette School District No. 20","0506840","GRAVETTE SCHOOL DISTRICT","1956"
"260","1027270","AR","Green Forest School District No. 32","0506870","GREEN FOREST SCHOOL DISTRICT","1418"
"261","98695","AR","Greenbrier School District No. 47","0506900","GREENBRIER SCHOOL DISTRICT","3613"
"262","228371","AR","Greene County Technical School District No. 1","0513080","GREENE CO. TECH SCHOOL DIST.","3844"
"263","98697","AR","Greenland School District No. 95","0506930","GREENLAND SCHOOL DISTRICT","753"
"264","98698","AR","Greenwood School District No. 25","0506990","GREENWOOD SCHOOL DISTRICT","3833"
"265","98699","AR","Gurdon School District No. 60","0507110","GURDON SCHOOL DISTRICT","723"
"266","98700","AR","Guy-Perkins School District No. 34","0507140","GUY-PERKINS SCHOOL DISTRICT","354"
"267","98702","AR","Hackett School District No. 17","0507170","HACKETT SCHOOL DISTRICT","776"
"268","98703","AR","Hamburg School District No. 51","0500042","HAMBURG SCHOOL DISTRICT","1836"
"269","98704","AR","hampton school district 1","0507230","HAMPTON SCHOOL DISTRICT","559"
"270","145850","AR","Harmony Grove School District No. 1","0507320","HARMONY GROVE SCHOOL DISTRICT","1223"
"271","98707","AR","harrisburg school district 6","0507350","HARRISBURG SCHOOL DISTRICT","1129"
"272","98708","AR","harrison school district 1","0507380","HARRISON SCHOOL DISTRICT","2727"
"273","98709","AR","Hazen School District No. 2","0507530","HAZEN SCHOOL DISTRICT","601"
"274","98710","AR","heber springs school district 1","0507560","HEBER SPRINGS SCHOOL DISTRICT","1536"
"275","98711","AR","Hector School District No. 59","0507620","HECTOR SCHOOL DISTRICT","609"
"276","49169","AR","Helena-West Helena School District No. 2","0507680","HELENA/ W.HELENA SCHOOL DIST.","1228"
"277","98712","AR","Hermitage School District No. 12","0507710","HERMITAGE SCHOOL DISTRICT","468"
"278","98713","AR","Highland School District No. 42","0507770","HIGHLAND SCHOOL DISTRICT","1608"
"279","1027276","AR","Hillcrest School District No. 22","0500071","HILLCREST SCHOOL DISTRICT","471"
"280","98714","AR","hope school district 1a","0507840","HOPE SCHOOL DISTRICT","2408"
"281","1027271","AR","Horatio School District No. 55","0507860","HORATIO SCHOOL DISTRICT","834"
"282","98716","AR","hot springs school district 6","0507890","HOT SPRINGS SCHOOL DISTRICT","3708"
"283","1027273","AR","huntsville school district 1","0508130","HUNTSVILLE SCHOOL DISTRICT","2304"
"284","1053242","AR","Izard County Consolidated School District No. 1","0500021","IZARD CO. CONS. SCHOOL DIST.","556"
"285","1027274","AR","Jackson County School District No. 5","0513230","JACKSON CO. SCHOOL DISTRICT","950"
"286","58500","AR","Jacksonville/North Pulaski School District","0500419","JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT","4314"
"287","98721","AR","jasper school district 1","0508240","JASPER SCHOOL DISTRICT","891"
"288","98722","AR","jessieville school district 1","0507920","JESSIEVILLE SCHOOL DISTRICT","873"
"289","98723","AR","jonesboro school district 1","0508280","JONESBORO SCHOOL DISTRICT","6719"
"290","98724","AR","Junction City School District No. 75","0508340","JUNCTION CITY SCHOOL DISTRICT","683"
"291","98725","AR","Kirby School District No. 32","0508490","KIRBY SCHOOL DISTRICT","404"
"292","50534","AR","Lafayette County School District","0500065","LAFAYETTE COUNTY SCHOOL DISTRICT","545"
"293","98726","AR","lake hamilton school district 5","0508610","LAKE HAMILTON SCHOOL DISTRICT","4467"
"294","1027281","AR","Lakeside School District No. 1","0508640","LAKESIDE SCHOOL DISTRICT (CHICOT COUNTY)","1002"
"295","98728","AR","Lakeside School District No. 9","0508670","LAKESIDE SCHOOL DISTRICT","3570"
"296","1027279","AR","Lamar School District No. 39","0508700","LAMAR SCHOOL DISTRICT","1396"
"297","98730","AR","lavaca school district 3","0508730","LAVACA SCHOOL DISTRICT","868"
"298","43680","AR","Lawrence County School District","0500082","LAWRENCE COUNTY SCHOOL DISTRICT","1002"
"299","98731","AR","Lead Hill School District No. 4","0503420","LEAD HILL SCHOOL DISTRICT","361"
"300","45680","AR","Lee County School District No. 1","0509360","LEE COUNTY SCHOOL DISTRICT","644"
"301","93581","AR","Lincoln Consolidated School District No. 48","0508940","LINCOLN SCHOOL DISTRICT","1105"
"302","30765","AR","Little Rock School District","0509000","LITTLE ROCK SCHOOL DISTRICT","23237"
"303","1027282","AR","loe school district 1","0509060","LONOKE SCHOOL DISTRICT","1725"
"304","98734","AR","Magazine School District No. 15","0509150","MAGAZINE SCHOOL DISTRICT","590"
"305","98735","AR","Magnet Cove School District No. 8","0509190","MAGNET COVE SCHOOL DIST.","753"
"306","30691","AR","Magnolia School District No. 14","0500044","MAGNOLIA SCHOOL DISTRICT","2788"
"307","98736","AR","Malvern School District","0509240","MALVERN SCHOOL DISTRICT","2009"
"308","98737","AR","Mammoth Spring School District No. 2","0509270","MAMMOTH SPRING SCHOOL DISTRICT","520"
"309","98738","AR","Manila School District No. 15","0500046","MANILA SCHOOL DISTRICT","1111"
"310","47026","AR","Mansfield School District No. 76","0509330","MANSFIELD SCHOOL DISTRICT","757"
"311","98740","AR","marion school district 3","0509390","MARION SCHOOL DISTRICT","4021"
"312","98741","AR","Marked Tree School District No. 28","0509420","MARKED TREE SCHOOL DISTRICT","508"
"313","1027289","AR","Marmaduke School District No. S-2","0500016","MARMADUKE SCHOOL DISTRICT","787"
"314","30755","AR","Marvell School District No. 22","0509510","MARVELL SCHOOL DISTRICT","364"
"315","98743","AR","Mayflower School District No. 78","0509540","MAYFLOWER SCHOOL DISTRICT","1085"
"316","98744","AR","Maynard School District No. 15","0509570","MAYNARD SCHOOL DISTRICT","546"
"317","108521","AR","mccrory school district 12","0509600","MCCRORY SCHOOL DISTRICT","620"
"318","98745","AR","Mcgehee School District No. 17","0509630","MCGEHEE SCHOOL DISTRICT","1195"
"319","98746","AR","Melbourne School District No. 20","0509720","MELBOURNE SCHOOL DISTRICT","931"
"320","1027296","AR","Mena School District No. 23","0509750","MENA SCHOOL DISTRICT","1763"
"321","98748","AR","Midland School District No. 19","0500020","MIDLAND SCHOOL DISTRICT","545"
"322","98749","AR","Mineral Springs School District No. 3","0509780","MINERAL SPRINGS SCHOOL DIST.","411"
"323","30705","AR","Monticello School District No. 18","0509840","MONTICELLO SCHOOL DISTRICT","1844"
"324","98750","AR","Mount Ida School District No. 20","0509990","MOUNT IDA SCHOOL DISTRICT","447"
"325","98751","AR","mountain home school district 9","0500043","MOUNTAIN HOME SCHOOL DISTRICT","3992"
"326","98752","AR","Mountain Pine School District No. 46","0510170","MOUNTAIN PINE SCHOOL DISTRICT","604"
"327","98753","AR","Mountain View School District No. 30","0510200","MOUNTAIN VIEW SCHOOL DISTRICT","1643"
"328","98754","AR","Mountainburg School District No. 16","0510260","MOUNTAINBURG SCHOOL DISTRICT","659"
"329","1027295","AR","Mt. Vernon-Enola School District No. 41","0510080","MT. VERNON/ENOLA SCHOOL DIST.","545"
"330","98756","AR","nashville school district 1","0510380","NASHVILLE SCHOOL DISTRICT","1924"
"331","98757","AR","Nemo Vista School District No. 8","0510410","NEMO VISTA SCHOOL DISTRICT","515"
"332","1027307","AR","Nettleton School District","0510440","NETTLETON SCHOOL DISTRICT","3717"
"333","98758","AR","Nevada School District No. 1","0500030","NEVADA SCHOOL DISTRICT","394"
"334","1027309","AR","Newport School District","0500023","NEWPORT SCHOOL DISTRICT","1245"
"335","98759","AR","Norfork School District No. 61","0510560","NORFORK SCHOOL DISTRICT","423"
"336","98760","AR","Omaha School District No. 6","0510920","OMAHA SCHOOL DISTRICT","435"
"337","98761","AR","osceola school district 1","0510950","OSCEOLA SCHOOL DISTRICT","1147"
"338","52057","AR","Ouachita River School District","0500073","OUACHITA RIVER SCHOOL DISTRICT","763"
