"","state","acfrs_original_name","id"
"8758","AL","Bessemer City Board of Education","30349"
"8759","GA","Lumpkin County Board of Education","99036"
"8760","AL","Albertville City Board of Education","1017280"
"8761","AL","Elmore County Board of Education","43195"
"8762","WA","Oakville School District No. 400","65086"
"8763","OH","Jackson City School District","1035945"
"8764","AL","Lauderdale County Board of Education","30358"
"8765","WV","Clay County Board of Education","39783"
"8766","AR","Fordyce School District No. 39","98685"
"8767","AL","Fort Payne City Board of Education","30333"
"8768","AR","Bay School District No. 21","98638"
"8769","AR","Nemo Vista School District No. 8","98757"
"8770","IN","Kokomo School Corporation","43685"
"8771","GA","Stephens County Board of Education","196532"
"8772","AL","Andalusia City Board of Education","30326"
"8773","GA","Irwin County Board of Education","197171"
"8774","GA","Wheeler County Board of Education","1036278"
"8775","AR","Guy-Perkins School District No. 34","98700"
"8776","GA","Chattahoochee County Board of Education","197767"
"8777","IL","Prairie Central Community Unit School District No. 8","196584"
"8778","GA","Liberty County Board of Education","196523"
"8779","AR","Nevada School District No. 1","98758"
"8780","AR","Woodlawn School District No. 6","98814"
"8781","ND","Wahpeton Public School District No. 37","108503"
"8782","WA","Aberdeen School District No.5","39623"
"8783","OH","Struthers City School District","37172"
"8784","MO","Branson R-IV School District","35338"
"8785","MO","Butler R-V School District","35173"
"8786","OH","East Cleveland City School District","37054"
"8787","MO","Neosho R-5 School District","35278"
"8788","MO","Wheaton R-III School District","48552"
"8789","MS","Kemper County School District","35032"
"8790","MO","Southwest R-V School District","35171"
"8791","MO","Seneca R-VII School District","35279"
"8792","MO","El Dorado Springs R-II School District","35191"
"8793","AL","Henry County Board of Education","30344"
"8794","AL","Choctaw County Board of Education","44455"
"8795","AL","Walker County Board of Education","30391"
"8796","CA","San Miguel Joint Union School District","399407"
"8797","GA","Turner County Board of Education","197780"
"8798","IA","Wapsie Valley Community School District","163269"
"8799","GA","Jackson County Board of Education","196521"
"8800","PA","Central Columbia School District","44867"
"8801","GA","Hancock County Board of Education","197771"
"8802","NY","West Babylon Union Free School District","36398"
"8803","AL","Butler County Board of Education","30310"
"8804","MA","Dudley-Charlton Regional School District","34225"
"8805","WA","Grand Coulee Dam School District No. 301","39620"
"8806","WI","Verona Area School District","39959"
"8807","WA","Mercer Island School District No. 400","39641"
"8808","IA","Clarksville Community School District","196545"
"8809","WV","Brooke County Board of Education","39781"
"8810","SD","Timber Lake School District No 20-3","38422"
"8811","NY","Southampton Union Free School District","36428"
"8812","SD","Hot Springs School District No. 23-2","38423"
"8813","MS","Greene County School District","35008"
"8814","MT","Corvallis School District 1","35417"
"8815","MT","Anaconda School District","35395"
"8816","PA","Tussey Mountain School District","37878"
"8817","IN","Blackford County Schools","43701"
"8818","WA","Bremerton School District No. 100-C","39648"
"8819","NY","Bay Shore Union Free School District","36401"
"8820","MS","Lafayette County School District","35035"
"8821","MS","Pontotoc City School District","43056"
"8822","MS","Laurel School District","35031"
"8823","AL","Enterprise City Board of Education","49654"
"8824","AL","Fairfield City Board of Education","30350"
"8825","GA","Randolph County Board of Education","1036269"
"8826","MS","Columbus Municipal School District","35045"
"8827","WA","Edmonds School District No. 15","39677"
"8828","MS","Mccomb Separate School District","35067"
"8829","NH","Hinsdale, New Hampshire School District","81897"
"8830","MS","Hinds County School District","35017"
"8831","WA","Quincy School District No. 144","44373"
"8832","OH","Youngstown City School District","44636"
"8833","WI","Westby Area School District","40077"
"8834","MS","East Jasper School District","35027"
"8835","PA","Lake Lehman School District","38063"
"8836","GA","Warren County Board of Education","93809"
"8837","AZ","Peach Springs Unified School District 8","30577"
"8838","AL","Wilcox County Board of Education","43372"
"8839","GA","Webster County Board of Education","99055"
"8840","MS","Clarksdale Municipal School District","34996"
"8841","AL","Monroe County Board of Education","1017661"
"8842","MS","Greenville Public School District","35086"
"8843","GA","Quitman County Board of Education","1036268"
"8844","GA","Dodge County Board of Education","196512"
"8845","AZ","Ganado Unified School District No. 20","30512"
"8846","MA","Martha's Vineyard Regional High School District","61623"
"8847","PA","Wilkes Barre Area School District","56749"
"8848","MS","Quitman County School District","43804"
"8849","MS","Webster County School District","35090"
"8850","NY","Freeport Union Free School District","36248"
"8851","VT","Orange East Supervisory Union","39376"
"8852","MS","Louisville Municipal School District","35091"
"8853","WA","Highline School District No. 401","39637"
"8854","MS","Moss Point School District","35024"
"8855","AZ","Casa Blanca Community School Inc","66941"
"8856","PA","School District of Pittsburgh","37840"
"8857","PR","Puerto Rico Department of Education","87610"
"8858","MS","Natchez-Adams School District","45138"
"8859","CA","Burlingame School District","145972"
"8860","AZ","Globe Unified School District No.1","30529"
"8861","AL","Bullock County Board of Education","44359"
"8862","GA","City of Trion Board of Education","197779"
"8863","GA","Clay County Board of Education","105270"
"8864","AL","Pickens County Board of Education","30376"
"8865","CA","San Lorenzo Valley Unified School District","146602"
"8866","CA","Soquel Union Elementary School District","146664"
"8867","AZ","Sierra Vista Unified School District No. 68","1035664"
"8868","CA","San Mateo Foster City Elementary School District","67826"
"8869","CA","Sequoia Union High School District","146643"
"8870","CA","Oroville City Elementary School District","146466"
"8871","CA","Red Bluff Union Elementary School District","146541"
"8872","CA","Union School District","67990"
"8873","AZ","Blackwater Community School","45243"
"8874","AL","Sumter County Board of Education","30383"
"8875","AZ","Hotevilla Bacavi Community School","40530"
"8876","AL","Lamar County Board of Education","30356"
"8877","AZ","Grand Canyon Unified School District No.4","93597"
"8878","CA","Golden Valley Unified School District","146175"
"8879","CA","Santa Rosa City School District","31511"
"8880","CA","Luther Burbank School District","146341"
"8881","GA","Dooly County Board of Education","197769"
"8882","CA","Millbrae School District","146381"
"8883","CA","Corning Union High School District","146047"
"8884","CA","Cabrillo Unified School District","145980"
"8885","CA","Jefferson Union High School District","146238"
"8886","CA","Cottonwood Union Elementary School District","146051"
"8887","CA","Los Altos School District","98893"
"8888","CA","Napa Valley Unified School District","146420"
"8889","SD","Rock Creek Grant School","47308"
"8890","WA","Sequim School District No. 323","39609"
"8891","WA","Eastmont School District No. 206","44227"
"8892","KY","Franklin County School District","33658"
"8893","WV","Hancock County Board of Education","39787"
"8894","VT","City of Rutland Vermont Public Schools","88886"
"8895","AL","Huntsville City Board of Education","30363"
"8896","NC","Lee County Board of Education","36595"
"8897","GA","Jeff Davis County Board of Education","1036264"
"8898","NY","Falconer Central School District","36138"
"8899","CA","Red Bluff Joint Union High School District","146540"
"8900","NM","Clovis Municipal Schools","46586"
"8901","PA","Muhlenberg School District","42582"
"8902","IL","Prairie-Hills Elementary School District 144","32935"
"8903","PA","Sto-Rox School District","37844"
"8904","WA","Granite Falls School District No. 332","44644"
"8905","AL","Montgomery County Board of Education","30372"
"8906","LA","Ouachita Parish School Board","33845"
"8907","AL","Cullman City Board of Education","30328"
"8908","ME","Regional School Unit No. 22","33939"
"8909","AZ","Pinon Unified School District No.4","43388"
"8910","GA","Jenkins County Board of Education","198260"
"8911","GA","Taliaferro County Board of Education","189253"
"8912","GA","Worth County Board of Education","99057"
"8913","GA","City of Thomasville Board of Education","198261"
"8914","MO","Ava R-I School District","35206"
"8915","MS","Hazlehurst City School District","42900"
"8916","GA","Twiggs County Board of Education","198262"
"8917","MT","Glendive School District No.1","43463"
"8918","MT","Ronan Public Schools District No 30","44663"
"8919","ND","Williston Public School District 1","36831"
"8920","NH","Timberlane Regional School District","35595"
"8921","MO","Purdy R-II School District","46317"
"8922","MA","Northeast Metropolitan Regional Vocational School District","34211"
"8923","OR","High Desert Education Service District","197340"
"8924","PA","School District of Cheltenham Township","38088"
"8925","AR","Hampton School District No.1","98704"
"8926","WA","Lake Chelan School District No. 129","39603"
"8927","OK","Fairview School District No. 1-84","225973"
"8928","AR","Omaha School District No. 6","98760"
"8929","AL","Franklin County Board of Education","30340"
"8930","WA","Fife School District No. 417","39665"
"8931","MT","Hamilton Public Schools","35418"
"8932","GA","Crawford County Board of Education","105277"
"8933","PA","Tamaqua Area School District","87517"
"8934","MA","Dennis-Yarmouth Regional School District","34192"
"8935","AL","Lanett City Board of Education","30315"
"8936","CA","Hermosa Beach City Elementary School District","146209"
"8937","GA","Terrell County Board of Education","1036275"
"8938","AL","Jackson County Board of Education","1017656"
"8939","IL","Southwest Cook County Cooperative Association for Special Education","32964"
